landseg,landuse,nutrient,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
A10001,alf,nh3n,0,0,0,0,0,0,0,0,0,0,0,0
A10001,alf,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10001,alf,po4p,0,0,1.4109689,0,2.8219378,1.4109689,1.4109689,0,0,0,0,0
A10001,hom,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10001,hwm,no3n,1.7040637,1.7307084,0,1.6471483,1.4636343E-2,3.8023188,0,0.38861308,0.52441728,0,0,0.65867001
A10001,hwm,po4p,0,0,0,10.400043,0,0,0,1.419202,1.4452366,0,0,0
A10001,hyw,po4p,0,0,0,0,0,0,0,0,0,0,0,0
A10001,lwm,nh3n,5.1121912,5.1921253,0,4.9414449,4.3909036E-2,11.406957,0,1.1658393,1.5732518,0,0,1.9760101
A10001,lwm,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10001,npd,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10001,npd,po4p,0,0,0,0.64490229,0,0,0.64490229,0,0,0,0,0
A10001,urs,nh3n,0,0,0.50936353,87.317932,0.50936353,0,0,0,0,0,0,0
A10001,urs,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,alf,po4p,0,0,1.4299349,0,2.8598697,1.4299349,1.4299349,0,0,0,0,0
A10003,hom,nh3n,0,0,63.359245,5.565588,25.992064,0.57293785,1.0667546,0,0,0,0,0
A10003,hwm,no3n,0.43138883,0.79016346,0,3.9393039,1.7609784E-2,10.966059,0,0.14777251,0.34794849,0,0,0.38696697
A10003,lwm,po4p,0,7.7048629E-3,3.8785541E-3,13.24544,0,0,0,0.43095022,0.84287238,0,0,0
A10003,npd,no3n,0,0,0,5.3497114,0,0,5.3497114,0,0,0,0,0
A10003,npd,po4p,0,0,0,0.64490229,0,0,0.64490229,0,0,0,0,0
A10003,urs,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,urs,po4p,0,0,0.5164296,17.727829,0,0,0,0,0,0,0,0
A10005,alf,no3n,0,0,0,0,0,0,0,0,0,0,0,0
A10005,alf,po4p,0,0,1.4545455,0,2.909091,1.4545455,1.4545455,0,0,0,0,0
A10005,cpd,no3n,0,0,0,5.3497109,0,0,5.3497109,0,0,0,0,0
A10001,alf,no3n,0,0,0,0,0,0,0,0,0,0,0,0
A10001,hom,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10001,hwm,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10001,hyw,nh3n,0,0,5.096972,0,0,0,0,0,0,5.757431,0,0
A10001,hyw,no3n,0,0,1.6989906,0,0,0,0,0,0,1.9191438,0,0
A10001,hyw,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10001,lwm,no3n,1.7040638,1.7307084,0,1.6471483,1.4636345E-2,3.802319,0,0.3886131,0.52441728,0,0,0.65867001
A10001,lwm,po4p,0,0,0,10.400043,0,0,0,1.4192021,1.4452364,0,0,0
A10001,npd,nh3n,0,0,0,16.049133,0,0,16.049133,0,0,0,0,0
A10001,npd,no3n,0,0,0,5.3497109,0,0,5.3497109,0,0,0,0,0
A10001,pas,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10001,pas,po4p,0,0,0,0,27.056225,0,0,0,0,0,0,0
A10001,urs,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10003,alf,nh3n,0,0,0,0,0,0,0,0,0,0,0,0
A10003,alf,no3n,0,0,0,0,0,0,0,0,0,0,0,0
A10003,hom,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,hom,po4p,0,0,13.419177,1.1040562,13.542099,0.96287495,0.21335094,0,0,0,0,0
A10003,hwm,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,hwm,po4p,0,7.7048629E-3,3.8785541E-3,13.24544,0,0,0,0.43095019,0.84287226,0,0,0
A10003,hyw,no3n,0,0,0.99840862,0,2.2477052,0,0,0,0,3.9248385,0,0
A10003,hyw,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10003,lwm,nh3n,1.2941664,2.3704903,0,11.817912,5.2829351E-2,32.898174,0,0.44331753,1.0438455,0,0,1.160901
A10003,lwm,no3n,0.43138885,0.79016346,0,3.9393039,1.7609784E-2,10.966059,0,0.14777251,0.34794852,0,0,0.38696697
A10003,npd,nh3n,0,0,0,16.049133,0,0,16.049133,0,0,0,0,0
A10001,alf,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10001,hom,no3n,0,0,8.0767908,1.4157343,3.8062563,5.2037839E-2,0.17151174,0,0,0,0,0
A10001,hom,po4p,0,0,5.1117668,2.3495619,7.9480491,3.7692523,0.10290705,0,0,0,0,0
A10001,hwm,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10001,lwm,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10001,npd,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10001,pas,nh3n,0,0,0,0,25.308018,0,0,0,0,0,0,0
A10003,alf,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10003,hom,no3n,0,0,21.119747,1.8551959,8.6640215,0.19097927,0.35558486,0,0,0,0,0
A10003,hwm,nh3n,1.2941664,2.3704903,0,11.817912,5.2829348E-2,32.898178,0,0.4433175,1.0438455,0,0,1.1609008
A10003,hyw,nh3n,0,0,2.9952257,0,6.7431154,0,0,0,0,11.774516,0,0
A10003,hyw,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,lwm,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10003,npd,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10003,pas,nh3n,0,0,0,0,30.276922,0,0,0,0,0,0,0
A10003,pas,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,urs,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,cpd,nh3n,0,0,0,16.049133,0,0,16.049133,0,0,0,0,0
A10005,cpd,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10005,hwm,nh3n,1.8371845,5.0879793,0,3.1304985E-2,3.1304985E-2,0,0,3.1304985E-2,0,0,0,2.1154125
A10005,hwm,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10005,hyw,nh3n,0,0,0,0,0,0,0,0,0,0,0,0
A10005,hyw,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10005,npd,nh3n,0,0,0,16.049131,0,0,16.049131,0,0,0,0,0
A10005,hom,nh3n,0,0,0.30543411,7.7793083,21.397079,0.83481312,4.1172681,0,0,0,0,0
A10005,hom,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10005,hyw,no3n,0,0,0,0,0,0,0,0,0,0,0,0
A10005,hyw,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,lwm,no3n,0.61239481,1.6959932,0,1.0434994E-2,1.0434994E-2,0,0,1.0434994E-2,0,0,0,0.70513743
A10005,lwm,po4p,0,0,0,10.901091,0,0,0,0.24719521,0.39684355,0,0,0
A10005,npd,no3n,0,0,0,5.3497105,0,0,5.3497105,0,0,0,0,0
A10005,pas,no3n,0,0,0,0,0,0,0,0,0,0,0,0
A10005,pas,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,rpd,no3n,0,0,0,5.3497109,0,0,5.3497109,0,0,0,0,0
A10005,rpd,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,urs,po4p,0,0,1.8426514,18.415819,0,0,0,0,0,0,0,0
A11001,cpd,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A11001,cpd,po4p,0,0,0,0.64490229,0,0,0.64490229,0,0,0,0,0
A11001,rpd,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A11001,rpd,po4p,0,0,0,0.64490229,0,0,0.64490229,0,0,0,0,0
A24001,alf,nh3n,0,0,0,0,0,0,0,0,0,0,0,0
A24001,alf,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A24001,cpd,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A24001,cpd,po4p,0,0,0,0,0.64490229,0,0,0.64490229,0,0,0,0
A24001,hom,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A24001,hwm,no3n,1.5092656E-2,0.63878679,6.9085507,10.982486,2.9171495,4.0473323,0,4.6955487E-3,1.4253323,0,0,0
A24001,hyw,po4p,0,0,3.7133195E-3,0.3147814,0,0.11574122,2.984968E-4,0,0,0,0.13699907,0
A24001,lwm,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A10003,pas,po4p,0,0,0,0,29.954632,0,0,0,0,0,0,0
A10005,alf,nh3n,0,0,0,0,0,0,0,0,0,0,0,0
A10005,alf,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,cpd,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,hom,no3n,0,0,0.10181137,2.5931029,7.13236,0.27827105,1.3724226,0,0,0,0,0
A10005,hom,po4p,0,0,0.36661473,3.548383,9.941988,3.6975307,0.82345355,0,0,0,0,0
A10005,hwm,no3n,0.61239481,1.6959933,0,1.0434994E-2,1.0434994E-2,0,0,1.0434994E-2,0,0,0,0.70513749
A10005,hwm,po4p,0,0,0,10.90109,0,0,0,0.24719517,0.39684352,0,0,0
A10005,lwm,nh3n,1.8371844,5.0879798,0,3.1304982E-2,3.1304982E-2,0,0,3.1304982E-2,0,0,0,2.1154125
A10005,lwm,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,npd,orgn,0,0,0,0,0,0,0,0,0,0,0,0
A10005,urs,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A11001,npd,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A24001,alf,po4p,0,0,1.265475,0,2.5309501,1.265475,1.265475,0,0,0,0,0
A24001,cpd,nh3n,0,0,0,0,16.049133,0,0,16.049133,0,0,0,0
A24001,cpd,no3n,0,0,0,0,5.3497109,0,0,5.3497109,0,0,0,0
A24001,hwm,orgp,0,0,0,0,0,0,0,0,0,0,0,0
A24001,hwm,po4p,0,0.3388322,5.2176785,9.0000505,1.2001669,0,0,1.1179469E-2,0.57884938,0,0,0
A24001,hyw,nh3n,0,0,0,1.4960405,0,29.23258,4.1878566E-2,0,0,0,30.13553,0
A24001,hyw,no3n,0,0,0,0.49868017,0,9.7441931,1.3959522E-2,0,0,0,10.045177,0
