TABLE->,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#1,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#2,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#3,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR1#4,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2,NIT-STOR2
VARS->,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,ORGN,AMAD,AMSU,NO3,PLTN,RORGN,IAMSU,INO3,ISLON,ISRON,AGPLTN,LITTRN
A10001,0.145500,1,0.03,0.3,0,52.51950,29.22500,5,0.5,2,0,2863.890,0.135000,5,1,8,0,1500.445,0.027000,6,0.5,1,0,1054.009,0,0,0,0,na,na
A10003,0.348000,1,0.03,0.3,0,60.26600,28.13200,5,0.5,2,0,2844.750,0.158750,5,1,8,0,1463.579,0.042000,6,0.5,1,0,1069.154,0,0,0,0,na,na
A10005,0.135500,1,0.03,0.3,0,43.76700,27.17050,5,0.5,2,0,2728.408,0.248000,5,1,8,0,1522.698,0.101000,6,0.5,1,0,1077.094,0,0,0,0,na,na
A11001,0.256500,1,0.03,0.3,0,46.23300,30.67550,5,0.5,2,0,3094.583,0.142500,5,1,8,0,1506.627,0.024000,6,0.5,1,0,1046.237,0,0,0,0,na,na
A24001,0.621000,1,0.03,0.3,0,59.68650,31.87450,5,0.5,2,0,2856.099,0.053000,5,1,8,0,1453.885,0.013000,6,0.5,1,0,1061.844,0,0,0,0,na,na
A24003,0.248500,1,0.03,0.3,0,59.35150,28.03550,5,0.5,2,0,2891.416,0.213500,5,1,8,0,1447.031,0.081000,6,0.5,1,0,1080.935,0,0,0,0,na,na
A24005,0.075000,1,0.03,0.3,0,54.40750,32.02900,5,0.5,2,0,2782.209,0.524500,5,1,8,0,1545.564,0.158000,6,0.5,1,0,1062.469,0,0,0,0,na,na
A24009,0.299000,1,0.03,0.3,0,51.77100,26.95250,5,0.5,2,0,2835.152,0.106500,5,1,8,0,1498.926,0.024000,6,0.5,1,0,1062.187,0,0,0,0,na,na
A24011,0.648500,1,0.03,0.3,0,57.31500,24.97350,5,0.5,2,0,2855.963,0.079000,5,1,8,0,1443.433,0.020000,6,0.5,1,0,1069.956,0,0,0,0,na,na
A24013,0.207000,1,0.03,0.3,0,57.05450,33.01300,5,0.5,2,0,2874.506,0.252000,5,1,8,0,1509.049,0.073500,6,0.5,1,0,1060.128,0,0,0,0,na,na
A24015,0.129500,1,0.03,0.3,0,62.64200,32.36250,5,0.5,2,0,2915.950,0.346500,5,1,8,0,1508.164,0.075000,6,0.5,1,0,1058.469,0,0,0,0,na,na
A24017,1.015000,1,0.03,0.3,0,50.30800,22.29800,5,0.5,2,0,2890.829,0.062000,5,1,8,0,1467.519,0.011000,6,0.5,1,0,1042.826,0,0,0,0,na,na
