TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.147462,0.058984,0.,10.00000,0.147462,na,na,0.147462,0.003539,0.,10.00000,0.147462,na,na,0.000100,0.016793,0.000266,0.033945,0.200000,na,na,0.000100,0.001782,0.000532,0.010000,0.000100,20360.78,17531.05,0.001,1.07,49.11403,513.3750,0.001,1.07,0.100000,45.66278,0.001,1.07,0.100000,45.66278,0.001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.264602,0.023624,0.,10.00000,0.264602,na,na,0.264602,0.001418,0.,10.00000,0.264602,na,na,0.000100,0.100000,0.000023,0.010000,0.200000,na,na,0.000100,0.009727,0.000046,0.010000,0.000100,35990.39,26834.34,0.001,1.07,27.78521,335.3911,0.001,1.07,0.100000,30.43097,0.001,1.07,0.100000,30.43097,0.001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.142534,0.063991,0.,10.00000,0.142534,na,na,0.142534,0.003838,0.,10.00000,0.142534,na,na,0.000100,0.004841,0.000951,0.012822,0.200000,na,na,0.000100,0.000734,0.001331,0.010000,0.000100,32818.32,46508.29,0.001,1.07,30.47078,193.5139,0.001,1.07,0.100000,55.09765,0.001,1.07,0.100000,55.09765,0.001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.176097,0.042732,0.,10.00000,0.176097,na,na,0.176097,0.002561,0.,10.00000,0.176097,na,na,0.000100,0.023835,0.000166,0.068646,0.200000,na,na,0.000100,0.002040,0.000331,0.011441,0.000100,18792.47,14279.29,0.001,1.07,53.21280,630.2838,0.001,1.07,0.100000,41.62053,0.001,1.07,0.100000,41.62053,0.001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.333057,0.017340,0.,10.00000,0.333057,na,na,0.333057,0.001043,0.,10.00000,0.333057,na,na,0.000100,0.034347,0.000090,0.755986,0.200000,na,na,0.000100,0.002699,0.000180,0.125998,0.000100,8197.722,14022.75,0.001,1.07,121.9851,641.8142,0.001,1.07,0.100000,32.09338,0.001,1.07,0.100000,32.09338,0.001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.212845,0.032188,0.,9.999999,0.212845,na,na,0.212845,0.001931,0.,9.999999,0.212845,na,na,0.000100,0.100000,0.000020,0.010000,0.200000,na,na,0.000100,0.006486,0.000040,0.010000,0.000100,37301.27,24392.86,0.001,1.07,26.80875,368.9605,0.001,1.07,0.100000,36.17469,0.001,1.07,0.100000,36.17469,0.001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.091710,0.100000,0.,10.00000,0.091710,na,na,0.072466,0.008275,0.,10.00000,0.072466,na,na,0.000100,0.006400,0.000697,0.047438,0.200000,na,na,0.000100,0.000815,0.001165,0.010000,0.000100,36462.18,18080.45,0.001,1.07,27.42569,497.7751,0.001,1.07,0.100000,61.34176,0.001,1.07,0.100000,61.34176,0.001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.195913,0.036460,0.,10.00000,0.195913,na,na,0.195913,0.002190,0.,10.00000,0.195913,na,na,0.000100,0.029711,0.000155,0.010677,0.200000,na,na,0.000100,0.002717,0.000309,0.010000,0.000100,20355.83,19389.24,0.001,1.07,49.12598,464.1749,0.001,1.07,0.100000,37.70235,0.001,1.07,0.100000,37.70235,0.001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.382984,0.012709,0.,10.00000,0.382984,na,na,0.382984,0.000763,0.,10.00000,0.382984,na,na,0.000100,0.092392,0.000048,0.010000,0.200000,na,na,0.000100,0.005858,0.000097,0.010000,0.000100,28467.49,25948.48,0.001,1.07,35.12780,346.8410,0.001,1.07,0.100000,27.45382,0.001,1.07,0.100000,27.45382,0.001,1.07,na,na,na,na,na,na
