TABLE->,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,SOIL-DATA,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-AD-FLAGS,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTGEN,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#1,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#2,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#3,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-FSTPM#4,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#1,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#2,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#3,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-ORGPM#4,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT,NIT-AMVOLAT
VARS->,SURFDEP,UPDEP,LODEP,GRNDDEP,SURFBD,UPBD,LOBD,GRNDBD,VNUT,FORA,ITMX,BNUM,CNUM,NUPT,FIXN,AMVO,ALPN,VNPR,NSF,NSC,NUF,NUC,HSF,HSC,HUF,HUC,OSF,OSC,OUF,OUC,NO3,NH4,PLN,KDSA,KADA,KIMN,KAM,KDNI,KNI,KIMA,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KDSAM,KADAM,KIMNI,KAM,KDNI,KNI,KIMAM,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,KLON,KRON,KONLR,THNLR,SKVOL,UKVOL,LKVOL,AKVOL,THVOL,TRFVOL
A10001,0.4,12.07317416,72.85119123,60,78.72301833,87.55908762,83.66118186,85.62005448,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.026366,0.100000,0.,8.967652,0.026366,na,na,0.026366,0.019794,0.,8.967652,0.026366,na,na,0.000100,0.100000,0.100E-04,0.108692,0.200000,na,na,0.000100,0.071401,0.100E-04,0.080137,0.000100,48859.62,23064.10,0.001,1.07,19.84739,390.2167,0.001,1.07,0.100000,46.98729,0.001,1.07,0.100000,46.98729,0.001,1.07,na,na,na,na,na,na
A10003,0.4,11.30319446,72.91490065,60,77.3944312,85.88307496,88.65565537,90.76086608,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.062511,0.099997,0.,10.00000,0.062511,na,na,0.062511,0.006002,0.,10.00000,0.062511,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,39207.18,18431.67,0.001,1.07,25.50556,488.2902,0.001,1.07,0.100000,32.20891,0.001,1.07,0.100000,32.20891,0.001,1.07,na,na,na,na,na,na
A10005,0.4,17.22599416,69.93049025,60,78.21246576,86.91502556,73.47617719,75.13662918,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.020097,0.100000,0.,10.00000,0.020097,na,na,0.020097,0.027219,0.,10.00000,0.020097,na,na,0.000100,0.010229,0.000450,0.012602,0.200000,na,na,0.000100,0.001551,0.000631,0.012602,0.000100,50000.00,45401.36,0.001,1.07,9.239500,171.2783,0.001,1.07,0.153310,61.53645,0.001,1.07,0.153310,61.53645,0.001,1.07,na,na,na,na,na,na
A11001,0.4,11.13728401,81.77270037,60,71.70779526,78.70938372,70.98480896,72.57226387,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.035289,0.100000,0.,8.680964,0.035289,na,na,0.035289,0.012781,0.,8.680964,0.035289,na,na,0.000100,0.100000,0.100E-04,0.212556,0.200000,na,na,0.000100,0.100000,0.100E-04,0.043001,0.000100,38119.02,17316.27,0.001,1.07,26.23362,519.7429,0.001,1.07,0.100000,42.07067,0.001,1.07,0.100000,42.07067,0.001,1.07,na,na,na,na,na,na
A24001,0.4,8.308930983,70.34325147,60,75.66544418,83.70195784,50.34250628,51.32514172,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.078098,0.073948,0.,10.00000,0.078098,na,na,0.078098,0.004448,0.,10.00000,0.078098,na,na,0.000100,0.100000,0.100E-04,1.249633,0.200000,na,na,0.000100,0.100000,0.100E-04,0.208272,0.000100,27411.20,13970.67,0.001,1.07,36.48143,644.2069,0.001,1.07,0.100000,33.17820,0.001,1.07,0.100000,33.17820,0.001,1.07,na,na,na,na,na,na
A24003,0.4,12.10283771,66.35545197,60,70.98166967,77.79337629,73.00209691,74.64865835,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.044967,0.100000,0.,10.00000,0.044967,na,na,0.044967,0.009143,0.,10.00000,0.044967,na,na,0.000100,0.100000,0.100E-04,0.015410,0.200000,na,na,0.000100,0.100000,0.100E-04,0.015410,0.000100,39972.15,17492.09,0.001,1.07,25.01743,514.5182,0.001,1.07,0.100000,38.90296,0.001,1.07,0.100000,38.90296,0.001,1.07,na,na,na,na,na,na
A24005,0.4,9.638000069,71.05242397,60,72.21493325,79.34913829,72.2324418,73.85645234,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.014563,0.100000,0.,7.091132,0.014563,na,na,0.011507,0.052110,0.,7.091132,0.011507,na,na,0.000100,0.010836,0.000384,0.089496,0.200000,na,na,0.000100,0.001380,0.000644,0.026571,0.000100,49027.38,25394.17,0.001,1.07,20.39677,354.4121,0.001,1.07,0.154774,66.25623,0.001,1.07,0.154774,66.25623,0.001,1.07,na,na,na,na,na,na
A24009,0.4,10.85652495,68.18091367,60,78.29874159,87.02386251,87.34160969,89.40831885,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.040615,0.100000,0.,8.950370,0.040615,na,na,0.040615,0.010562,0.,8.950370,0.040615,na,na,0.000100,0.100000,0.100E-04,0.047416,0.200000,na,na,0.000100,0.100000,0.100E-04,0.047416,0.000100,42078.48,18129.27,0.001,1.07,23.76512,496.4345,0.001,1.07,0.100000,39.47741,0.001,1.07,0.100000,39.47741,0.001,1.07,na,na,na,na,na,na
A24011,0.4,11.93884591,75.48745117,60,78.95166277,87.84752259,82.48109647,84.4053926,1,1,100,1,1,0,0,0,0,1,0,0,-1,0,0,0,-1,0,0,0,0,0,0.8,0.2,1.07,1.05,1.05,1.07,1.07,1.07,1.05,1.07,na,na,0.160533,0.030320,0.,10.00000,0.160533,na,na,0.160533,0.001821,0.,10.00000,0.160533,na,na,0.000100,0.100000,0.100E-04,0.010000,0.200000,na,na,0.000100,0.100000,0.100E-04,0.010000,0.000100,41682.34,16423.09,0.001,1.07,23.99098,548.0084,0.001,1.07,0.100000,28.77327,0.001,1.07,0.100000,28.77327,0.001,1.07,na,na,na,na,na,na
