TABLE->,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-PROPS#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1,QUAL-INPUT#1
VARS->,QSD,VPFW,VPFS,QSO,VQO,QIFW,VIQC,QAGW,VAQC,SQO,POTFW,POTFS,ACQOP,SQOLIM,WSQOP,IOQC,AOQC
A10001,1,0,0,1,0,1,0,1,0,0.005364,0.050000,0,0.000536,0.005364,0.500000,0.000050,0.000100
A10003,1,0,0,1,0,1,0,1,0,0.010636,0.050000,0,0.001064,0.010636,0.500000,0.000050,0.000100
A10005,1,0,0,1,0,1,0,1,0,0.008647,0.050000,0,0.000865,0.008647,0.500000,0.000050,0.000100
A11001,1,0,0,1,0,1,0,1,0,0.005268,0.050000,0,0.000527,0.005268,0.500000,0.000050,0.000100
A24001,1,0,0,1,0,1,0,1,0,0.004874,0.050000,0,0.000487,0.004874,0.500000,0.000050,0.000100
A24003,1,0,0,1,0,1,0,1,0,0.010052,0.050000,0,0.001005,0.010052,0.500000,0.000050,0.000100
A24005,1,0,0,1,0,1,0,1,0,0.006756,0.050000,0,0.000676,0.006756,0.500000,0.000050,0.000100
A24009,1,0,0,1,0,1,0,1,0,0.006186,0.050000,0,0.000619,0.006186,0.500000,0.000050,0.000100
A24011,1,0,0,1,0,1,0,1,0,0.010225,0.050000,0,0.001022,0.010225,0.500000,0.000050,0.000100
A24013,1,0,0,1,0,1,0,1,0,0.006485,0.050000,0,0.000648,0.006485,0.500000,0.000050,0.000100
A24015,1,0,0,1,0,1,0,1,0,0.006307,0.050000,0,0.000631,0.006307,0.500000,0.000050,0.000100
A24017,1,0,0,1,0,1,0,1,0,0.006474,0.050000,0,0.000647,0.006474,0.500000,0.000050,0.000100
A24019,1,0,0,1,0,1,0,1,0,0.009077,0.050000,0,0.000908,0.009077,0.500000,0.000050,0.000100
A24021,1,0,0,1,0,1,0,1,0,0.006222,0.050000,0,0.000622,0.006222,0.500000,0.000050,0.000100
A24023,1,0,0,1,0,1,0,1,0,0.011647,0.050000,0,0.001165,0.011647,0.500000,0.000050,0.000100
