TABLE->,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-PROPS#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5,QUAL-INPUT#5
A37135,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37145,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37157,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37171,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37181,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A37189,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42011,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42013,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42021,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42025,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42029,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42033,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42037,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42041,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42043,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42047,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42055,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42057,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42061,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42063,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42065,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42067,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42069,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42075,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42079,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42081,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42083,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42087,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42093,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42097,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42099,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42105,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42107,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42109,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42111,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42113,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42115,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42117,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42119,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42127,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42131,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A42133,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A47091,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A47163,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51003,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51007,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51011,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51013,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51017,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51019,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51021,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51025,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51029,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51031,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51033,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51036,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51037,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51041,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51043,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51045,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51047,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51049,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51051,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51053,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51057,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51059,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51061,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51063,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51065,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51067,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51069,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51073,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51075,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51079,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51081,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51083,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51085,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51087,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51089,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51091,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51093,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51095,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51097,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51099,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51101,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51103,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51105,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51107,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51109,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51111,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51113,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51115,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51117,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51119,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51121,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51125,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51127,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51131,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51133,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51135,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51137,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51139,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51141,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51143,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51145,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51147,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51149,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51153,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51155,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51157,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51159,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51161,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51163,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51165,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51167,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51171,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51173,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51175,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51177,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51179,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51181,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51183,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51187,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51191,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51193,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51195,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51197,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51199,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51510,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51515,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51520,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51530,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51540,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51550,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51570,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51580,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51590,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51595,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51600,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51610,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51620,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51630,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51640,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51650,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51660,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51670,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51678,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51680,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51683,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51685,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51690,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51700,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51710,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51720,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51730,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51735,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51740,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51750,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51760,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51770,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51775,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51790,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51800,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51810,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51820,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51830,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A51840,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54003,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54031,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54037,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54057,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54063,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54065,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
A54093,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B24001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B24021,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B37005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B37009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42041,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42043,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42055,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42079,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42081,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42119,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B42131,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51003,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51017,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51019,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51061,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51067,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51077,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51079,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51091,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51105,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51113,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51125,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51139,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51141,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51157,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51161,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51163,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51165,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51167,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51169,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51171,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51173,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51185,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51187,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51191,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51195,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B51197,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B54023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B54031,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B54057,1,0,1,0,0.01,0.5,0.01,0.1,0.64
B54071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
C42009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
C51015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
C51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
C51165,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F10005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F11001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24003,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24013,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24017,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24019,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24021,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24025,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24029,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24031,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24033,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24037,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24039,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24041,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24043,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24045,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F24510,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F36003,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F36007,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F36015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F36025,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F36101,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42011,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42013,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42021,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42027,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42033,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42035,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42041,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42043,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42055,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42061,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42069,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42075,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42079,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42081,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42087,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42097,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42107,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42115,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42117,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42119,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F42133,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51001,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51003,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51005,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51009,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51011,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51013,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51015,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51017,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51019,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51023,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51033,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51041,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51043,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51045,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51053,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51057,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51059,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51061,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51069,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51071,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51079,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51085,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51087,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51091,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51095,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51099,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51101,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51107,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51113,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51121,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51125,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51131,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51137,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51139,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51145,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51147,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51149,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51153,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51157,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51159,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51161,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51163,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51165,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51171,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51177,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51179,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51181,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51187,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51193,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51199,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51510,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51530,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51540,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51550,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51580,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51630,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51650,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51660,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51670,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51700,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51710,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51730,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51735,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51740,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51760,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51790,1,0,1,0,0.01,0.5,0.01,0.1,0.64
F51800,1,0,1,0,0.01,0.5,0.01,0.1,0.64
