rseg,lseg,landuse_type,shortName,Acres
EL0_5040_0000,A24045,npa,ConPlan,0
EL0_5040_0000,A24045,pas,ConPlan,44.690853
EL2_5110_5270,A24045,alf,ConPlan,2.4598751
EL2_5110_5270,A24045,hom,ConPlan,42.833084
EL2_5110_5270,A24045,hwm,ConPlan,603.58551
EL2_5110_5270,A24045,hyo,ConPlan,52.844921
EL2_5110_5270,A24045,hyw,ConPlan,12.357649
EL2_5110_5270,A24045,lwm,ConPlan,195.03485
EL2_5110_5270,A24045,nal,ConPlan,0
EL2_5110_5270,A24045,nhi,ConPlan,0
EL2_5110_5270,A24045,nho,ConPlan,0
EL2_5110_5270,A24045,nhy,ConPlan,0
EL2_5110_5270,A24045,nlo,ConPlan,0
EL2_5110_5270,A24045,npa,ConPlan,0
EL2_5110_5270,A24045,pas,ConPlan,39.09285
EL2_5110_5270,A24047,alf,ConPlan,1.2615677
EL2_5110_5270,A24047,hom,ConPlan,8.3916321
EL2_5110_5270,A24047,hwm,ConPlan,82.004364
EL2_5110_5270,A24047,hyo,ConPlan,25.718281
EL2_5110_5270,A24047,hyw,ConPlan,7.0066242
EL2_5110_5270,A24047,lwm,ConPlan,246.01328
EL2_5110_5270,A24047,nal,ConPlan,0
EL2_5110_5270,A24047,nhi,ConPlan,0
EL2_5110_5270,A24047,nho,ConPlan,0
EL2_5110_5270,A24047,nhy,ConPlan,0
EL2_5110_5270,A24047,nlo,ConPlan,0
EL2_5110_5270,A24047,npa,ConPlan,0
EL2_5110_5270,A24047,pas,ConPlan,14.807013
EL1_5150_0001,A24019,alf,ConPlan,2.5036743
EL1_5150_0001,A24019,hom,ConPlan,45.928303
EL1_5150_0001,A24019,hwm,ConPlan,311.84903
EL1_5150_0001,A24019,hyo,ConPlan,57.78088
EL1_5150_0001,A24019,hyw,ConPlan,21.102852
EL1_5150_0001,A24019,lwm,ConPlan,455.65952
EL1_5150_0001,A24019,nal,ConPlan,0
EL1_5150_0001,A24019,nhi,ConPlan,0
EL1_5150_0001,A24019,nho,ConPlan,0
EL1_5150_0001,A24019,nhy,ConPlan,0
EL1_5150_0001,A24019,nlo,ConPlan,0
EL1_5150_0001,A24019,npa,ConPlan,0
EL1_5150_0001,A24019,pas,ConPlan,14.78349
EL0_5151_0000,A24019,alf,ConPlan,11.386856
EL0_5151_0000,A24019,hom,ConPlan,208.88461
EL0_5151_0000,A24019,hwm,ConPlan,1418.3071
EL0_5151_0000,A24019,hyo,ConPlan,262.7908
EL0_5151_0000,A24019,hyw,ConPlan,95.976997
EL0_5151_0000,A24019,lwm,ConPlan,2072.3665
EL0_5151_0000,A24019,nal,ConPlan,0
EL0_5151_0000,A24019,nhi,ConPlan,0
EL0_5151_0000,A24019,nho,ConPlan,0
EL0_5151_0000,A24019,nhy,ConPlan,0
EL0_5151_0000,A24019,nlo,ConPlan,0
EL0_5151_0000,A24019,npa,ConPlan,0
EL0_5151_0000,A24019,pas,ConPlan,67.236168
EL0_5151_0000,F24019,alf,ConPlan,2.8239959E-3
EL0_5151_0000,F24019,hom,ConPlan,5.1804405E-2
EL0_5151_0000,F24019,hwm,ConPlan,0.3518247
EL0_5151_0000,F24019,hyo,ConPlan,6.5173402E-2
EL0_5151_0000,F24019,hyw,ConPlan,2.3802765E-2
EL0_5151_0000,F24019,lwm,ConPlan,0.51395255
EL0_5151_0000,F24019,nal,ConPlan,0
EL0_5151_0000,F24019,nhi,ConPlan,0
EL0_5151_0000,F24019,nho,ConPlan,0
EL0_5151_0000,F24019,nhy,ConPlan,0
EL0_5151_0000,F24019,nlo,ConPlan,0
EL0_5151_0000,F24019,npa,ConPlan,0
EL0_5151_0000,F24019,pas,ConPlan,0.0166749
EL2_5270_0001,A24045,alf,ConPlan,7.2798204
EL2_5270_0001,A24045,hom,ConPlan,126.76139
EL2_5270_0001,A24045,hwm,ConPlan,1786.2672
EL2_5270_0001,A24045,hyo,ConPlan,156.39069
EL2_5270_0001,A24045,hyw,ConPlan,36.57156
EL2_5270_0001,A24045,lwm,ConPlan,577.19153
EL2_5270_0001,A24045,nal,ConPlan,0
EL2_5270_0001,A24045,nhi,ConPlan,0
EL2_5270_0001,A24045,nho,ConPlan,0
EL2_5270_0001,A24045,nhy,ConPlan,0
EL2_5270_0001,A24045,nlo,ConPlan,0
EL2_5270_0001,A24045,npa,ConPlan,0
EL2_5270_0001,A24045,pas,ConPlan,115.69244
EL2_5270_0001,A24047,alf,ConPlan,9.7605314
EL2_5270_0001,A24047,hom,ConPlan,64.924606
EL2_5270_0001,A24047,hwm,ConPlan,634.4538
EL2_5270_0001,A24047,hyo,ConPlan,198.97791
EL2_5270_0001,A24047,hyw,ConPlan,54.209038
EL2_5270_0001,A24047,lwm,ConPlan,1903.3615
EL2_5270_0001,A24047,nal,ConPlan,0
EL2_5270_0001,A24047,nhi,ConPlan,0
EL2_5270_0001,A24047,nho,ConPlan,0
EL2_5270_0001,A24047,nhy,ConPlan,0
EL2_5270_0001,A24047,nlo,ConPlan,0
EL2_5270_0001,A24047,npa,ConPlan,0
EL2_5270_0001,A24047,pas,ConPlan,114.5593
EL0_5271_0000,A24047,alf,ConPlan,4.431046
EL0_5271_0000,A24047,hom,ConPlan,29.474209
EL0_5271_0000,A24047,hwm,ConPlan,288.02667
EL0_5271_0000,A24047,hyo,ConPlan,90.331169
EL0_5271_0000,A24047,hyw,ConPlan,24.6096
EL0_5271_0000,A24047,lwm,ConPlan,864.08032
EL0_5271_0000,A24047,nal,ConPlan,0
EL0_5271_0000,A24047,nhi,ConPlan,0
EL0_5271_0000,A24047,nho,ConPlan,0
EL0_5271_0000,A24047,nhy,ConPlan,0
EL0_5271_0000,A24047,nlo,ConPlan,0
EL0_5271_0000,A24047,npa,ConPlan,0
EL0_5271_0000,A24047,pas,ConPlan,52.007164
EL0_5280_0000,A24019,alf,ConPlan,5.2403278
EL0_5280_0000,A24019,hom,ConPlan,96.130478
EL0_5280_0000,A24019,hwm,ConPlan,652.71692
EL0_5280_0000,A24019,hyo,ConPlan,120.93855
EL0_5280_0000,A24019,hyw,ConPlan,44.169434
EL0_5280_0000,A24019,lwm,ConPlan,953.72064
EL0_5280_0000,A24019,nal,ConPlan,0
EL0_5280_0000,A24019,nhi,ConPlan,0
EL0_5280_0000,A24019,nho,ConPlan,0
EL0_5280_0000,A24019,nhy,ConPlan,0
EL0_5280_0000,A24019,nlo,ConPlan,0
EL0_5280_0000,A24019,npa,ConPlan,0
EL0_5280_0000,A24019,pas,ConPlan,30.942657
EL0_5280_0000,F24019,alf,ConPlan,0.41371542
EL0_5280_0000,F24019,hom,ConPlan,7.5893455
EL0_5280_0000,F24019,hwm,ConPlan,51.530907
EL0_5280_0000,F24019,hyo,ConPlan,9.547904
EL0_5280_0000,F24019,hyw,ConPlan,3.4871051
EL0_5280_0000,F24019,lwm,ConPlan,75.294685
EL0_5280_0000,F24019,nal,ConPlan,0
EL0_5280_0000,F24019,nhi,ConPlan,0
EL0_5280_0000,F24019,nho,ConPlan,0
EL0_5280_0000,F24019,nhy,ConPlan,0
EL0_5280_0000,F24019,nlo,ConPlan,0
EL0_5280_0000,F24019,npa,ConPlan,0
EL0_5280_0000,F24019,pas,ConPlan,2.442873
EL0_5281_0000,A24019,alf,ConPlan,9.3897864E-2
EL0_5281_0000,A24019,hom,ConPlan,1.7224965
EL0_5281_0000,A24019,hwm,ConPlan,11.695477
EL0_5281_0000,A24019,hyo,ConPlan,2.1670158
EL0_5281_0000,A24019,hyw,ConPlan,0.79144192
EL0_5281_0000,A24019,lwm,ConPlan,17.089149
EL0_5281_0000,A24019,nal,ConPlan,0
EL0_5281_0000,A24019,nhi,ConPlan,0
EL0_5281_0000,A24019,nho,ConPlan,0
EL0_5281_0000,A24019,nhy,ConPlan,0
EL0_5281_0000,A24019,nlo,ConPlan,0
EL0_5281_0000,A24019,npa,ConPlan,0
EL0_5281_0000,A24019,pas,ConPlan,0.55444038
EL0_5283_0000,A24019,alf,ConPlan,2.9046817E-2
EL0_5283_0000,A24019,hom,ConPlan,0.53284532
EL0_5283_0000,A24019,hwm,ConPlan,3.6179335
EL0_5283_0000,A24019,hyo,ConPlan,0.67035502
EL0_5283_0000,A24019,hyw,ConPlan,0.24482846
EL0_5283_0000,A24019,lwm,ConPlan,5.286499
EL0_5283_0000,A24019,nal,ConPlan,0
EL0_5283_0000,A24019,nhi,ConPlan,0
EL0_5283_0000,A24019,nho,ConPlan,0
EL0_5283_0000,A24019,nhy,ConPlan,0
EL0_5283_0000,A24019,nlo,ConPlan,0
EL0_5283_0000,A24019,npa,ConPlan,0
EL0_5283_0000,A24019,pas,ConPlan,0.17151326
EL0_5283_0000,F24019,alf,ConPlan,0
EL0_5283_0000,F24019,hom,ConPlan,0
EL0_5283_0000,F24019,hwm,ConPlan,0
EL0_5283_0000,F24019,hyo,ConPlan,0
EL0_5283_0000,F24019,hyw,ConPlan,0
EL0_5283_0000,F24019,lwm,ConPlan,0
EL0_5283_0000,F24019,nal,ConPlan,0
EL0_5283_0000,F24019,nhi,ConPlan,0
EL0_5283_0000,F24019,nho,ConPlan,0
EL0_5283_0000,F24019,nhy,ConPlan,0
EL0_5283_0000,F24019,nlo,ConPlan,0
EL0_5283_0000,F24019,npa,ConPlan,0
EL0_5283_0000,F24019,pas,ConPlan,0
EL0_5400_0001,A24045,alf,ConPlan,3.4208479
EL0_5400_0001,A24045,hom,ConPlan,59.566223
EL0_5400_0001,A24045,hwm,ConPlan,839.38184
EL0_5400_0001,A24045,hyo,ConPlan,73.489281
EL0_5400_0001,A24045,hyw,ConPlan,17.185278
EL0_5400_0001,A24045,lwm,ConPlan,271.22708
EL0_5400_0001,A24045,nal,ConPlan,0
EL0_5400_0001,A24045,nhi,ConPlan,0
EL0_5400_0001,A24045,nho,ConPlan,0
EL0_5400_0001,A24045,nhy,ConPlan,0
EL0_5400_0001,A24045,nlo,ConPlan,0
EL0_5400_0001,A24045,npa,ConPlan,0
EL0_5400_0001,A24045,pas,ConPlan,54.36483
EL1_5430_0001,A24045,alf,ConPlan,2.1365409
EL1_5430_0001,A24045,hom,ConPlan,37.202965
EL1_5430_0001,A24045,hwm,ConPlan,524.24823
EL1_5430_0001,A24045,hyo,ConPlan,45.898811
EL1_5430_0001,A24045,hyw,ConPlan,10.733319
EL1_5430_0001,A24045,lwm,ConPlan,169.39894
EL1_5430_0001,A24045,nal,ConPlan,0
EL1_5430_0001,A24045,nhi,ConPlan,0
EL1_5430_0001,A24045,nho,ConPlan,0
EL1_5430_0001,A24045,nhy,ConPlan,0
EL1_5430_0001,A24045,nlo,ConPlan,0
EL1_5430_0001,A24045,npa,ConPlan,0
EL1_5430_0001,A24045,pas,ConPlan,33.954361
EL1_5430_0001,A24047,alf,ConPlan,0.37075728
EL1_5430_0001,A24047,hom,ConPlan,2.4661846
EL1_5430_0001,A24047,hwm,ConPlan,24.099899
EL1_5430_0001,A24047,hyo,ConPlan,7.5582476
EL1_5430_0001,A24047,hyw,ConPlan,2.05915
EL1_5430_0001,A24047,lwm,ConPlan,72.299881
EL1_5430_0001,A24047,nal,ConPlan,0
EL1_5430_0001,A24047,nhi,ConPlan,0
EL1_5430_0001,A24047,nho,ConPlan,0
EL1_5430_0001,A24047,nhy,ConPlan,0
EL1_5430_0001,A24047,nlo,ConPlan,0
EL1_5430_0001,A24047,npa,ConPlan,0
EL1_5430_0001,A24047,pas,ConPlan,4.3515763
EL1_5570_0001,A24039,alf,ConPlan,3.4783599
EL1_5570_0001,A24039,hom,ConPlan,24.358644
EL1_5570_0001,A24039,hwm,ConPlan,140.96339
EL1_5570_0001,A24039,hyo,ConPlan,45.236298
EL1_5570_0001,A24039,hyw,ConPlan,14.265369
EL1_5570_0001,A24039,lwm,ConPlan,317.71741
EL1_5570_0001,A24039,nal,ConPlan,0
EL1_5570_0001,A24039,nhi,ConPlan,0
EL1_5570_0001,A24039,nho,ConPlan,0
EL1_5570_0001,A24039,nhy,ConPlan,0
EL1_5570_0001,A24039,nlo,ConPlan,0
EL1_5570_0001,A24039,npa,ConPlan,0
EL1_5570_0001,A24039,pas,ConPlan,21.409748
EL1_5570_0001,A24045,alf,ConPlan,0.36300641
EL1_5570_0001,A24045,hom,ConPlan,6.3209243
EL1_5570_0001,A24045,hwm,ConPlan,89.071709
EL1_5570_0001,A24045,hyo,ConPlan,7.7983818
EL1_5570_0001,A24045,hyw,ConPlan,1.8236315
EL1_5570_0001,A24045,lwm,ConPlan,28.781525
EL1_5570_0001,A24045,nal,ConPlan,0
EL1_5570_0001,A24045,nhi,ConPlan,0
EL1_5570_0001,A24045,nho,ConPlan,0
EL1_5570_0001,A24045,nhy,ConPlan,0
EL1_5570_0001,A24045,nlo,ConPlan,0
EL1_5570_0001,A24045,npa,ConPlan,0
EL1_5570_0001,A24045,pas,ConPlan,5.7689738
EL1_5570_0001,A24047,alf,ConPlan,2.3722653
EL1_5570_0001,A24047,hom,ConPlan,15.779716
EL1_5570_0001,A24047,hwm,ConPlan,154.202
EL1_5570_0001,A24047,hyo,ConPlan,48.360935
EL1_5570_0001,A24047,hyw,ConPlan,13.175332
EL1_5570_0001,A24047,lwm,ConPlan,462.60587
EL1_5570_0001,A24047,nal,ConPlan,0
EL1_5570_0001,A24047,nhi,ConPlan,0
EL1_5570_0001,A24047,nho,ConPlan,0
EL1_5570_0001,A24047,nhy,ConPlan,0
EL1_5570_0001,A24047,nlo,ConPlan,0
EL1_5570_0001,A24047,npa,ConPlan,0
EL1_5570_0001,A24047,pas,ConPlan,27.843266
EL1_5660_0000,A24047,alf,ConPlan,2.9488645
EL1_5660_0000,A24047,hom,ConPlan,19.615108
EL1_5660_0000,A24047,hwm,ConPlan,191.68202
EL1_5660_0000,A24047,hyo,ConPlan,60.115463
EL1_5660_0000,A24047,hyw,ConPlan,16.377707
EL1_5660_0000,A24047,lwm,ConPlan,575.04602
EL1_5660_0000,A24047,nal,ConPlan,0
EL1_5660_0000,A24047,nhi,ConPlan,0
EL1_5660_0000,A24047,nho,ConPlan,0
EL1_5660_0000,A24047,nhy,ConPlan,0
EL1_5660_0000,A24047,nlo,ConPlan,0
EL1_5660_0000,A24047,npa,ConPlan,0
EL1_5660_0000,A24047,pas,ConPlan,34.610806
EL0_5760_0000,A24045,alf,ConPlan,5.2660418
EL0_5760_0000,A24045,hom,ConPlan,91.696053
EL0_5760_0000,A24045,hwm,ConPlan,1292.1415
EL0_5760_0000,A24045,hyo,ConPlan,113.12916
EL0_5760_0000,A24045,hyw,ConPlan,26.45496
EL0_5760_0000,A24045,lwm,ConPlan,417.52606
EL0_5760_0000,A24045,nal,ConPlan,0
EL0_5760_0000,A24045,nhi,ConPlan,0
EL0_5760_0000,A24045,nho,ConPlan,0
EL0_5760_0000,A24045,nhy,ConPlan,0
EL0_5760_0000,A24045,nlo,ConPlan,0
EL0_5760_0000,A24045,npa,ConPlan,0
EL0_5760_0000,A24045,pas,ConPlan,83.689049
EL0_5760_0000,F24045,alf,ConPlan,0
EL0_5760_0000,F24045,hom,ConPlan,0
EL0_5760_0000,F24045,hwm,ConPlan,0
EL0_5760_0000,F24045,hyo,ConPlan,0
EL0_5760_0000,F24045,hyw,ConPlan,0
EL0_5760_0000,F24045,lwm,ConPlan,0
EL0_5760_0000,F24045,nal,ConPlan,0
EL0_5760_0000,F24045,nhi,ConPlan,0
EL0_5760_0000,F24045,nho,ConPlan,0
EL0_5760_0000,F24045,nhy,ConPlan,0
EL0_5760_0000,F24045,nlo,ConPlan,0
EL0_5760_0000,F24045,npa,ConPlan,0
EL0_5760_0000,F24045,pas,ConPlan,0
EL0_5761_0000,A24039,alf,ConPlan,1.2183374
EL0_5761_0000,A24039,hom,ConPlan,8.5319071
EL0_5761_0000,A24039,hwm,ConPlan,49.37413
EL0_5761_0000,A24039,hyo,ConPlan,15.844558
EL0_5761_0000,A24039,hyw,ConPlan,4.9966168
EL0_5761_0000,A24039,lwm,ConPlan,111.28432
EL0_5761_0000,A24039,nal,ConPlan,0
EL0_5761_0000,A24039,nhi,ConPlan,0
EL0_5761_0000,A24039,nho,ConPlan,0
EL0_5761_0000,A24039,nhy,ConPlan,0
EL0_5761_0000,A24039,nlo,ConPlan,0
EL0_5761_0000,A24039,npa,ConPlan,0
EL0_5761_0000,A24039,pas,ConPlan,7.4990215
EL0_5761_0000,A24045,alf,ConPlan,3.1167254
EL0_5761_0000,A24045,hom,ConPlan,54.27063
EL0_5761_0000,A24045,hwm,ConPlan,764.75861
EL0_5761_0000,A24045,hyo,ConPlan,66.955887
EL0_5761_0000,A24045,hyw,ConPlan,15.657463
EL0_5761_0000,A24045,lwm,ConPlan,247.11421
EL0_5761_0000,A24045,nal,ConPlan,0
EL0_5761_0000,A24045,nhi,ConPlan,0
EL0_5761_0000,A24045,nho,ConPlan,0
EL0_5761_0000,A24045,nhy,ConPlan,0
EL0_5761_0000,A24045,nlo,ConPlan,0
EL0_5761_0000,A24045,npa,ConPlan,0
EL0_5761_0000,A24045,pas,ConPlan,49.531662
EL0_5762_0000,A24039,alf,ConPlan,3.860405
EL0_5762_0000,A24039,hom,ConPlan,27.034069
EL0_5762_0000,A24039,hwm,ConPlan,156.44588
EL0_5762_0000,A24039,hyo,ConPlan,50.204815
EL0_5762_0000,A24039,hyw,ConPlan,15.832204
EL0_5762_0000,A24039,lwm,ConPlan,352.61395
EL0_5762_0000,A24039,nal,ConPlan,0
EL0_5762_0000,A24039,nhi,ConPlan,0
EL0_5762_0000,A24039,nho,ConPlan,0
EL0_5762_0000,A24039,nhy,ConPlan,0
EL0_5762_0000,A24039,nlo,ConPlan,0
EL0_5762_0000,A24039,npa,ConPlan,0
EL0_5762_0000,A24039,pas,ConPlan,23.761284
EL0_5762_0000,A24045,alf,ConPlan,1.5477964
EL0_5762_0000,A24045,hom,ConPlan,26.951326
EL0_5762_0000,A24045,hwm,ConPlan,379.78644
EL0_5762_0000,A24045,hyo,ConPlan,33.250946
