rseg,lseg,landuse_type,shortName,Acres
EL2_4590_0001,A24011,alf,ConPlan,20.574036
EL2_4590_0001,A24011,hom,ConPlan,111.55094
EL2_4590_0001,A24011,hwm,ConPlan,997.48376
EL2_4590_0001,A24011,hyo,ConPlan,115.3778
EL2_4590_0001,A24011,hyw,ConPlan,48.803707
EL2_4590_0001,A24011,lwm,ConPlan,822.76007
EL2_4590_0001,A24011,nal,ConPlan,0
EL2_4590_0001,A24011,nhi,ConPlan,0
EL2_4590_0001,A24011,nho,ConPlan,0
EL2_4590_0001,A24011,nhy,ConPlan,0
EL2_4590_0001,A24011,nlo,ConPlan,0
EL2_4590_0001,A24011,npa,ConPlan,0
EL2_4590_0001,A24011,pas,ConPlan,51.330067
EL0_4591_0000,A24011,alf,ConPlan,16.241688
EL0_4591_0000,A24011,hom,ConPlan,88.061256
EL0_4591_0000,A24011,hwm,ConPlan,787.44006
EL0_4591_0000,A24011,hyo,ConPlan,91.082283
EL0_4591_0000,A24011,hyw,ConPlan,38.526936
EL0_4591_0000,A24011,lwm,ConPlan,649.50836
EL0_4591_0000,A24011,nal,ConPlan,0
EL0_4591_0000,A24011,nhi,ConPlan,0
EL0_4591_0000,A24011,nho,ConPlan,0
EL0_4591_0000,A24011,nhy,ConPlan,0
EL0_4591_0000,A24011,nlo,ConPlan,0
EL0_4591_0000,A24011,npa,ConPlan,0
EL0_4591_0000,A24011,pas,ConPlan,40.521309
EL0_4591_0000,A24019,alf,ConPlan,9.5691099
EL0_4591_0000,A24019,hom,ConPlan,175.53923
EL0_4591_0000,A24019,hwm,ConPlan,1191.895
EL0_4591_0000,A24019,hyo,ConPlan,220.84006
EL0_4591_0000,A24019,hyw,ConPlan,80.65567
EL0_4591_0000,A24019,lwm,ConPlan,1741.5432
EL0_4591_0000,A24019,nal,ConPlan,0
EL0_4591_0000,A24019,nhi,ConPlan,0
EL0_4591_0000,A24019,nho,ConPlan,0
EL0_4591_0000,A24019,nhy,ConPlan,0
EL0_4591_0000,A24019,nlo,ConPlan,0
EL0_4591_0000,A24019,npa,ConPlan,0
EL0_4591_0000,A24019,pas,ConPlan,56.502895
EL0_4592_0000,A24019,alf,ConPlan,1.971351
EL0_4592_0000,A24019,hom,ConPlan,36.163177
EL0_4592_0000,A24019,hwm,ConPlan,245.5446
EL0_4592_0000,A24019,hyo,ConPlan,45.495693
EL0_4592_0000,A24019,hyw,ConPlan,16.61603
EL0_4592_0000,A24019,lwm,ConPlan,358.77866
EL0_4592_0000,A24019,nal,ConPlan,0
EL0_4592_0000,A24019,nhi,ConPlan,0
EL0_4592_0000,A24019,nho,ConPlan,0
EL0_4592_0000,A24019,nhy,ConPlan,0
EL0_4592_0000,A24019,nlo,ConPlan,0
EL0_4592_0000,A24019,npa,ConPlan,0
EL0_4592_0000,A24019,pas,ConPlan,11.640271
EL0_4593_0000,A24019,alf,ConPlan,1.2391291
EL0_4593_0000,A24019,hom,ConPlan,22.731033
EL0_4593_0000,A24019,hwm,ConPlan,154.34149
EL0_4593_0000,A24019,hyo,ConPlan,28.597157
EL0_4593_0000,A24019,hyw,ConPlan,10.444313
EL0_4593_0000,A24019,lwm,ConPlan,225.51707
EL0_4593_0000,A24019,nal,ConPlan,0
EL0_4593_0000,A24019,nhi,ConPlan,0
EL0_4593_0000,A24019,nho,ConPlan,0
EL0_4593_0000,A24019,nhy,ConPlan,0
EL0_4593_0000,A24019,nlo,ConPlan,0
EL0_4593_0000,A24019,npa,ConPlan,0
EL0_4593_0000,A24019,pas,ConPlan,7.3167076
EL0_4593_0000,A24045,alf,ConPlan,0.47702825
EL0_4593_0000,A24045,hom,ConPlan,8.3063536
EL0_4593_0000,A24045,hwm,ConPlan,117.04954
EL0_4593_0000,A24045,hyo,ConPlan,10.247887
EL0_4593_0000,A24045,hyw,ConPlan,2.3964419
EL0_4593_0000,A24045,lwm,ConPlan,37.821976
EL0_4593_0000,A24045,nal,ConPlan,0
EL0_4593_0000,A24045,nhi,ConPlan,0
EL0_4593_0000,A24045,nho,ConPlan,0
EL0_4593_0000,A24045,nhy,ConPlan,0
EL0_4593_0000,A24045,nlo,ConPlan,0
EL0_4593_0000,A24045,npa,ConPlan,0
EL0_4593_0000,A24045,pas,ConPlan,7.5810332
EL0_4594_0000,A24045,alf,ConPlan,3.2543778
EL0_4594_0000,A24045,hom,ConPlan,56.66753
EL0_4594_0000,A24045,hwm,ConPlan,798.53455
EL0_4594_0000,A24045,hyo,ConPlan,69.91304
EL0_4594_0000,A24045,hyw,ConPlan,16.348984
EL0_4594_0000,A24045,lwm,ConPlan,258.02826
EL0_4594_0000,A24045,nal,ConPlan,0
EL0_4594_0000,A24045,nhi,ConPlan,0
EL0_4594_0000,A24045,nho,ConPlan,0
EL0_4594_0000,A24045,nhy,ConPlan,0
EL0_4594_0000,A24045,nlo,ConPlan,0
EL0_4594_0000,A24045,npa,ConPlan,0
EL0_4594_0000,A24045,pas,ConPlan,51.719257
EL0_4595_0000,A24045,alf,ConPlan,2.4658306
EL0_4595_0000,A24045,hom,ConPlan,42.936787
EL0_4595_0000,A24045,hwm,ConPlan,605.04681
EL0_4595_0000,A24045,hyo,ConPlan,52.972866
EL0_4595_0000,A24045,hyw,ConPlan,12.387568
EL0_4595_0000,A24045,lwm,ConPlan,195.50717
EL0_4595_0000,A24045,nal,ConPlan,0
EL0_4595_0000,A24045,nhi,ConPlan,0
EL0_4595_0000,A24045,nho,ConPlan,0
EL0_4595_0000,A24045,nhy,ConPlan,0
EL0_4595_0000,A24045,nlo,ConPlan,0
EL0_4595_0000,A24045,npa,ConPlan,0
EL0_4595_0000,A24045,pas,ConPlan,39.1875
EL0_4596_0000,A24045,alf,ConPlan,0.6461879
EL0_4596_0000,A24045,hom,ConPlan,11.251881
EL0_4596_0000,A24045,hwm,ConPlan,158.55664
EL0_4596_0000,A24045,hyo,ConPlan,13.881904
EL0_4596_0000,A24045,hyw,ConPlan,3.2462475
EL0_4596_0000,A24045,lwm,ConPlan,51.234039
EL0_4596_0000,A24045,nal,ConPlan,0
EL0_4596_0000,A24045,nhi,ConPlan,0
EL0_4596_0000,A24045,nho,ConPlan,0
EL0_4596_0000,A24045,nhy,ConPlan,0
EL0_4596_0000,A24045,nlo,ConPlan,0
EL0_4596_0000,A24045,npa,ConPlan,0
EL0_4596_0000,A24045,pas,ConPlan,10.269354
EL2_4630_0000,A24011,alf,ConPlan,0.47418392
EL2_4630_0000,A24011,hom,ConPlan,2.570991
EL2_4630_0000,A24011,hwm,ConPlan,22.989653
EL2_4630_0000,A24011,hyo,ConPlan,2.6591911
EL2_4630_0000,A24011,hyw,ConPlan,1.1248126
EL2_4630_0000,A24011,lwm,ConPlan,18.962748
EL2_4630_0000,A24011,nal,ConPlan,0
EL2_4630_0000,A24011,nhi,ConPlan,0
EL2_4630_0000,A24011,nho,ConPlan,0
EL2_4630_0000,A24011,nhy,ConPlan,0
EL2_4630_0000,A24011,nlo,ConPlan,0
EL2_4630_0000,A24011,npa,ConPlan,0
EL2_4630_0000,A24011,pas,ConPlan,1.1830392
EL2_4630_0000,A24019,alf,ConPlan,0.47533908
EL2_4630_0000,A24019,hom,ConPlan,8.7197924
EL2_4630_0000,A24019,hwm,ConPlan,59.2066
EL2_4630_0000,A24019,hyo,ConPlan,10.970081
EL2_4630_0000,A24019,hyw,ConPlan,4.0065155
EL2_4630_0000,A24019,lwm,ConPlan,86.509987
EL2_4630_0000,A24019,nal,ConPlan,0
EL2_4630_0000,A24019,nhi,ConPlan,0
EL2_4630_0000,A24019,nho,ConPlan,0
EL2_4630_0000,A24019,nhy,ConPlan,0
EL2_4630_0000,A24019,nlo,ConPlan,0
EL2_4630_0000,A24019,npa,ConPlan,0
EL2_4630_0000,A24019,pas,ConPlan,2.8067429
EL2_4630_0000,A24045,alf,ConPlan,2.5743773E-2
EL2_4630_0000,A24045,hom,ConPlan,0.4482688
EL2_4630_0000,A24045,hwm,ConPlan,6.3167777
EL2_4630_0000,A24045,hyo,ConPlan,0.55304748
EL2_4630_0000,A24045,hyw,ConPlan,0.12932873
EL2_4630_0000,A24045,lwm,ConPlan,2.041204
EL2_4630_0000,A24045,nal,ConPlan,0
EL2_4630_0000,A24045,nhi,ConPlan,0
EL2_4630_0000,A24045,nho,ConPlan,0
EL2_4630_0000,A24045,nhy,ConPlan,0
EL2_4630_0000,A24045,nlo,ConPlan,0
EL2_4630_0000,A24045,npa,ConPlan,0
EL2_4630_0000,A24045,pas,ConPlan,0.40912545
EL0_4633_0000,A24045,alf,ConPlan,0.32122082
EL0_4633_0000,A24045,hom,ConPlan,5.5933242
EL0_4633_0000,A24045,hwm,ConPlan,78.818771
EL0_4633_0000,A24045,hyo,ConPlan,6.9007115
EL0_4633_0000,A24045,hyw,ConPlan,1.6137137
EL0_4633_0000,A24045,lwm,ConPlan,25.468493
EL0_4633_0000,A24045,nal,ConPlan,0
EL0_4633_0000,A24045,nhi,ConPlan,0
EL0_4633_0000,A24045,nho,ConPlan,0
EL0_4633_0000,A24045,nhy,ConPlan,0
EL0_4633_0000,A24045,nlo,ConPlan,0
EL0_4633_0000,A24045,npa,ConPlan,0
EL0_4633_0000,A24045,pas,ConPlan,5.1049089
EL0_5040_0000,A24045,alf,ConPlan,2.8121231
EL0_5040_0000,A24045,hom,ConPlan,48.966675
EL0_5040_0000,A24045,hwm,ConPlan,690.01746
EL0_5040_0000,A24045,hyo,ConPlan,60.412182
EL0_5040_0000,A24045,hyw,ConPlan,14.127234
EL0_5040_0000,A24045,lwm,ConPlan,222.96338
EL0_5040_0000,A24045,nal,ConPlan,0
EL0_5040_0000,A24045,nhi,ConPlan,0
EL0_5040_0000,A24045,nho,ConPlan,0
EL0_5040_0000,A24045,nhy,ConPlan,0
EL0_5040_0000,A24045,nlo,ConPlan,0
