seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24031,1984,   1,   1.5178,   0.1644,   0.0722,   0.5117,   0.0562,   0.0138,   0.0127,   0.0043
A24031,1984,   2,   4.3482,   0.2546,   0.1388,   0.6008,   0.0501,   0.0394,   0.0365,   0.0123
A24031,1984,   3,   5.7789,   0.4765,   0.2512,   0.7574,   0.0953,   0.0524,   0.0485,   0.0164
A24031,1984,   4,   4.2525,   0.3272,   0.2667,   0.9495,   0.1603,   0.0771,   0.0713,   0.0241
A24031,1984,   5,   5.2317,   0.5008,   0.4230,   1.1557,   0.1529,   0.0948,   0.0877,   0.0296
A24031,1984,   6,   1.5325,   0.1934,   0.1613,   1.2566,   0.1947,   0.0278,   0.0257,   0.0087
A24031,1984,   7,   4.0510,   0.3966,   0.1991,   1.1718,   0.2201,   0.0367,   0.0340,   0.0115
A24031,1984,   8,   5.4206,   0.5554,   0.2332,   1.1997,   0.1961,   0.0491,   0.0455,   0.0154
A24031,1984,   9,   1.8922,   0.1545,   0.1091,   1.2331,   0.1400,   0.0172,   0.0159,   0.0054
A24031,1984,  10,   3.1486,   0.2093,   0.1279,   0.9585,   0.1184,   0.0285,   0.0264,   0.0089
A24031,1984,  11,   3.6137,   0.2080,   0.1120,   0.4914,   0.0810,   0.0328,   0.0303,   0.0102
A24031,1984,  12,   1.5954,   0.1186,   0.0568,   0.5044,   0.0446,   0.0145,   0.0134,   0.0045
A24031,1985,   1,   1.9613,   0.1760,   0.0947,   0.5021,   0.0559,   0.0178,   0.0164,   0.0056
A24031,1985,   2,   3.3466,   0.1543,   0.0525,   0.5895,   0.0498,   0.0303,   0.0281,   0.0095
A24031,1985,   3,   2.2681,   0.2364,   0.1402,   0.7432,   0.0948,   0.0206,   0.0190,   0.0064
A24031,1985,   4,   0.4799,   0.0614,   0.0574,   0.9317,   0.1594,   0.0087,   0.0080,   0.0027
A24031,1985,   5,   5.1141,   0.4804,   0.3542,   1.1341,   0.1521,   0.0927,   0.0858,   0.0290
A24031,1985,   6,   2.1134,   0.2732,   0.1948,   1.2331,   0.1936,   0.0383,   0.0354,   0.0120
A24031,1985,   7,   4.8067,   0.5650,   0.2758,   1.1498,   0.2189,   0.0436,   0.0403,   0.0136
A24031,1985,   8,   2.3234,   0.2851,   0.1363,   1.1772,   0.1950,   0.0211,   0.0195,   0.0066
A24031,1985,   9,   4.1019,   0.1986,   0.0880,   1.2100,   0.1392,   0.0372,   0.0344,   0.0116
A24031,1985,  10,   3.5199,   0.2260,   0.1251,   0.9406,   0.1177,   0.0319,   0.0295,   0.0100
A24031,1985,  11,   5.3355,   0.2607,   0.1335,   0.4821,   0.0806,   0.0484,   0.0447,   0.0151
A24031,1985,  12,   1.2221,   0.1013,   0.0463,   0.4950,   0.0444,   0.0111,   0.0102,   0.0035
A24031,1986,   1,   2.0700,   0.1486,   0.0687,   0.4925,   0.0556,   0.0188,   0.0174,   0.0059
A24031,1986,   2,   3.7446,   0.4266,   0.2519,   0.5783,   0.0495,   0.0339,   0.0314,   0.0106
A24031,1986,   3,   1.1511,   0.1426,   0.1004,   0.7290,   0.0943,   0.0104,   0.0097,   0.0033
A24031,1986,   4,   3.4032,   0.4732,   0.3982,   0.9139,   0.1585,   0.0617,   0.0571,   0.0193
A24031,1986,   5,   1.8240,   0.2081,   0.1730,   1.1124,   0.1512,   0.0331,   0.0306,   0.0103
A24031,1986,   6,   1.3679,   0.1911,   0.1638,   1.2095,   0.1925,   0.0248,   0.0229,   0.0077
A24031,1986,   7,   2.7000,   0.3993,   0.2191,   1.1278,   0.2177,   0.0245,   0.0226,   0.0076
A24031,1986,   8,   4.2747,   0.5082,   0.2489,   1.1547,   0.1939,   0.0387,   0.0358,   0.0121
A24031,1986,   9,   1.0025,   0.0763,   0.0436,   1.1869,   0.1384,   0.0091,   0.0084,   0.0028
A24031,1986,  10,   2.1661,   0.1873,   0.1149,   0.9226,   0.1171,   0.0196,   0.0182,   0.0061
A24031,1986,  11,   5.6549,   0.3735,   0.1888,   0.4729,   0.0801,   0.0513,   0.0474,   0.0160
A24031,1986,  12,   5.5157,   0.3110,   0.1187,   0.4855,   0.0441,   0.0500,   0.0462,   0.0156
A24031,1987,   1,   4.1259,   0.2780,   0.1154,   0.4829,   0.0552,   0.0374,   0.0346,   0.0117
A24031,1987,   2,   1.7400,   0.0988,   0.0345,   0.5670,   0.0492,   0.0158,   0.0146,   0.0049
A24031,1987,   3,   1.7731,   0.1653,   0.1079,   0.7148,   0.0937,   0.0161,   0.0149,   0.0050
A24031,1987,   4,   3.6703,   0.2934,   0.2276,   0.8961,   0.1576,   0.0665,   0.0615,   0.0208
A24031,1987,   5,   2.8824,   0.3949,   0.2881,   1.0907,   0.1503,   0.0523,   0.0483,   0.0163
A24031,1987,   6,   3.9105,   0.4712,   0.4187,   1.1859,   0.1914,   0.0709,   0.0656,   0.0222
A24031,1987,   7,   2.2151,   0.2502,   0.1439,   1.1058,   0.2164,   0.0201,   0.0186,   0.0063
A24031,1987,   8,   1.5583,   0.2250,   0.1307,   1.1322,   0.1928,   0.0141,   0.0131,   0.0044
