seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42131,1984,  46.9043,   4.3693,   2.1783,   7.6326,   0.9127,   0.5710,   0.5282,   0.1784
B42131,1985,  46.6772,   4.0723,   1.9562,   7.4850,   0.9061,   0.5358,   0.4956,   0.1674
B42131,1986,  47.2531,   4.5324,   2.1238,   7.3374,   0.8996,   0.5461,   0.5051,   0.1707
B42131,1987,  43.9310,   4.0684,   1.9534,   7.1898,   0.8930,   0.5052,   0.4673,   0.1579
B42131,1988,  39.2159,   3.5291,   1.6057,   7.0422,   0.8865,   0.4370,   0.4042,   0.1365
B42131,1989,  48.9081,   4.0733,   2.1208,   6.8946,   0.8799,   0.6090,   0.5634,   0.1903
B42131,1990,  53.7064,   4.3797,   2.3813,   6.7470,   0.8734,   0.6065,   0.5610,   0.1895
B42131,1991,  39.1372,   3.4027,   1.7278,   6.5995,   0.8668,   0.4341,   0.4016,   0.1357
B42131,1992,  41.5161,   3.4230,   1.7688,   6.4519,   0.8603,   0.4682,   0.4331,   0.1463
B42131,1993,  51.0557,   4.0382,   1.8955,   6.3043,   0.8537,   0.5944,   0.5498,   0.1858
B42131,1994,  54.0373,   4.1267,   2.3285,   6.1567,   0.8471,   0.6114,   0.5655,   0.1910
B42131,1995,  37.4016,   2.7155,   1.5423,   6.0091,   0.8406,   0.4075,   0.3769,   0.1273
B42131,1996,  60.1999,   4.4883,   2.5910,   5.8615,   0.8340,   0.6917,   0.6398,   0.2162
B42131,1997,  36.6375,   2.9854,   1.4799,   5.7140,   0.8275,   0.4107,   0.3799,   0.1284
B42131,1998,  40.9866,   2.9449,   1.6859,   5.5664,   0.8209,   0.5002,   0.4627,   0.1563
B42131,1999,  41.7847,   2.9195,   1.5345,   5.4188,   0.8144,   0.4559,   0.4217,   0.1425
B42131,2000,  47.3525,   3.6017,   1.9724,   5.2712,   0.8078,   0.5703,   0.5276,   0.1782
B42131,2001,  41.1833,   3.0767,   1.8700,   5.1236,   0.8013,   0.4697,   0.4345,   0.1468
B42131,2002,  48.3900,   2.9745,   1.8743,   4.9760,   0.7947,   0.5682,   0.5256,   0.1776
B42131,2003,  56.6058,   3.1864,   2.2207,   4.8285,   0.7882,   0.6511,   0.6023,   0.2035
B42131,2004,  53.7516,   3.0462,   2.1636,   4.6809,   0.7816,   0.6154,   0.5693,   0.1923
B42131,2005,  47.7072,   2.1813,   1.5218,   4.5333,   0.7751,   0.5186,   0.4797,   0.1621
