seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B24021,1984,   1,   1.6921,   0.1988,   0.0790,   0.4725,   0.0391,   0.0153,   0.0142,   0.0048
B24021,1984,   2,   6.9412,   0.3074,   0.1414,   0.5246,   0.0410,   0.0629,   0.0582,   0.0197
B24021,1984,   3,   5.6686,   0.5121,   0.2257,   0.6098,   0.1220,   0.0514,   0.0475,   0.0161
B24021,1984,   4,   4.4254,   0.3518,   0.2330,   0.7604,   0.2301,   0.0802,   0.0742,   0.0251
B24021,1984,   5,   5.5245,   0.5684,   0.4073,   0.8895,   0.2075,   0.1002,   0.0926,   0.0313
B24021,1984,   6,   2.8141,   0.3171,   0.2196,   0.9679,   0.2958,   0.0510,   0.0472,   0.0159
B24021,1984,   7,   5.6579,   0.5811,   0.2762,   0.8844,   0.3069,   0.0513,   0.0474,   0.0160
B24021,1984,   8,   7.2667,   0.7185,   0.2597,   0.8563,   0.2403,   0.0659,   0.0609,   0.0206
B24021,1984,   9,   1.6711,   0.1530,   0.0848,   0.9775,   0.1686,   0.0151,   0.0140,   0.0047
B24021,1984,  10,   3.2990,   0.2846,   0.1639,   0.7484,   0.1440,   0.0299,   0.0277,   0.0093
B24021,1984,  11,   3.5812,   0.1933,   0.0909,   0.4341,   0.0915,   0.0325,   0.0300,   0.0101
B24021,1984,  12,   1.8348,   0.1577,   0.0671,   0.4614,   0.0352,   0.0166,   0.0154,   0.0052
B24021,1985,   1,   1.7716,   0.1810,   0.0860,   0.4645,   0.0392,   0.0161,   0.0149,   0.0050
B24021,1985,   2,   3.3927,   0.1794,   0.0575,   0.5156,   0.0411,   0.0308,   0.0284,   0.0096
B24021,1985,   3,   3.0108,   0.2526,   0.1259,   0.5995,   0.1222,   0.0273,   0.0252,   0.0085
B24021,1985,   4,   0.5880,   0.0705,   0.0594,   0.7475,   0.2304,   0.0107,   0.0099,   0.0033
B24021,1985,   5,   5.3524,   0.5015,   0.3071,   0.8743,   0.2077,   0.0970,   0.0898,   0.0303
B24021,1985,   6,   2.4235,   0.3138,   0.1775,   0.9514,   0.2962,   0.0439,   0.0406,   0.0137
B24021,1985,   7,   4.4620,   0.4488,   0.1804,   0.8693,   0.3073,   0.0404,   0.0374,   0.0126
B24021,1985,   8,   3.9575,   0.4356,   0.1625,   0.8417,   0.2406,   0.0359,   0.0332,   0.0112
B24021,1985,   9,   2.1039,   0.1492,   0.0579,   0.9608,   0.1688,   0.0191,   0.0176,   0.0060
B24021,1985,  10,   3.5671,   0.2304,   0.1039,   0.7357,   0.1441,   0.0323,   0.0299,   0.0101
B24021,1985,  11,   7.4161,   0.3382,   0.1457,   0.4267,   0.0916,   0.0672,   0.0622,   0.0210
B24021,1985,  12,   1.7403,   0.1341,   0.0438,   0.4535,   0.0352,   0.0158,   0.0146,   0.0049
B24021,1986,   1,   1.4338,   0.1119,   0.0473,   0.4564,   0.0392,   0.0130,   0.0120,   0.0041
B24021,1986,   2,   4.1371,   0.4474,   0.2233,   0.5067,   0.0411,   0.0375,   0.0347,   0.0117
B24021,1986,   3,   2.4220,   0.2674,   0.1450,   0.5891,   0.1223,   0.0220,   0.0203,   0.0069
B24021,1986,   4,   3.0148,   0.3154,   0.2631,   0.7345,   0.2307,   0.0547,   0.0506,   0.0171
B24021,1986,   5,   2.5784,   0.2810,   0.1753,   0.8592,   0.2080,   0.0467,   0.0432,   0.0146
