seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51019,1984,   1,   1.5443,   0.1040,   0.0470,   0.4581,   0.0195,   0.0140,   0.0129,   0.0044
A51019,1984,   2,   5.0249,   0.1246,   0.0883,   0.4703,   0.0240,   0.0455,   0.0421,   0.0142
A51019,1984,   3,   5.2258,   0.3647,   0.2077,   0.4871,   0.0617,   0.0474,   0.0438,   0.0148
A51019,1984,   4,   4.6296,   0.3221,   0.2057,   0.6199,   0.0685,   0.0839,   0.0776,   0.0262
A51019,1984,   5,   5.0980,   0.3234,   0.2458,   0.5836,   0.0732,   0.0924,   0.0855,   0.0289
A51019,1984,   6,   1.4439,   0.1441,   0.0943,   0.5069,   0.0817,   0.0262,   0.0242,   0.0082
A51019,1984,   7,   6.4122,   0.4106,   0.1745,   0.5856,   0.0910,   0.0581,   0.0538,   0.0182
A51019,1984,   8,   8.7804,   0.5144,   0.2216,   0.5248,   0.0720,   0.0796,   0.0736,   0.0249
A51019,1984,   9,   1.2500,   0.0486,   0.0220,   0.6177,   0.0551,   0.0113,   0.0105,   0.0035
A51019,1984,  10,   2.9918,   0.1222,   0.0640,   0.6038,   0.0321,   0.0271,   0.0251,   0.0085
A51019,1984,  11,   3.3832,   0.1433,   0.0653,   0.4188,   0.0339,   0.0307,   0.0284,   0.0096
A51019,1984,  12,   1.6731,   0.0853,   0.0389,   0.4285,   0.0134,   0.0152,   0.0140,   0.0047
A51019,1985,   1,   2.5914,   0.1340,   0.0525,   0.4525,   0.0195,   0.0235,   0.0217,   0.0073
A51019,1985,   2,   3.5461,   0.1163,   0.0450,   0.4646,   0.0241,   0.0321,   0.0297,   0.0100
A51019,1985,   3,   1.6713,   0.1405,   0.0582,   0.4811,   0.0617,   0.0151,   0.0140,   0.0047
A51019,1985,   4,   1.4771,   0.1234,   0.0910,   0.6123,   0.0685,   0.0268,   0.0248,   0.0084
A51019,1985,   5,   6.3912,   0.5224,   0.2997,   0.5765,   0.0733,   0.1159,   0.1072,   0.0362
A51019,1985,   6,   1.3957,   0.1342,   0.0790,   0.5007,   0.0818,   0.0253,   0.0234,   0.0079
A51019,1985,   7,   5.3952,   0.4489,   0.1646,   0.5784,   0.0911,   0.0489,   0.0452,   0.0153
A51019,1985,   8,   8.1399,   0.5508,   0.2005,   0.5184,   0.0720,   0.0738,   0.0683,   0.0231
A51019,1985,   9,   0.6838,   0.0575,   0.0293,   0.6101,   0.0551,   0.0062,   0.0057,   0.0019
A51019,1985,  10,   3.4986,   0.1907,   0.0752,   0.5965,   0.0321,   0.0317,   0.0293,   0.0099
A51019,1985,  11,  12.1986,   0.2539,   0.0998,   0.4137,   0.0340,   0.1106,   0.1023,   0.0346
A51019,1985,  12,   1.0770,   0.0631,   0.0232,   0.4233,   0.0134,   0.0098,   0.0090,   0.0031
A51019,1986,   1,   1.3188,   0.0987,   0.0464,   0.4469,   0.0195,   0.0120,   0.0111,   0.0037
A51019,1986,   2,   3.2034,   0.2878,   0.1374,   0.4588,   0.0241,   0.0290,   0.0269,   0.0091
A51019,1986,   3,   1.5628,   0.1165,   0.0648,   0.4752,   0.0617,   0.0142,   0.0131,   0.0044
A51019,1986,   4,   1.5413,   0.2387,   0.2315,   0.6048,   0.0686,   0.0279,   0.0258,   0.0087
A51019,1986,   5,   3.4606,   0.3153,   0.1887,   0.5693,   0.0734,   0.0627,   0.0580,   0.0196
A51019,1986,   6,   0.5428,   0.0641,   0.0402,   0.4945,   0.0819,   0.0098,   0.0091,   0.0031
A51019,1986,   7,   3.1931,   0.3406,   0.1591,   0.5712,   0.0911,   0.0289,   0.0268,   0.0090
A51019,1986,   8,   4.9847,   0.4423,   0.1626,   0.5119,   0.0721,   0.0452,   0.0418,   0.0141
A51019,1986,   9,   3.4862,   0.1927,   0.0790,   0.6026,   0.0552,   0.0316,   0.0292,   0.0099
A51019,1986,  10,   2.3954,   0.1451,   0.0612,   0.5891,   0.0322,   0.0217,   0.0201,   0.0068
A51019,1986,  11,   3.9908,   0.2599,   0.0998,   0.4085,   0.0340,   0.0362,   0.0335,   0.0113
A51019,1986,  12,   5.9599,   0.2352,   0.0672,   0.4180,   0.0134,   0.0540,   0.0500,   0.0169
A51019,1987,   1,   4.6329,   0.2131,   0.0728,   0.4413,   0.0195,   0.0420,   0.0388,   0.0131
A51019,1987,   2,   2.9372,   0.1182,   0.0474,   0.4531,   0.0241,   0.0266,   0.0246,   0.0083
A51019,1987,   3,   5.2984,   0.3483,   0.1757,   0.4692,   0.0618,   0.0480,   0.0444,   0.0150
A51019,1987,   4,  11.9164,   0.4277,   0.2625,   0.5972,   0.0686,   0.2160,   0.1998,   0.0675
A51019,1987,   5,   2.3663,   0.3006,   0.1913,   0.5622,   0.0734,   0.0429,   0.0397,   0.0134
A51019,1987,   6,   2.1894,   0.2105,   0.1219,   0.4883,   0.0819,   0.0397,   0.0367,   0.0124
A51019,1987,   7,   3.8266,   0.2940,   0.1166,   0.5641,   0.0912,   0.0347,   0.0321,   0.0108
