seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A37135,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   3,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   5,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   6,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   7,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,   9,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  10,   0.7027,   0.0316,   0.0166,   0.0156,   0.0011,   0.0064,   0.0059,   0.0020
A37135,1984,   1,  11,   1.3226,   0.0280,   0.0089,   0.0156,   0.0011,   0.0120,   0.0111,   0.0037
A37135,1984,   1,  12,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  13,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  14,   0.1593,   0.0037,   0.0008,   0.0156,   0.0011,   0.0014,   0.0013,   0.0005
A37135,1984,   1,  15,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  16,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  17,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  18,   0.3294,   0.0189,   0.0073,   0.0156,   0.0011,   0.0030,   0.0028,   0.0009
A37135,1984,   1,  19,   0.9260,   0.0274,   0.0058,   0.0156,   0.0011,   0.0084,   0.0078,   0.0026
A37135,1984,   1,  20,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
A37135,1984,   1,  21,   0.0000,   0.0000,   0.0000,   0.0156,   0.0011,   0.0000,   0.0000,   0.0000
