seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51019,1984,  46.4915,   2.6531,   1.4176,   5.9909,   0.7242,   0.5234,   0.4841,   0.1636
B51019,1985,  45.0200,   2.5202,   1.1363,   5.9201,   0.7255,   0.4885,   0.4519,   0.1527
B51019,1986,  32.6117,   2.4809,   1.2124,   5.8492,   0.7268,   0.3403,   0.3148,   0.1063
B51019,1987,  49.8021,   2.4985,   1.2226,   5.7783,   0.7281,   0.5927,   0.5483,   0.1852
B51019,1988,  32.2993,   2.2361,   1.1059,   5.7074,   0.7295,   0.3804,   0.3518,   0.1189
B51019,1989,  55.4268,   3.3492,   2.0010,   5.6365,   0.7308,   0.6789,   0.6279,   0.2121
B51019,1990,  53.9654,   2.6658,   1.7421,   5.5656,   0.7321,   0.6068,   0.5613,   0.1896
B51019,1991,  37.1649,   2.1947,   1.1548,   5.4948,   0.7334,   0.4083,   0.3777,   0.1276
B51019,1992,  43.9341,   2.3857,   1.2896,   5.4239,   0.7348,   0.5225,   0.4833,   0.1633
B51019,1993,  45.1898,   2.7203,   1.5850,   5.3530,   0.7361,   0.5097,   0.4715,   0.1593
B51019,1994,  43.8760,   2.4854,   1.6147,   5.2821,   0.7374,   0.4706,   0.4353,   0.1471
B51019,1995,  49.5948,   2.7363,   1.6863,   5.2112,   0.7387,   0.6165,   0.5703,   0.1927
B51019,1996,  54.5595,   3.0144,   1.7661,   5.1404,   0.7401,   0.6027,   0.5575,   0.1883
B51019,1997,  37.2063,   2.4115,   1.3467,   5.0695,   0.7414,   0.4200,   0.3885,   0.1313
B51019,1998,  46.4012,   2.6047,   1.5580,   4.9986,   0.7427,   0.5496,   0.5083,   0.1717
B51019,1999,  38.9099,   1.9540,   1.1366,   4.9277,   0.7440,   0.4041,   0.3738,   0.1263
B51019,2000,  41.0237,   2.3869,   1.4122,   4.8569,   0.7454,   0.4888,   0.4521,   0.1527
B51019,2001,  32.3407,   1.9804,   1.2337,   4.7860,   0.7467,   0.3887,   0.3595,   0.1215
B51019,2002,  38.4510,   1.8457,   1.1541,   4.7151,   0.7480,   0.4126,   0.3816,   0.1289
B51019,2003,  63.7990,   2.8757,   2.0707,   4.6442,   0.7493,   0.7787,   0.7203,   0.2433
B51019,2004,  44.9438,   1.8733,   1.2846,   4.5733,   0.7507,   0.5197,   0.4807,   0.1624
B51019,2005,  40.4405,   1.6508,   1.2011,   4.5025,   0.7520,   0.4326,   0.4002,   0.1352
