seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51685,1984,  45.3232,   3.2951,   2.6547,  10.4213,   1.0629,   0.5085,   0.4703,   0.1589
A51685,1985,  34.4643,   2.5704,   2.0077,  10.2288,   1.0593,   0.3781,   0.3498,   0.1182
A51685,1986,  33.2936,   3.0744,   2.4164,  10.0363,   1.0557,   0.3551,   0.3285,   0.1110
A51685,1987,  40.8469,   3.1152,   2.5467,   9.8438,   1.0520,   0.4750,   0.4394,   0.1484
A51685,1988,  37.6076,   2.9720,   2.4517,   9.6513,   1.0484,   0.4451,   0.4118,   0.1391
A51685,1989,  45.7289,   3.3915,   3.7813,   9.4588,   1.0448,   0.5779,   0.5345,   0.1806
A51685,1990,  47.9328,   3.0428,   3.1577,   9.2663,   1.0412,   0.5384,   0.4980,   0.1682
A51685,1991,  35.5721,   2.6803,   2.6269,   9.0738,   1.0375,   0.4022,   0.3720,   0.1257
A51685,1992,  44.9186,   2.8473,   2.6539,   8.8813,   1.0339,   0.4958,   0.4586,   0.1549
A51685,1993,  47.0321,   3.2974,   3.2157,   8.6888,   1.0303,   0.5226,   0.4834,   0.1633
A51685,1994,  44.8954,   3.1279,   3.2231,   8.4963,   1.0266,   0.4935,   0.4565,   0.1542
A51685,1995,  39.8761,   2.6517,   2.7227,   8.3038,   1.0230,   0.4582,   0.4238,   0.1432
A51685,1996,  59.8558,   3.9388,   3.7254,   8.1113,   1.0194,   0.6771,   0.6264,   0.2116
A51685,1997,  37.1474,   2.6005,   2.3972,   7.9188,   1.0157,   0.4057,   0.3753,   0.1268
A51685,1998,  40.1802,   2.6352,   2.4852,   7.7263,   1.0121,   0.4927,   0.4557,   0.1540
A51685,1999,  43.2153,   2.4811,   2.3932,   7.5338,   1.0085,   0.4548,   0.4207,   0.1421
A51685,2000,  36.2207,   2.1043,   2.0889,   7.3413,   1.0048,   0.4352,   0.4026,   0.1360
A51685,2001,  38.5627,   2.3057,   2.8617,   7.1488,   1.0012,   0.4627,   0.4280,   0.1446
A51685,2002,  38.8056,   2.1334,   2.5067,   6.9563,   0.9976,   0.4586,   0.4242,   0.1433
A51685,2003,  64.6770,   2.8378,   3.8702,   6.7638,   0.9939,   0.7598,   0.7029,   0.2375
A51685,2004,  41.8117,   2.1736,   2.8375,   6.5713,   0.9903,   0.4921,   0.4552,   0.1538
A51685,2005,  45.7260,   2.0419,   2.4928,   6.3788,   0.9867,   0.5228,   0.4836,   0.1634
