seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51165,1984,  38.0353,   2.6333,   1.3451,   6.5168,   2.8964,   0.4236,   0.3918,   0.1324
B51165,1985,  44.3226,   3.0537,   1.4377,   6.3912,   2.8866,   0.4904,   0.4536,   0.1533
B51165,1986,  27.4236,   2.7582,   1.3657,   6.2656,   2.8768,   0.3139,   0.2904,   0.0981
B51165,1987,  36.5470,   2.8757,   1.4330,   6.1400,   2.8669,   0.4360,   0.4033,   0.1363
B51165,1988,  25.8084,   2.2274,   1.1437,   6.0144,   2.8571,   0.3166,   0.2929,   0.0989
B51165,1989,  41.1443,   2.8106,   1.7161,   5.8888,   2.8473,   0.4860,   0.4496,   0.1519
B51165,1990,  35.4401,   2.1252,   1.3790,   5.7632,   2.8375,   0.4029,   0.3727,   0.1259
B51165,1991,  31.6975,   2.0818,   1.2015,   5.6376,   2.8277,   0.3452,   0.3193,   0.1079
B51165,1992,  31.3826,   2.1050,   1.2759,   5.5120,   2.8179,   0.3716,   0.3437,   0.1161
B51165,1993,  36.7311,   2.5970,   1.5507,   5.3864,   2.8081,   0.4127,   0.3818,   0.1290
B51165,1994,  36.4649,   2.1881,   1.3951,   5.2608,   2.7983,   0.4021,   0.3720,   0.1257
B51165,1995,  37.7931,   2.5203,   1.6024,   5.1352,   2.7885,   0.4550,   0.4209,   0.1422
B51165,1996,  58.5550,   3.7073,   2.0175,   5.0096,   2.7787,   0.6583,   0.6089,   0.2057
B51165,1997,  34.0317,   2.1696,   1.3009,   4.8840,   2.7689,   0.3712,   0.3434,   0.1160
B51165,1998,  36.6319,   2.2068,   1.3613,   4.7584,   2.7591,   0.4538,   0.4198,   0.1418
B51165,1999,  30.6881,   1.6473,   0.9969,   4.6328,   2.7493,   0.3191,   0.2952,   0.0997
B51165,2000,  33.4495,   1.8226,   1.1428,   4.5072,   2.7395,   0.4040,   0.3737,   0.1262
B51165,2001,  29.5135,   1.7836,   1.2309,   4.3816,   2.7297,   0.3555,   0.3289,   0.1111
B51165,2002,  38.9906,   2.1340,   1.5063,   4.2560,   2.7199,   0.4538,   0.4198,   0.1418
B51165,2003,  54.9765,   2.4156,   1.7972,   4.1304,   2.7101,   0.6476,   0.5991,   0.2024
B51165,2004,  39.8781,   1.7917,   1.4959,   4.0048,   2.7003,   0.4701,   0.4348,   0.1469
B51165,2005,  32.3065,   1.5168,   1.4005,   3.8792,   2.6904,   0.3625,   0.3353,   0.1133
