seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24017,1984,  43.0517,   2.9137,   1.4485,   9.9802,   0.7983,   0.4907,   0.4539,   0.1533
A24017,1985,  42.2387,   2.9495,   1.3404,   9.8066,   0.7967,   0.4449,   0.4116,   0.1390
A24017,1986,  37.0859,   3.0243,   1.4389,   9.6331,   0.7951,   0.3879,   0.3588,   0.1212
A24017,1987,  41.1226,   3.1297,   1.5289,   9.4596,   0.7935,   0.4772,   0.4414,   0.1491
A24017,1988,  36.4984,   2.6303,   1.3164,   9.2861,   0.7919,   0.4074,   0.3769,   0.1273
A24017,1989,  51.6292,   3.6435,   2.2559,   9.1126,   0.7903,   0.6256,   0.5786,   0.1955
A24017,1990,  45.5877,   2.9179,   1.7839,   8.9391,   0.7887,   0.5489,   0.5077,   0.1715
A24017,1991,  32.7195,   2.2375,   1.2466,   8.7656,   0.7870,   0.3480,   0.3219,   0.1087
A24017,1992,  43.4623,   2.7271,   1.4826,   8.5921,   0.7854,   0.4702,   0.4350,   0.1469
A24017,1993,  46.3712,   3.3446,   1.9957,   8.4186,   0.7838,   0.5261,   0.4866,   0.1644
A24017,1994,  48.2756,   3.0418,   1.7948,   8.2451,   0.7822,   0.5046,   0.4667,   0.1577
A24017,1995,  40.5374,   2.3798,   1.5633,   8.0715,   0.7806,   0.4596,   0.4252,   0.1436
A24017,1996,  54.2203,   3.5007,   2.0096,   7.8981,   0.7790,   0.6051,   0.5597,   0.1891
A24017,1997,  37.8333,   2.5260,   1.4343,   7.7245,   0.7774,   0.4203,   0.3888,   0.1313
A24017,1998,  42.0721,   2.6378,   1.4500,   7.5510,   0.7758,   0.5045,   0.4666,   0.1577
A24017,1999,  41.8511,   2.1753,   1.2327,   7.3775,   0.7742,   0.4270,   0.3950,   0.1334
A24017,2000,  47.1727,   2.4238,   1.3502,   7.2040,   0.7726,   0.5498,   0.5086,   0.1718
A24017,2001,  38.7030,   2.3362,   1.7000,   7.0305,   0.7709,   0.4604,   0.4259,   0.1439
A24017,2002,  38.0367,   2.0030,   1.3944,   6.8570,   0.7693,   0.4270,   0.3950,   0.1334
A24017,2003,  61.9755,   2.7151,   2.1189,   6.6835,   0.7677,   0.7149,   0.6613,   0.2234
A24017,2004,  44.6023,   2.2757,   1.7658,   6.5100,   0.7661,   0.5269,   0.4873,   0.1646
A24017,2005,  44.9317,   1.9907,   1.4578,   6.3365,   0.7645,   0.5158,   0.4771,   0.1612
