seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51790,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   3,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   5,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   6,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   7,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,   9,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,  10,   0.1326,   0.0078,   0.0044,   0.0101,   0.0021,   0.0012,   0.0011,   0.0004
A51790,1984,   1,  11,   0.4347,   0.0259,   0.0098,   0.0101,   0.0021,   0.0039,   0.0036,   0.0012
A51790,1984,   1,  12,   0.0000,   0.0000,   0.0000,   0.0101,   0.0021,   0.0000,   0.0000,   0.0000
A51790,1984,   1,  13,   0.0682,   0.0009,   0.0001,   0.0101,   0.0021,   0.0006,   0.0006,   0.0002
A51790,1984,   1,  14,   0.0421,   0.0017,   0.0007,   0.0101,   0.0021,   0.0004,   0.0004,   0.0001
A51790,1984,   1,  15,   0.0089,   0.0003,   0.0001,   0.0101,   0.0021,   0.0001,   0.0001,   0.0000
A51790,1984,   1,  16,   0.0253,   0.0014,   0.0005,   0.0101,   0.0021,   0.0002,   0.0002,   0.0001
A51790,1984,   1,  17,   0.0292,   0.0019,   0.0009,   0.0101,   0.0021,   0.0003,   0.0002,   0.0001
