seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51187,1984,  44.8911,   2.8635,   1.3694,   7.8087,   1.1948,   0.4946,   0.4575,   0.1546
B51187,1985,  38.9652,   2.6397,   1.1654,   7.6700,   1.1957,   0.4206,   0.3891,   0.1315
B51187,1986,  32.3503,   3.0932,   1.4407,   7.5313,   1.1965,   0.3492,   0.3230,   0.1091
B51187,1987,  39.7565,   2.9481,   1.4015,   7.3926,   1.1973,   0.4781,   0.4423,   0.1494
B51187,1988,  32.4042,   2.5962,   1.2917,   7.2539,   1.1982,   0.3983,   0.3685,   0.1245
B51187,1989,  41.1073,   2.7507,   1.9401,   7.1152,   1.1990,   0.5148,   0.4762,   0.1609
B51187,1990,  45.3041,   2.3924,   1.6484,   6.9765,   1.1998,   0.5024,   0.4647,   0.1570
B51187,1991,  30.5368,   1.8332,   1.1534,   6.8378,   1.2007,   0.3359,   0.3107,   0.1050
B51187,1992,  44.8417,   2.1470,   1.3599,   6.6991,   1.2015,   0.5128,   0.4744,   0.1603
B51187,1993,  44.6804,   2.5769,   1.6892,   6.5604,   1.2023,   0.5058,   0.4679,   0.1581
B51187,1994,  46.8196,   2.7440,   1.8712,   6.4216,   1.2031,   0.5126,   0.4741,   0.1602
B51187,1995,  42.5277,   2.6595,   1.6385,   6.2829,   1.2040,   0.5008,   0.4633,   0.1565
B51187,1996,  61.1028,   3.7020,   2.0421,   6.1442,   1.2048,   0.6823,   0.6311,   0.2132
B51187,1997,  37.6489,   2.2454,   1.3749,   6.0055,   1.2056,   0.4171,   0.3858,   0.1303
B51187,1998,  41.2175,   2.2401,   1.5522,   5.8668,   1.2065,   0.5079,   0.4698,   0.1587
B51187,1999,  40.4955,   2.0627,   1.3390,   5.7281,   1.2073,   0.4210,   0.3894,   0.1316
B51187,2000,  41.7335,   2.1834,   1.4078,   5.5894,   1.2081,   0.4925,   0.4555,   0.1539
B51187,2001,  34.7847,   2.0206,   1.5166,   5.4507,   1.2090,   0.4105,   0.3797,   0.1283
B51187,2002,  40.4007,   2.2806,   1.7900,   5.3120,   1.2098,   0.4823,   0.4461,   0.1507
B51187,2003,  60.6787,   2.4436,   1.9993,   5.1733,   1.2106,   0.7068,   0.6538,   0.2209
B51187,2004,  47.0041,   1.8986,   1.6803,   5.0345,   1.2115,   0.5641,   0.5218,   0.1763
B51187,2005,  40.7633,   1.7223,   1.4723,   4.8958,   1.2123,   0.4569,   0.4226,   0.1428
