seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51101,1984,   2,   2,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,   3,   0.0675,   0.0030,   0.0013,   0.0213,   0.0016,   0.0006,   0.0006,   0.0002
A51101,1984,   2,   4,   0.3954,   0.0254,   0.0148,   0.0213,   0.0016,   0.0036,   0.0033,   0.0011
A51101,1984,   2,   5,   0.2628,   0.0183,   0.0089,   0.0213,   0.0016,   0.0024,   0.0022,   0.0007
A51101,1984,   2,   6,   0.0869,   0.0065,   0.0041,   0.0213,   0.0016,   0.0008,   0.0007,   0.0002
A51101,1984,   2,   7,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,   8,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,   9,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  10,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  11,   0.1795,   0.0102,   0.0074,   0.0213,   0.0016,   0.0016,   0.0015,   0.0005
A51101,1984,   2,  12,   0.2244,   0.0126,   0.0101,   0.0213,   0.0016,   0.0020,   0.0019,   0.0006
A51101,1984,   2,  13,   0.0352,   0.0016,   0.0014,   0.0213,   0.0016,   0.0003,   0.0003,   0.0001
A51101,1984,   2,  14,   0.9412,   0.0200,   0.0037,   0.0213,   0.0016,   0.0085,   0.0079,   0.0027
A51101,1984,   2,  15,   0.3543,   0.0101,   0.0055,   0.0213,   0.0016,   0.0032,   0.0030,   0.0010
A51101,1984,   2,  16,   0.0014,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  17,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  18,   0.0274,   0.0013,   0.0007,   0.0213,   0.0016,   0.0002,   0.0002,   0.0001
A51101,1984,   2,  19,   0.0026,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  20,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  21,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  22,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  23,   0.5556,   0.0346,   0.0159,   0.0213,   0.0016,   0.0050,   0.0047,   0.0016
A51101,1984,   2,  24,   0.0182,   0.0010,   0.0003,   0.0213,   0.0016,   0.0002,   0.0002,   0.0001
A51101,1984,   2,  25,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  26,   0.0000,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   2,  27,   0.1995,   0.0099,   0.0039,   0.0213,   0.0016,   0.0018,   0.0017,   0.0006
A51101,1984,   2,  28,   0.2310,   0.0120,   0.0043,   0.0213,   0.0016,   0.0021,   0.0019,   0.0007
A51101,1984,   2,  29,   0.0001,   0.0000,   0.0000,   0.0213,   0.0016,   0.0000,   0.0000,   0.0000
A51101,1984,   3,   1,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,   2,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,   3,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,   4,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,   5,   0.6240,   0.0535,   0.0250,   0.0250,   0.0038,   0.0057,   0.0052,   0.0018
A51101,1984,   3,   6,   0.9317,   0.0548,   0.0285,   0.0250,   0.0038,   0.0084,   0.0078,   0.0026
A51101,1984,   3,   7,   0.0463,   0.0024,   0.0011,   0.0250,   0.0038,   0.0004,   0.0004,   0.0001
A51101,1984,   3,   8,   0.1232,   0.0075,   0.0030,   0.0250,   0.0038,   0.0011,   0.0010,   0.0003
A51101,1984,   3,   9,   0.0958,   0.0059,   0.0029,   0.0250,   0.0038,   0.0009,   0.0008,   0.0003
A51101,1984,   3,  10,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  11,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  12,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  13,   1.4148,   0.1436,   0.0442,   0.0250,   0.0038,   0.0128,   0.0119,   0.0040
A51101,1984,   3,  14,   0.0114,   0.0007,   0.0003,   0.0250,   0.0038,   0.0001,   0.0001,   0.0000
A51101,1984,   3,  15,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  16,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  17,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  18,   0.0062,   0.0002,   0.0001,   0.0250,   0.0038,   0.0001,   0.0001,   0.0000
A51101,1984,   3,  19,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  20,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  21,   0.4929,   0.0352,   0.0182,   0.0250,   0.0038,   0.0045,   0.0041,   0.0014
A51101,1984,   3,  22,   0.0003,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  23,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  24,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  25,   1.8324,   0.1010,   0.0585,   0.0250,   0.0038,   0.0166,   0.0154,   0.0052
A51101,1984,   3,  26,   0.9521,   0.0336,   0.0175,   0.0250,   0.0038,   0.0086,   0.0080,   0.0027
A51101,1984,   3,  27,   0.0128,   0.0003,   0.0002,   0.0250,   0.0038,   0.0001,   0.0001,   0.0000
A51101,1984,   3,  28,   1.4753,   0.0447,   0.0184,   0.0250,   0.0038,   0.0134,   0.0124,   0.0042
A51101,1984,   3,  29,   0.9971,   0.0196,   0.0084,   0.0250,   0.0038,   0.0090,   0.0084,   0.0028
A51101,1984,   3,  30,   0.0050,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   3,  31,   0.0000,   0.0000,   0.0000,   0.0250,   0.0038,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   1,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   2,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   3,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   4,   0.7381,   0.0254,   0.0160,   0.0260,   0.0049,   0.0134,   0.0124,   0.0042
A51101,1984,   4,   5,   0.3746,   0.0207,   0.0140,   0.0260,   0.0049,   0.0068,   0.0063,   0.0021
A51101,1984,   4,   6,   0.0001,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   7,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   8,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,   9,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  10,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  11,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  12,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  13,   0.2611,   0.0046,   0.0014,   0.0260,   0.0049,   0.0047,   0.0044,   0.0015
A51101,1984,   4,  14,   0.7727,   0.0526,   0.0478,   0.0260,   0.0049,   0.0140,   0.0130,   0.0044
A51101,1984,   4,  15,   0.5162,   0.0264,   0.0228,   0.0260,   0.0049,   0.0094,   0.0087,   0.0029
A51101,1984,   4,  16,   0.6941,   0.0268,   0.0259,   0.0260,   0.0049,   0.0126,   0.0116,   0.0039
A51101,1984,   4,  17,   0.0004,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  18,   0.0008,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  19,   0.0148,   0.0002,   0.0002,   0.0260,   0.0049,   0.0003,   0.0002,   0.0001
A51101,1984,   4,  20,   0.0609,   0.0023,   0.0015,   0.0260,   0.0049,   0.0011,   0.0010,   0.0003
A51101,1984,   4,  21,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  22,   0.9959,   0.0798,   0.0522,   0.0260,   0.0049,   0.0181,   0.0167,   0.0056
A51101,1984,   4,  23,   0.5999,   0.0386,   0.0222,   0.0260,   0.0049,   0.0109,   0.0101,   0.0034
A51101,1984,   4,  24,   0.0001,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  25,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  26,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  27,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  28,   0.0000,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  29,   0.0001,   0.0000,   0.0000,   0.0260,   0.0049,   0.0000,   0.0000,   0.0000
A51101,1984,   4,  30,   0.0203,   0.0007,   0.0004,   0.0260,   0.0049,   0.0004,   0.0003,   0.0001
A51101,1984,   5,   1,   0.0002,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,   2,   0.0007,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,   3,   0.1938,   0.0235,   0.0188,   0.0278,   0.0042,   0.0035,   0.0032,   0.0011
A51101,1984,   5,   4,   0.0727,   0.0067,   0.0060,   0.0278,   0.0042,   0.0013,   0.0012,   0.0004
A51101,1984,   5,   5,   0.0007,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,   6,   0.5472,   0.0549,   0.0367,   0.0278,   0.0042,   0.0099,   0.0092,   0.0031
A51101,1984,   5,   7,   0.0118,   0.0012,   0.0008,   0.0278,   0.0042,   0.0002,   0.0002,   0.0001
A51101,1984,   5,   8,   0.0668,   0.0059,   0.0038,   0.0278,   0.0042,   0.0012,   0.0011,   0.0004
A51101,1984,   5,   9,   0.0759,   0.0080,   0.0051,   0.0278,   0.0042,   0.0014,   0.0013,   0.0004
A51101,1984,   5,  10,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  11,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  12,   0.0073,   0.0003,   0.0002,   0.0278,   0.0042,   0.0001,   0.0001,   0.0000
A51101,1984,   5,  13,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  14,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  15,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  16,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  17,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  18,   0.0007,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  19,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  20,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  21,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  22,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  23,   0.3347,   0.0267,   0.0269,   0.0278,   0.0042,   0.0061,   0.0056,   0.0019
A51101,1984,   5,  24,   0.2159,   0.0191,   0.0145,   0.0278,   0.0042,   0.0039,   0.0036,   0.0012
A51101,1984,   5,  25,   0.0000,   0.0000,   0.0000,   0.0278,   0.0042,   0.0000,   0.0000,   0.0000
A51101,1984,   5,  26,   0.0391,   0.0007,   0.0008,   0.0278,   0.0042,   0.0007,   0.0007,   0.0002
A51101,1984,   5,  27,   1.1799,   0.1053,   0.0769,   0.0278,   0.0042,   0.0214,   0.0198,   0.0067
A51101,1984,   5,  28,   0.2244,   0.0132,   0.0094,   0.0278,   0.0042,   0.0041,   0.0038,   0.0013
A51101,1984,   5,  29,   1.3005,   0.0497,   0.0433,   0.0278,   0.0042,   0.0236,   0.0218,   0.0074
A51101,1984,   5,  30,   1.4746,   0.0869,   0.0558,   0.0278,   0.0042,   0.0267,   0.0247,   0.0084
A51101,1984,   5,  31,   0.0227,   0.0010,   0.0004,   0.0278,   0.0042,   0.0004,   0.0004,   0.0001
A51101,1984,   6,   1,   0.0179,   0.0001,   0.0001,   0.0249,   0.0047,   0.0003,   0.0003,   0.0001
A51101,1984,   6,   2,   0.0253,   0.0008,   0.0003,   0.0249,   0.0047,   0.0005,   0.0004,   0.0001
A51101,1984,   6,   3,   0.5567,   0.0326,   0.0134,   0.0249,   0.0047,   0.0101,   0.0093,   0.0032
A51101,1984,   6,   4,   0.0166,   0.0010,   0.0005,   0.0249,   0.0047,   0.0003,   0.0003,   0.0001
A51101,1984,   6,   5,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,   6,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,   7,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,   8,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,   9,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  10,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  11,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  12,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  13,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  14,   0.0189,   0.0021,   0.0017,   0.0249,   0.0047,   0.0003,   0.0003,   0.0001
A51101,1984,   6,  15,   0.1591,   0.0205,   0.0134,   0.0249,   0.0047,   0.0029,   0.0027,   0.0009
A51101,1984,   6,  16,   0.0095,   0.0008,   0.0004,   0.0249,   0.0047,   0.0002,   0.0002,   0.0001
A51101,1984,   6,  17,   0.0019,   0.0002,   0.0001,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  18,   0.0112,   0.0008,   0.0006,   0.0249,   0.0047,   0.0002,   0.0002,   0.0001
A51101,1984,   6,  19,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  20,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  21,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  22,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  23,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  24,   0.1225,   0.0145,   0.0097,   0.0249,   0.0047,   0.0022,   0.0021,   0.0007
A51101,1984,   6,  25,   0.0152,   0.0013,   0.0009,   0.0249,   0.0047,   0.0003,   0.0003,   0.0001
A51101,1984,   6,  26,   0.0128,   0.0014,   0.0010,   0.0249,   0.0047,   0.0002,   0.0002,   0.0001
A51101,1984,   6,  27,   0.0000,   0.0000,   0.0000,   0.0249,   0.0047,   0.0000,   0.0000,   0.0000
A51101,1984,   6,  28,   0.0662,   0.0076,   0.0055,   0.0249,   0.0047,   0.0012,   0.0011,   0.0004
A51101,1984,   6,  29,   0.3901,   0.0392,   0.0289,   0.0249,   0.0047,   0.0071,   0.0065,   0.0022
A51101,1984,   6,  30,   0.5289,   0.0342,   0.0260,   0.0249,   0.0047,   0.0096,   0.0089,   0.0030
A51101,1984,   7,   1,   0.4699,   0.0349,   0.0122,   0.0245,   0.0040,   0.0043,   0.0039,   0.0013
A51101,1984,   7,   2,   0.1093,   0.0079,   0.0022,   0.0245,   0.0040,   0.0010,   0.0009,   0.0003
A51101,1984,   7,   3,   0.0701,   0.0056,   0.0016,   0.0245,   0.0040,   0.0006,   0.0006,   0.0002
A51101,1984,   7,   4,   0.0000,   0.0000,   0.0000,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   7,   5,   0.0714,   0.0024,   0.0004,   0.0245,   0.0040,   0.0006,   0.0006,   0.0002
A51101,1984,   7,   6,   0.1877,   0.0083,   0.0023,   0.0245,   0.0040,   0.0017,   0.0016,   0.0005
A51101,1984,   7,   7,   0.0326,   0.0015,   0.0004,   0.0245,   0.0040,   0.0003,   0.0003,   0.0001
A51101,1984,   7,   8,   0.1728,   0.0185,   0.0067,   0.0245,   0.0040,   0.0016,   0.0014,   0.0005
A51101,1984,   7,   9,   0.0000,   0.0000,   0.0000,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   7,  10,   0.3398,   0.0394,   0.0147,   0.0245,   0.0040,   0.0031,   0.0028,   0.0010
A51101,1984,   7,  11,   0.0088,   0.0007,   0.0002,   0.0245,   0.0040,   0.0001,   0.0001,   0.0000
A51101,1984,   7,  12,   0.0217,   0.0019,   0.0006,   0.0245,   0.0040,   0.0002,   0.0002,   0.0001
A51101,1984,   7,  13,   0.0675,   0.0062,   0.0025,   0.0245,   0.0040,   0.0006,   0.0006,   0.0002
A51101,1984,   7,  14,   0.0000,   0.0000,   0.0000,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   7,  15,   0.0000,   0.0000,   0.0000,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   7,  16,   0.0691,   0.0071,   0.0025,   0.0245,   0.0040,   0.0006,   0.0006,   0.0002
A51101,1984,   7,  17,   0.0017,   0.0002,   0.0001,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   7,  18,   0.5264,   0.0505,   0.0204,   0.0245,   0.0040,   0.0048,   0.0044,   0.0015
A51101,1984,   7,  19,   0.1779,   0.0156,   0.0063,   0.0245,   0.0040,   0.0016,   0.0015,   0.0005
A51101,1984,   7,  20,   0.2534,   0.0272,   0.0102,   0.0245,   0.0040,   0.0023,   0.0021,   0.0007
A51101,1984,   7,  21,   0.6204,   0.0305,   0.0103,   0.0245,   0.0040,   0.0056,   0.0052,   0.0018
A51101,1984,   7,  22,   0.5123,   0.0202,   0.0059,   0.0245,   0.0040,   0.0046,   0.0043,   0.0015
A51101,1984,   7,  23,   0.0070,   0.0001,   0.0000,   0.0245,   0.0040,   0.0001,   0.0001,   0.0000
A51101,1984,   7,  24,   0.0000,   0.0000,   0.0000,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   7,  25,   0.2236,   0.0145,   0.0039,   0.0245,   0.0040,   0.0020,   0.0019,   0.0006
A51101,1984,   7,  26,   0.5082,   0.0379,   0.0100,   0.0245,   0.0040,   0.0046,   0.0043,   0.0014
A51101,1984,   7,  27,   0.1233,   0.0099,   0.0032,   0.0245,   0.0040,   0.0011,   0.0010,   0.0003
A51101,1984,   7,  28,   0.0811,   0.0074,   0.0022,   0.0245,   0.0040,   0.0007,   0.0007,   0.0002
A51101,1984,   7,  29,   0.0233,   0.0023,   0.0006,   0.0245,   0.0040,   0.0002,   0.0002,   0.0001
A51101,1984,   7,  30,   0.1514,   0.0168,   0.0046,   0.0245,   0.0040,   0.0014,   0.0013,   0.0004
A51101,1984,   7,  31,   0.0006,   0.0000,   0.0000,   0.0245,   0.0040,   0.0000,   0.0000,   0.0000
A51101,1984,   8,   1,   0.0060,   0.0001,   0.0000,   0.0290,   0.0030,   0.0001,   0.0000,   0.0000
A51101,1984,   8,   2,   0.0000,   0.0000,   0.0000,   0.0290,   0.0030,   0.0000,   0.0000,   0.0000
A51101,1984,   8,   3,   0.5008,   0.0540,   0.0194,   0.0290,   0.0030,   0.0045,   0.0042,   0.0014
A51101,1984,   8,   4,   0.3481,   0.0349,   0.0124,   0.0290,   0.0030,   0.0032,   0.0029,   0.0010
A51101,1984,   8,   5,   0.1292,   0.0104,   0.0033,   0.0290,   0.0030,   0.0012,   0.0011,   0.0004
A51101,1984,   8,   6,   0.0007,   0.0000,   0.0000,   0.0290,   0.0030,   0.0000,   0.0000,   0.0000
A51101,1984,   8,   7,   0.0000,   0.0000,   0.0000,   0.0290,   0.0030,   0.0000,   0.0000,   0.0000
A51101,1984,   8,   8,   0.0000,   0.0000,   0.0000,   0.0290,   0.0030,   0.0000,   0.0000,   0.0000
A51101,1984,   8,   9,   0.0582,   0.0041,   0.0014,   0.0290,   0.0030,   0.0005,   0.0005,   0.0002
A51101,1984,   8,  10,   0.1044,   0.0089,   0.0027,   0.0290,   0.0030,   0.0009,   0.0009,   0.0003
A51101,1984,   8,  11,   0.1641,   0.0196,   0.0065,   0.0290,   0.0030,   0.0015,   0.0014,   0.0005
A51101,1984,   8,  12,   0.0919,   0.0099,   0.0033,   0.0290,   0.0030,   0.0008,   0.0008,   0.0003
A51101,1984,   8,  13,   0.4296,   0.0438,   0.0146,   0.0290,   0.0030,   0.0039,   0.0036,   0.0012
A51101,1984,   8,  14,   1.0048,   0.0853,   0.0296,   0.0290,   0.0030,   0.0091,   0.0084,   0.0028
