seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51051,1984,  45.2174,   2.9670,   1.6543,   5.8169,   0.3177,   0.5513,   0.5100,   0.1723
A51051,1985,  38.8979,   2.5989,   1.0919,   5.7585,   0.3186,   0.4375,   0.4047,   0.1367
A51051,1986,  41.1301,   2.7026,   1.2345,   5.7002,   0.3195,   0.4391,   0.4061,   0.1372
A51051,1987,  41.4086,   2.6129,   1.2892,   5.6418,   0.3204,   0.4915,   0.4546,   0.1536
A51051,1988,  34.1545,   2.0764,   1.0242,   5.5835,   0.3213,   0.3799,   0.3514,   0.1187
A51051,1989,  57.4547,   3.3132,   1.9490,   5.5251,   0.3222,   0.6883,   0.6367,   0.2151
A51051,1990,  46.5742,   2.5291,   1.5324,   5.4668,   0.3231,   0.5388,   0.4984,   0.1684
A51051,1991,  49.0672,   2.8738,   1.3009,   5.4084,   0.3240,   0.5359,   0.4957,   0.1675
A51051,1992,  41.3593,   2.6306,   1.2883,   5.3500,   0.3249,   0.4721,   0.4367,   0.1475
A51051,1993,  47.9731,   3.0812,   1.4183,   5.2917,   0.3258,   0.5280,   0.4884,   0.1650
A51051,1994,  54.8836,   2.7387,   1.6530,   5.2333,   0.3267,   0.6199,   0.5734,   0.1937
A51051,1995,  49.2127,   3.2348,   1.9619,   5.1749,   0.3276,   0.5962,   0.5515,   0.1863
A51051,1996,  55.1178,   3.2006,   1.8032,   5.1166,   0.3285,   0.6282,   0.5811,   0.1963
A51051,1997,  42.1147,   2.8485,   1.4991,   5.0582,   0.3294,   0.4943,   0.4572,   0.1545
A51051,1998,  49.3221,   3.1354,   1.9385,   4.9998,   0.3303,   0.6351,   0.5874,   0.1985
A51051,1999,  36.4844,   2.2970,   1.1986,   4.9415,   0.3312,   0.4082,   0.3776,   0.1276
A51051,2000,  41.6001,   2.7856,   1.4989,   4.8831,   0.3321,   0.4791,   0.4432,   0.1497
A51051,2001,  43.0741,   2.2012,   1.3108,   4.8248,   0.3330,   0.5147,   0.4761,   0.1609
A51051,2002,  52.0459,   2.7269,   1.7078,   4.7664,   0.3339,   0.5997,   0.5548,   0.1874
A51051,2003,  57.1213,   2.7799,   1.7653,   4.7080,   0.3348,   0.6857,   0.6343,   0.2143
A51051,2004,  55.0187,   2.2082,   1.4732,   4.6497,   0.3357,   0.6641,   0.6142,   0.2075
A51051,2005,  38.2471,   1.9895,   1.3664,   4.5913,   0.3366,   0.4409,   0.4078,   0.1378
