seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51075,1984,  46.6271,   2.8011,   1.4105,   7.1883,   0.8439,   0.5333,   0.4933,   0.1667
A51075,1985,  45.1910,   2.9380,   1.2884,   7.0860,   0.8470,   0.4749,   0.4393,   0.1484
A51075,1986,  34.8080,   3.1012,   1.4950,   6.9838,   0.8501,   0.3718,   0.3439,   0.1162
A51075,1987,  44.8919,   3.1766,   1.3836,   6.8816,   0.8531,   0.5225,   0.4833,   0.1633
A51075,1988,  33.0190,   2.4602,   1.1850,   6.7793,   0.8562,   0.3694,   0.3417,   0.1154
A51075,1989,  46.1741,   3.1061,   1.8814,   6.6771,   0.8592,   0.5539,   0.5124,   0.1731
A51075,1990,  42.3098,   2.6306,   1.7275,   6.5748,   0.8623,   0.5030,   0.4653,   0.1572
A51075,1991,  38.7429,   2.5454,   1.3565,   6.4726,   0.8653,   0.4114,   0.3806,   0.1286
A51075,1992,  38.6354,   2.4381,   1.2591,   6.3704,   0.8684,   0.4306,   0.3983,   0.1345
A51075,1993,  49.9672,   3.1238,   1.9483,   6.2682,   0.8714,   0.5742,   0.5312,   0.1794
A51075,1994,  45.8414,   2.7048,   1.7311,   6.1659,   0.8745,   0.4959,   0.4587,   0.1550
A51075,1995,  46.6584,   3.1109,   1.9466,   6.0637,   0.8776,   0.5612,   0.5191,   0.1754
A51075,1996,  52.6615,   3.3026,   1.8535,   5.9614,   0.8806,   0.5582,   0.5164,   0.1744
A51075,1997,  36.5319,   2.4835,   1.5039,   5.8592,   0.8837,   0.4044,   0.3741,   0.1264
A51075,1998,  43.3730,   2.5945,   1.3818,   5.7570,   0.8867,   0.5010,   0.4634,   0.1566
A51075,1999,  41.7192,   2.3280,   1.3640,   5.6547,   0.8898,   0.4315,   0.3991,   0.1348
A51075,2000,  41.1174,   2.4882,   1.4445,   5.5525,   0.8928,   0.5190,   0.4801,   0.1622
A51075,2001,  31.9782,   2.0431,   1.3969,   5.4503,   0.8959,   0.3810,   0.3524,   0.1191
A51075,2002,  41.1162,   2.2521,   1.4762,   5.3480,   0.8990,   0.4479,   0.4143,   0.1400
A51075,2003,  63.5299,   2.8802,   2.1749,   5.2458,   0.9020,   0.7385,   0.6831,   0.2308
A51075,2004,  48.1155,   2.3547,   1.7720,   5.1435,   0.9051,   0.5700,   0.5272,   0.1781
A51075,2005,  37.3547,   1.7335,   1.3975,   5.0413,   0.9081,   0.4080,   0.3774,   0.1275
