seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42043,1984,  44.4518,   4.7038,   2.5191,   8.2472,   2.3964,   0.5434,   0.5027,   0.1698
A42043,1985,  37.1150,   3.4243,   1.7099,   8.0826,   2.3931,   0.4344,   0.4018,   0.1357
A42043,1986,  44.1961,   4.2537,   1.9904,   7.9180,   2.3899,   0.4784,   0.4425,   0.1495
A42043,1987,  38.6679,   3.8134,   1.9078,   7.7534,   2.3867,   0.4364,   0.4036,   0.1364
A42043,1988,  35.7899,   3.3670,   1.5818,   7.5888,   2.3834,   0.4047,   0.3743,   0.1265
A42043,1989,  44.2624,   3.9254,   2.3400,   7.4243,   2.3802,   0.5498,   0.5086,   0.1718
A42043,1990,  48.8817,   3.9942,   2.3933,   7.2597,   2.3770,   0.5555,   0.5139,   0.1736
A42043,1991,  33.8827,   3.2540,   1.7770,   7.0951,   2.3737,   0.3673,   0.3398,   0.1148
A42043,1992,  39.9456,   3.4707,   1.9236,   6.9305,   2.3705,   0.4449,   0.4115,   0.1390
A42043,1993,  48.1950,   4.2552,   2.2061,   6.7659,   2.3673,   0.5632,   0.5210,   0.1760
A42043,1994,  49.1966,   3.9832,   2.5155,   6.6014,   2.3640,   0.5509,   0.5096,   0.1722
A42043,1995,  38.3007,   2.8920,   1.7350,   6.4368,   2.3608,   0.4335,   0.4010,   0.1355
A42043,1996,  57.1311,   4.5614,   2.7488,   6.2722,   2.3575,   0.6471,   0.5986,   0.2022
A42043,1997,  35.5648,   2.9221,   1.5475,   6.1077,   2.3543,   0.3960,   0.3663,   0.1237
A42043,1998,  46.8050,   3.7816,   2.1729,   5.9431,   2.3511,   0.5780,   0.5347,   0.1806
A42043,1999,  45.0445,   3.1946,   2.0439,   5.7785,   2.3478,   0.4832,   0.4469,   0.1510
A42043,2000,  44.4060,   3.1152,   1.9858,   5.6139,   2.3446,   0.5354,   0.4952,   0.1673
A42043,2001,  32.7554,   2.6109,   1.9152,   5.4494,   2.3414,   0.3850,   0.3561,   0.1203
A42043,2002,  44.2745,   2.8386,   2.0560,   5.2848,   2.3381,   0.5279,   0.4884,   0.1650
A42043,2003,  55.9222,   3.3860,   2.8239,   5.1202,   2.3349,   0.6432,   0.5950,   0.2010
A42043,2004,  55.7893,   3.2320,   2.7870,   4.9556,   2.3317,   0.6357,   0.5881,   0.1987
A42043,2005,  44.7174,   2.3674,   2.0308,   4.7911,   2.3284,   0.4884,   0.4518,   0.1526
