seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A37077,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   3,   0.0003,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   5,   0.0643,   0.0070,   0.0046,   0.0152,   0.0006,   0.0006,   0.0005,   0.0002
A37077,1984,   1,   6,   0.0007,   0.0001,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   7,   0.0017,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,   9,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,  10,   0.0486,   0.0024,   0.0012,   0.0152,   0.0006,   0.0004,   0.0004,   0.0001
A37077,1984,   1,  11,   1.7228,   0.0451,   0.0148,   0.0152,   0.0006,   0.0156,   0.0144,   0.0049
A37077,1984,   1,  12,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,  13,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,  14,   0.1143,   0.0033,   0.0007,   0.0152,   0.0006,   0.0010,   0.0010,   0.0003
A37077,1984,   1,  15,   0.0000,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
A37077,1984,   1,  16,   0.0003,   0.0000,   0.0000,   0.0152,   0.0006,   0.0000,   0.0000,   0.0000
