seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51079,1984,  49.9896,   3.0283,   1.4498,   7.6298,   2.3698,   0.5576,   0.5157,   0.1742
B51079,1985,  48.1284,   3.2586,   1.3483,   7.4882,   2.3753,   0.5167,   0.4780,   0.1615
B51079,1986,  36.5519,   3.3278,   1.4897,   7.3466,   2.3807,   0.3860,   0.3571,   0.1206
B51079,1987,  52.0440,   3.3788,   1.4080,   7.2050,   2.3861,   0.6176,   0.5712,   0.1930
B51079,1988,  34.8500,   2.9855,   1.4461,   7.0634,   2.3915,   0.4075,   0.3770,   0.1274
B51079,1989,  53.0237,   2.9371,   2.2004,   6.9218,   2.3969,   0.6248,   0.5780,   0.1953
B51079,1990,  50.8713,   2.3693,   1.6897,   6.7802,   2.4024,   0.5878,   0.5437,   0.1837
B51079,1991,  42.6385,   2.3455,   1.5187,   6.6386,   2.4078,   0.4569,   0.4227,   0.1428
B51079,1992,  50.8095,   2.2850,   1.4237,   6.4970,   2.4132,   0.5751,   0.5319,   0.1797
B51079,1993,  48.8878,   2.7734,   1.8735,   6.3554,   2.4186,   0.5394,   0.4990,   0.1686
B51079,1994,  48.8813,   2.5300,   1.7561,   6.2138,   2.4240,   0.5040,   0.4662,   0.1575
B51079,1995,  50.5682,   3.3718,   2.0070,   6.0722,   2.4295,   0.6175,   0.5712,   0.1930
B51079,1996,  62.8059,   3.7785,   1.9481,   5.9306,   2.4349,   0.6899,   0.6381,   0.2156
B51079,1997,  46.1158,   2.5000,   1.6664,   5.7890,   2.4403,   0.4831,   0.4468,   0.1510
B51079,1998,  49.7683,   2.5248,   1.7181,   5.6474,   2.4457,   0.5947,   0.5501,   0.1858
B51079,1999,  43.8640,   1.9942,   1.3333,   5.5058,   2.4511,   0.4442,   0.4109,   0.1388
B51079,2000,  41.5551,   2.0302,   1.2967,   5.3641,   2.4566,   0.5047,   0.4669,   0.1577
B51079,2001,  34.4977,   1.8312,   1.4037,   5.2225,   2.4620,   0.4123,   0.3814,   0.1288
B51079,2002,  40.6082,   2.1645,   1.6539,   5.0809,   2.4674,   0.4527,   0.4187,   0.1415
B51079,2003,  71.7451,   2.6451,   2.1778,   4.9393,   2.4728,   0.8138,   0.7528,   0.2543
B51079,2004,  48.1199,   1.7534,   1.5779,   4.7977,   2.4782,   0.5589,   0.5170,   0.1747
B51079,2005,  43.3844,   1.6419,   1.6170,   4.6561,   2.4836,   0.4691,   0.4339,   0.1466
