seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B37009,1984,   1,   1.6888,   0.0718,   0.0345,   0.4267,   0.0219,   0.0153,   0.0142,   0.0048
B37009,1984,   2,   6.0598,   0.1263,   0.0856,   0.4363,   0.0324,   0.0549,   0.0508,   0.0172
B37009,1984,   3,   3.8326,   0.2740,   0.1820,   0.4110,   0.0446,   0.0347,   0.0321,   0.0109
B37009,1984,   4,   5.6169,   0.2915,   0.1929,   0.4805,   0.0692,   0.1018,   0.0942,   0.0318
B37009,1984,   5,   6.3568,   0.2719,   0.2198,   0.4414,   0.0601,   0.1152,   0.1066,   0.0360
B37009,1984,   6,   3.5398,   0.2605,   0.1674,   0.3903,   0.0858,   0.0642,   0.0594,   0.0201
B37009,1984,   7,   6.1664,   0.3521,   0.1426,   0.4218,   0.1450,   0.0559,   0.0517,   0.0175
B37009,1984,   8,   3.8464,   0.2069,   0.0910,   0.3999,   0.0653,   0.0349,   0.0323,   0.0109
B37009,1984,   9,   0.7579,   0.0360,   0.0189,   0.4563,   0.0577,   0.0069,   0.0064,   0.0021
B37009,1984,  10,   3.5110,   0.1367,   0.0834,   0.4245,   0.0424,   0.0318,   0.0294,   0.0099
B37009,1984,  11,   3.9422,   0.1173,   0.0614,   0.3899,   0.0473,   0.0357,   0.0331,   0.0112
B37009,1984,  12,   1.5148,   0.0545,   0.0284,   0.4700,   0.0170,   0.0137,   0.0127,   0.0043
B37009,1985,   1,   2.6775,   0.0912,   0.0445,   0.4241,   0.0220,   0.0243,   0.0225,   0.0076
B37009,1985,   2,   4.1497,   0.1079,   0.0575,   0.4337,   0.0327,   0.0376,   0.0348,   0.0118
B37009,1985,   3,   1.5429,   0.1124,   0.0526,   0.4086,   0.0449,   0.0140,   0.0129,   0.0044
B37009,1985,   4,   4.1286,   0.2704,   0.2030,   0.4776,   0.0698,   0.0748,   0.0692,   0.0234
B37009,1985,   5,   3.3490,   0.2498,   0.1451,   0.4387,   0.0606,   0.0607,   0.0562,   0.0190
B37009,1985,   6,   1.9917,   0.1345,   0.0848,   0.3880,   0.0865,   0.0361,   0.0334,   0.0113
B37009,1985,   7,   4.8514,   0.3154,   0.1247,   0.4193,   0.1462,   0.0440,   0.0407,   0.0137
B37009,1985,   8,   6.7268,   0.3655,   0.1258,   0.3975,   0.0658,   0.0610,   0.0564,   0.0191
B37009,1985,   9,   1.3587,   0.0953,   0.0526,   0.4535,   0.0582,   0.0123,   0.0114,   0.0038
B37009,1985,  10,   3.6108,   0.1787,   0.0780,   0.4220,   0.0428,   0.0327,   0.0303,   0.0102
B37009,1985,  11,   9.3855,   0.2024,   0.0942,   0.3875,   0.0477,   0.0851,   0.0787,   0.0266
B37009,1985,  12,   0.9545,   0.0429,   0.0200,   0.4672,   0.0172,   0.0087,   0.0080,   0.0027
B37009,1986,   1,   1.5290,   0.0762,   0.0318,   0.4216,   0.0222,   0.0139,   0.0128,   0.0043
B37009,1986,   2,   3.3654,   0.1661,   0.1040,   0.4311,   0.0330,   0.0305,   0.0282,   0.0095
B37009,1986,   3,   2.2519,   0.1131,   0.0650,   0.4061,   0.0453,   0.0204,   0.0189,   0.0064
B37009,1986,   4,   0.5458,   0.0488,   0.0500,   0.4747,   0.0704,   0.0099,   0.0092,   0.0031
B37009,1986,   5,   5.8563,   0.3747,   0.2391,   0.4361,   0.0612,   0.1062,   0.0982,   0.0332
B37009,1986,   6,   0.8313,   0.0844,   0.0557,   0.3856,   0.0872,   0.0151,   0.0139,   0.0047
B37009,1986,   7,   3.0437,   0.2567,   0.1318,   0.4168,   0.1474,   0.0276,   0.0255,   0.0086
B37009,1986,   8,   5.8981,   0.5029,   0.2051,   0.3951,   0.0664,   0.0535,   0.0495,   0.0167
B37009,1986,   9,   3.3485,   0.1090,   0.0410,   0.4508,   0.0587,   0.0304,   0.0281,   0.0095
B37009,1986,  10,   3.0846,   0.1830,   0.0873,   0.4195,   0.0432,   0.0280,   0.0259,   0.0087
B37009,1986,  11,   4.1094,   0.1785,   0.0801,   0.3852,   0.0481,   0.0373,   0.0345,   0.0116
B37009,1986,  12,   6.2115,   0.1862,   0.0605,   0.4644,   0.0173,   0.0563,   0.0521,   0.0176
B37009,1987,   1,   4.4300,   0.1606,   0.0647,   0.4190,   0.0224,   0.0402,   0.0371,   0.0125
B37009,1987,   2,   4.3386,   0.1277,   0.0477,   0.4285,   0.0333,   0.0393,   0.0364,   0.0123
B37009,1987,   3,   5.5697,   0.2700,   0.1520,   0.4036,   0.0457,   0.0505,   0.0467,   0.0158
B37009,1987,   4,   8.2034,   0.4199,   0.3191,   0.4718,   0.0709,   0.1487,   0.1376,   0.0465
B37009,1987,   5,   3.3533,   0.2177,   0.1247,   0.4334,   0.0617,   0.0608,   0.0562,   0.0190
B37009,1987,   6,   4.1309,   0.2983,   0.1775,   0.3833,   0.0879,   0.0749,   0.0693,   0.0234
B37009,1987,   7,   3.1395,   0.1555,   0.0562,   0.4143,   0.1486,   0.0285,   0.0263,   0.0089
B37009,1987,   8,   1.4060,   0.1206,   0.0524,   0.3927,   0.0669,   0.0127,   0.0118,   0.0040
B37009,1987,   9,   4.7970,   0.1882,   0.0864,   0.4481,   0.0591,   0.0435,   0.0402,   0.0136
B37009,1987,  10,   0.9290,   0.0555,   0.0307,   0.4169,   0.0435,   0.0084,   0.0078,   0.0026
B37009,1987,  11,   5.5834,   0.1453,   0.0756,   0.3829,   0.0485,   0.0506,   0.0468,   0.0158
B37009,1987,  12,   3.0591,   0.1204,   0.0536,   0.4616,   0.0175,   0.0277,   0.0257,   0.0087
B37009,1988,   1,   2.3077,   0.0825,   0.0339,   0.4165,   0.0226,   0.0209,   0.0193,   0.0065
B37009,1988,   2,   1.7380,   0.0738,   0.0494,   0.4259,   0.0335,   0.0158,   0.0146,   0.0049
B37009,1988,   3,   1.2350,   0.0767,   0.0576,   0.4012,   0.0461,   0.0112,   0.0104,   0.0035
B37009,1988,   4,   3.6938,   0.1786,   0.1214,   0.4690,   0.0715,   0.0670,   0.0619,   0.0209
B37009,1988,   5,   2.2480,   0.1424,   0.0983,   0.4308,   0.0622,   0.0408,   0.0377,   0.0127
B37009,1988,   6,   2.7638,   0.2566,   0.1422,   0.3810,   0.0886,   0.0501,   0.0463,   0.0157
B37009,1988,   7,   4.1537,   0.2725,   0.1036,   0.4117,   0.1499,   0.0377,   0.0348,   0.0118
B37009,1988,   8,   3.4145,   0.2421,   0.1061,   0.3903,   0.0675,   0.0310,   0.0286,   0.0097
B37009,1988,   9,   4.7471,   0.2595,   0.1336,   0.4454,   0.0596,   0.0430,   0.0398,   0.0134
B37009,1988,  10,   1.7526,   0.0829,   0.0463,   0.4144,   0.0439,   0.0159,   0.0147,   0.0050
B37009,1988,  11,   4.4011,   0.1622,   0.0795,   0.3805,   0.0489,   0.0399,   0.0369,   0.0125
B37009,1988,  12,   1.6199,   0.0754,   0.0358,   0.4588,   0.0176,   0.0147,   0.0136,   0.0046
B37009,1989,   1,   2.3481,   0.0939,   0.0593,   0.4139,   0.0228,   0.0213,   0.0197,   0.0067
B37009,1989,   2,   3.4682,   0.1510,   0.1008,   0.4233,   0.0338,   0.0314,   0.0291,   0.0098
B37009,1989,   3,   3.3117,   0.2180,   0.1328,   0.3987,   0.0464,   0.0300,   0.0278,   0.0094
B37009,1989,   4,   2.4497,   0.1662,   0.1618,   0.4661,   0.0721,   0.0444,   0.0411,   0.0139
B37009,1989,   5,   4.6277,   0.2568,   0.2163,   0.4282,   0.0627,   0.0839,   0.0776,   0.0262
B37009,1989,   6,   6.8040,   0.3004,   0.2395,   0.3786,   0.0894,   0.1234,   0.1141,   0.0385
B37009,1989,   7,  10.3525,   0.4848,   0.2776,   0.4092,   0.1511,   0.0938,   0.0868,   0.0293
B37009,1989,   8,   4.3652,   0.3205,   0.1518,   0.3879,   0.0680,   0.0396,   0.0366,   0.0124
B37009,1989,   9,  10.9679,   0.3169,   0.1683,   0.4426,   0.0601,   0.0994,   0.0920,   0.0311
B37009,1989,  10,   4.9794,   0.1253,   0.0743,   0.4119,   0.0442,   0.0451,   0.0418,   0.0141
B37009,1989,  11,   5.6585,   0.1596,   0.1093,   0.3782,   0.0493,   0.0513,   0.0474,   0.0160
B37009,1989,  12,   2.7004,   0.1413,   0.0703,   0.4560,   0.0177,   0.0245,   0.0226,   0.0076
B37009,1990,   1,   3.7390,   0.1203,   0.0867,   0.4114,   0.0230,   0.0339,   0.0314,   0.0106
B37009,1990,   2,   5.7116,   0.1352,   0.1331,   0.4206,   0.0341,   0.0518,   0.0479,   0.0162
B37009,1990,   3,   5.7723,   0.2605,   0.1623,   0.3963,   0.0468,   0.0523,   0.0484,   0.0164
B37009,1990,   4,   1.9765,   0.1334,   0.1105,   0.4632,   0.0727,   0.0358,   0.0331,   0.0112
B37009,1990,   5,   5.9219,   0.3318,   0.2684,   0.4255,   0.0632,   0.1074,   0.0993,   0.0335
B37009,1990,   6,   1.3680,   0.0925,   0.0757,   0.3763,   0.0901,   0.0248,   0.0229,   0.0078
B37009,1990,   7,   5.9708,   0.2558,   0.1422,   0.4067,   0.1523,   0.0541,   0.0501,   0.0169
B37009,1990,   8,   3.8390,   0.2632,   0.1410,   0.3855,   0.0686,   0.0348,   0.0322,   0.0109
B37009,1990,   9,   1.2476,   0.0818,   0.0562,   0.4399,   0.0606,   0.0113,   0.0105,   0.0035
B37009,1990,  10,  12.9312,   0.1996,   0.1482,   0.4093,   0.0446,   0.1172,   0.1084,   0.0366
B37009,1990,  11,   1.4363,   0.0614,   0.0358,   0.3759,   0.0497,   0.0130,   0.0120,   0.0041
