seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51013,1984,  42.2696,   3.0906,   2.5498,  12.4443,   2.0838,   0.4809,   0.4449,   0.1503
A51013,1985,  37.5538,   2.7119,   2.1341,  12.2078,   2.0707,   0.4173,   0.3860,   0.1304
A51013,1986,  37.6743,   3.2424,   2.5210,  11.9714,   2.0576,   0.3925,   0.3631,   0.1227
A51013,1987,  38.5625,   2.9455,   2.4587,  11.7349,   2.0446,   0.4425,   0.4093,   0.1383
A51013,1988,  34.3380,   2.6583,   2.1040,  11.4984,   2.0315,   0.3896,   0.3604,   0.1218
A51013,1989,  50.9359,   3.7861,   3.7959,  11.2619,   2.0184,   0.6298,   0.5825,   0.1968
A51013,1990,  47.6985,   3.1596,   3.1759,  11.0254,   2.0053,   0.5520,   0.5106,   0.1725
A51013,1991,  35.0624,   2.6309,   2.5368,  10.7890,   1.9923,   0.3665,   0.3390,   0.1145
A51013,1992,  42.4788,   2.9456,   2.6513,  10.5525,   1.9792,   0.4659,   0.4310,   0.1456
A51013,1993,  48.1752,   3.5703,   3.3311,  10.3160,   1.9661,   0.5344,   0.4943,   0.1670
A51013,1994,  43.6613,   3.2469,   3.1876,  10.0795,   1.9531,   0.4634,   0.4286,   0.1448
A51013,1995,  40.0805,   2.5399,   2.6649,   9.8430,   1.9400,   0.4554,   0.4212,   0.1423
A51013,1996,  57.1728,   3.5118,   3.2638,   9.6066,   1.9269,   0.6361,   0.5884,   0.1988
A51013,1997,  38.5310,   2.6181,   2.3261,   9.3701,   1.9139,   0.4379,   0.4051,   0.1369
A51013,1998,  40.8529,   2.7876,   2.3994,   9.1336,   1.9008,   0.4931,   0.4562,   0.1541
A51013,1999,  44.4366,   2.2483,   2.0721,   8.8971,   1.8877,   0.4604,   0.4259,   0.1439
A51013,2000,  39.5339,   2.2614,   2.0373,   8.6606,   1.8747,   0.4722,   0.4368,   0.1476
A51013,2001,  39.6851,   2.3142,   2.8917,   8.4242,   1.8616,   0.4707,   0.4354,   0.1471
A51013,2002,  38.3995,   1.9959,   2.2566,   8.1877,   1.8485,   0.4440,   0.4107,   0.1387
A51013,2003,  65.7147,   2.8762,   3.8526,   7.9512,   1.8355,   0.7643,   0.7070,   0.2388
A51013,2004,  43.4681,   2.3633,   3.0248,   7.7147,   1.8224,   0.5034,   0.4657,   0.1573
A51013,2005,  46.5270,   2.1757,   2.0703,   7.4782,   1.8093,   0.5337,   0.4937,   0.1668
