seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51037,1984,  42.8486,   2.3595,   1.1289,   6.3175,   0.6853,   0.4784,   0.4425,   0.1495
A51037,1985,  42.6082,   2.2826,   0.9703,   6.2481,   0.6931,   0.4471,   0.4136,   0.1397
A51037,1986,  29.5864,   2.3112,   1.0901,   6.1787,   0.7008,   0.3010,   0.2784,   0.0941
A51037,1987,  42.5051,   2.2163,   0.9628,   6.1094,   0.7085,   0.4723,   0.4369,   0.1476
A51037,1988,  34.8683,   2.3506,   1.0754,   6.0400,   0.7162,   0.4042,   0.3739,   0.1263
A51037,1989,  52.1540,   3.1250,   1.7892,   5.9706,   0.7239,   0.6209,   0.5744,   0.1940
A51037,1990,  43.8054,   2.2477,   1.4033,   5.9013,   0.7316,   0.5107,   0.4724,   0.1596
A51037,1991,  32.7996,   1.8965,   1.0155,   5.8319,   0.7393,   0.3548,   0.3282,   0.1109
A51037,1992,  38.9258,   2.0719,   1.0829,   5.7625,   0.7470,   0.4393,   0.4064,   0.1373
A51037,1993,  48.8892,   2.5790,   1.5292,   5.6931,   0.7547,   0.5478,   0.5067,   0.1712
A51037,1994,  42.9994,   2.4040,   1.4506,   5.6238,   0.7625,   0.4631,   0.4284,   0.1447
A51037,1995,  48.7670,   2.6598,   1.6067,   5.5544,   0.7702,   0.6043,   0.5590,   0.1889
A51037,1996,  53.7941,   2.9693,   1.7347,   5.4850,   0.7779,   0.5815,   0.5379,   0.1817
A51037,1997,  41.1607,   2.5263,   1.4566,   5.4156,   0.7856,   0.4672,   0.4321,   0.1460
A51037,1998,  46.3229,   2.5649,   1.3605,   5.3463,   0.7933,   0.5433,   0.5026,   0.1698
A51037,1999,  43.2571,   2.3469,   1.3692,   5.2769,   0.8010,   0.4595,   0.4251,   0.1436
A51037,2000,  38.4798,   2.4293,   1.4076,   5.2075,   0.8087,   0.4786,   0.4427,   0.1496
A51037,2001,  33.7802,   2.0927,   1.3302,   5.1381,   0.8164,   0.4072,   0.3766,   0.1272
A51037,2002,  46.4818,   2.0697,   1.2782,   5.0688,   0.8242,   0.4975,   0.4602,   0.1555
A51037,2003,  66.1745,   3.0279,   2.2237,   4.9994,   0.8319,   0.7900,   0.7308,   0.2469
A51037,2004,  47.9188,   2.1825,   1.5308,   4.9300,   0.8396,   0.5529,   0.5114,   0.1728
A51037,2005,  37.9959,   1.5805,   1.1864,   4.8606,   0.8473,   0.4184,   0.3870,   0.1308
