seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B24021,1984,  50.3767,   4.3438,   2.2485,   8.5866,   1.9219,   0.5723,   0.5294,   0.1789
B24021,1985,  39.7858,   3.2351,   1.5075,   8.4404,   1.9244,   0.4365,   0.4037,   0.1364
B24021,1986,  35.1283,   3.4474,   1.7916,   8.2942,   1.9268,   0.3907,   0.3614,   0.1221
B24021,1987,  40.8521,   3.5929,   1.8399,   8.1480,   1.9292,   0.4783,   0.4425,   0.1495
B24021,1988,  37.2830,   3.3690,   1.6183,   8.0018,   1.9316,   0.4582,   0.4238,   0.1432
B24021,1989,  41.2214,   3.7540,   2.4010,   7.8556,   1.9340,   0.5228,   0.4836,   0.1634
B24021,1990,  46.7751,   3.4698,   2.0897,   7.7094,   1.9364,   0.5302,   0.4905,   0.1657
B24021,1991,  34.4555,   3.0317,   1.7618,   7.5632,   1.9388,   0.3693,   0.3416,   0.1154
B24021,1992,  46.4729,   3.5282,   1.9975,   7.4170,   1.9412,   0.5293,   0.4896,   0.1654
B24021,1993,  49.9323,   4.0383,   2.2506,   7.2708,   1.9436,   0.5661,   0.5236,   0.1769
B24021,1994,  46.7868,   3.7701,   2.3616,   7.1246,   1.9461,   0.5147,   0.4761,   0.1609
B24021,1995,  37.7511,   2.7406,   1.7484,   6.9784,   1.9485,   0.4418,   0.4086,   0.1381
B24021,1996,  69.7456,   5.1677,   3.1260,   6.8322,   1.9509,   0.7924,   0.7329,   0.2476
B24021,1997,  35.8658,   2.8994,   1.5081,   6.6860,   1.9533,   0.3795,   0.3510,   0.1186
B24021,1998,  45.7057,   3.9308,   2.0990,   6.5398,   1.9557,   0.5536,   0.5121,   0.1730
B24021,1999,  44.6295,   3.0802,   1.9467,   6.3936,   1.9581,   0.4723,   0.4368,   0.1476
B24021,2000,  44.3343,   2.8951,   1.7266,   6.2474,   1.9605,   0.5198,   0.4808,   0.1624
B24021,2001,  33.0446,   2.3407,   1.7744,   6.1012,   1.9629,   0.3804,   0.3519,   0.1189
B24021,2002,  42.3697,   2.7155,   1.9276,   5.9550,   1.9653,   0.4780,   0.4422,   0.1494
B24021,2003,  62.9295,   3.5285,   3.0599,   5.8088,   1.9677,   0.7445,   0.6886,   0.2326
B24021,2004,  50.9808,   2.9315,   2.5437,   5.6626,   1.9702,   0.6226,   0.5759,   0.1946
B24021,2005,  41.9148,   2.2972,   1.9474,   5.5165,   1.9726,   0.4577,   0.4234,   0.1430
