seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51750,1984,  39.4836,   2.0495,   1.6911,   5.7479,   0.8167,   0.4747,   0.4391,   0.1483
A51750,1985,  37.0200,   2.3480,   1.3479,   5.6636,   0.8161,   0.4114,   0.3805,   0.1285
A51750,1986,  36.3987,   2.7823,   1.6796,   5.5793,   0.8154,   0.4006,   0.3705,   0.1252
A51750,1987,  39.1858,   2.0584,   1.3252,   5.4950,   0.8148,   0.4625,   0.4278,   0.1445
A51750,1988,  30.7594,   2.0113,   1.2751,   5.4107,   0.8141,   0.3524,   0.3260,   0.1101
A51750,1989,  47.2381,   2.7246,   2.1158,   5.3264,   0.8135,   0.5560,   0.5143,   0.1737
A51750,1990,  40.9795,   1.9666,   1.8134,   5.2420,   0.8128,   0.4517,   0.4178,   0.1411
A51750,1991,  32.8100,   1.6214,   1.0830,   5.1577,   0.8122,   0.3768,   0.3486,   0.1178
A51750,1992,  42.3860,   2.2837,   1.4174,   5.0734,   0.8115,   0.5132,   0.4747,   0.1604
A51750,1993,  44.5149,   2.4557,   1.5160,   4.9891,   0.8109,   0.4920,   0.4551,   0.1537
A51750,1994,  41.8904,   2.2221,   2.0045,   4.9048,   0.8102,   0.4681,   0.4330,   0.1463
A51750,1995,  40.0854,   2.1865,   1.6512,   4.8205,   0.8095,   0.4936,   0.4566,   0.1542
A51750,1996,  49.2584,   2.6820,   1.9349,   4.7362,   0.8089,   0.5532,   0.5117,   0.1729
A51750,1997,  30.5876,   1.8411,   1.2410,   4.6518,   0.8082,   0.3546,   0.3280,   0.1108
A51750,1998,  40.8335,   2.0117,   1.6730,   4.5675,   0.8076,   0.5064,   0.4684,   0.1582
A51750,1999,  34.7707,   1.8375,   1.3083,   4.4832,   0.8069,   0.3918,   0.3624,   0.1224
A51750,2000,  34.8189,   2.0398,   1.8644,   4.3989,   0.8063,   0.4245,   0.3926,   0.1326
A51750,2001,  33.9263,   1.7978,   1.5687,   4.3146,   0.8056,   0.4238,   0.3920,   0.1324
A51750,2002,  40.9834,   1.7083,   1.4270,   4.2303,   0.8050,   0.4660,   0.4311,   0.1456
A51750,2003,  52.4471,   2.0321,   1.9573,   4.1460,   0.8043,   0.6335,   0.5860,   0.1980
A51750,2004,  45.2932,   1.6512,   1.3994,   4.0616,   0.8037,   0.5318,   0.4919,   0.1662
A51750,2005,  34.7033,   1.6729,   1.4704,   3.9773,   0.8030,   0.3950,   0.3653,   0.1234
