seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51195,1984,  48.1543,   3.1685,   1.8954,   6.3881,   0.4179,   0.5747,   0.5316,   0.1796
B51195,1985,  40.6558,   2.6286,   1.1828,   6.3370,   0.4199,   0.4649,   0.4301,   0.1453
B51195,1986,  42.6020,   2.5975,   1.1911,   6.2858,   0.4219,   0.4485,   0.4149,   0.1402
B51195,1987,  43.3931,   2.6906,   1.3777,   6.2347,   0.4239,   0.5067,   0.4687,   0.1583
B51195,1988,  37.7159,   2.1196,   1.1498,   6.1836,   0.4259,   0.4219,   0.3902,   0.1318
B51195,1989,  58.2037,   3.2091,   2.0047,   6.1324,   0.4279,   0.6878,   0.6362,   0.2149
B51195,1990,  50.2268,   2.7112,   1.7393,   6.0813,   0.4299,   0.5831,   0.5394,   0.1822
B51195,1991,  52.8385,   2.9363,   1.3925,   6.0302,   0.4319,   0.5726,   0.5296,   0.1789
B51195,1992,  43.4816,   2.6879,   1.3842,   5.9790,   0.4339,   0.4949,   0.4577,   0.1546
B51195,1993,  49.6237,   2.9585,   1.4205,   5.9279,   0.4359,   0.5515,   0.5102,   0.1724
B51195,1994,  55.6910,   2.6074,   1.6579,   5.8768,   0.4378,   0.6352,   0.5876,   0.1985
B51195,1995,  49.3818,   2.9096,   1.9224,   5.8256,   0.4398,   0.5814,   0.5378,   0.1817
B51195,1996,  54.1706,   2.9705,   1.7847,   5.7745,   0.4418,   0.6072,   0.5617,   0.1897
B51195,1997,  45.1499,   3.0503,   1.6598,   5.7234,   0.4438,   0.5248,   0.4855,   0.1640
B51195,1998,  50.2921,   3.1016,   2.0805,   5.6722,   0.4458,   0.6399,   0.5919,   0.2000
B51195,1999,  32.8682,   2.1449,   1.1912,   5.6211,   0.4478,   0.3719,   0.3440,   0.1162
B51195,2000,  40.7507,   2.8484,   1.6217,   5.5700,   0.4498,   0.4740,   0.4384,   0.1481
B51195,2001,  44.6164,   2.2483,   1.3633,   5.5188,   0.4518,   0.5188,   0.4799,   0.1621
B51195,2002,  53.0377,   2.7894,   1.8005,   5.4677,   0.4538,   0.5785,   0.5351,   0.1808
B51195,2003,  58.7295,   2.8948,   1.9632,   5.4166,   0.4558,   0.7131,   0.6596,   0.2229
B51195,2004,  57.1000,   2.2865,   1.5954,   5.3654,   0.4578,   0.6812,   0.6301,   0.2129
B51195,2005,  40.4022,   2.0402,   1.4627,   5.3143,   0.4598,   0.4652,   0.4303,   0.1454
