seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51167,1984,   1,   2.1428,   0.1600,   0.0639,   0.5428,   0.0151,   0.0194,   0.0180,   0.0061
B51167,1984,   2,   4.2011,   0.1522,   0.0834,   0.4864,   0.0232,   0.0381,   0.0352,   0.0119
B51167,1984,   3,   3.2279,   0.3560,   0.2188,   0.5165,   0.0353,   0.0293,   0.0271,   0.0091
B51167,1984,   4,   3.5962,   0.2906,   0.1928,   0.6088,   0.0501,   0.0652,   0.0603,   0.0204
B51167,1984,   5,   8.5135,   0.4343,   0.2909,   0.6465,   0.0509,   0.1543,   0.1428,   0.0482
B51167,1984,   6,   3.6975,   0.3206,   0.2004,   0.5311,   0.0582,   0.0670,   0.0620,   0.0209
B51167,1984,   7,   4.0800,   0.2958,   0.1296,   0.5891,   0.0675,   0.0370,   0.0342,   0.0116
B51167,1984,   8,   2.6281,   0.2356,   0.1003,   0.5509,   0.0399,   0.0238,   0.0220,   0.0074
B51167,1984,   9,   1.7593,   0.1139,   0.0640,   0.5003,   0.0328,   0.0159,   0.0148,   0.0050
B51167,1984,  10,   3.7286,   0.1904,   0.0882,   0.5086,   0.0218,   0.0338,   0.0313,   0.0106
B51167,1984,  11,   4.9396,   0.2141,   0.1006,   0.4496,   0.0306,   0.0448,   0.0414,   0.0140
B51167,1984,  12,   3.0266,   0.1497,   0.0651,   0.4774,   0.0110,   0.0274,   0.0254,   0.0086
B51167,1985,   1,   2.5260,   0.1339,   0.0511,   0.5370,   0.0152,   0.0229,   0.0212,   0.0072
B51167,1985,   2,   3.4144,   0.1698,   0.0549,   0.4812,   0.0232,   0.0310,   0.0286,   0.0097
B51167,1985,   3,   1.8692,   0.1591,   0.0747,   0.5110,   0.0354,   0.0169,   0.0157,   0.0053
B51167,1985,   4,   1.8967,   0.1502,   0.0999,   0.6022,   0.0502,   0.0344,   0.0318,   0.0107
B51167,1985,   5,   4.5232,   0.3642,   0.1789,   0.6395,   0.0510,   0.0820,   0.0759,   0.0256
B51167,1985,   6,   3.1206,   0.2340,   0.1285,   0.5253,   0.0583,   0.0566,   0.0523,   0.0177
B51167,1985,   7,   6.0515,   0.4771,   0.1843,   0.5827,   0.0676,   0.0549,   0.0507,   0.0171
B51167,1985,   8,   5.0528,   0.3361,   0.1071,   0.5450,   0.0400,   0.0458,   0.0424,   0.0143
B51167,1985,   9,   0.7988,   0.0570,   0.0245,   0.4949,   0.0329,   0.0072,   0.0067,   0.0023
B51167,1985,  10,   2.3312,   0.1676,   0.0661,   0.5031,   0.0219,   0.0211,   0.0195,   0.0066
B51167,1985,  11,   7.1116,   0.2914,   0.1032,   0.4447,   0.0307,   0.0645,   0.0596,   0.0201
B51167,1985,  12,   1.6052,   0.1046,   0.0365,   0.4722,   0.0110,   0.0146,   0.0135,   0.0045
B51167,1986,   1,   1.8866,   0.1274,   0.0529,   0.5311,   0.0152,   0.0171,   0.0158,   0.0053
B51167,1986,   2,   4.3559,   0.2544,   0.1042,   0.4759,   0.0233,   0.0395,   0.0365,   0.0123
B51167,1986,   3,   1.7941,   0.1526,   0.0814,   0.5054,   0.0354,   0.0163,   0.0150,   0.0051
B51167,1986,   4,   1.3876,   0.1536,   0.1203,   0.5956,   0.0504,   0.0252,   0.0233,   0.0079
B51167,1986,   5,   5.7564,   0.5088,   0.3264,   0.6325,   0.0511,   0.1044,   0.0965,   0.0326
B51167,1986,   6,   1.0820,   0.1089,   0.0600,   0.5196,   0.0584,   0.0196,   0.0181,   0.0061
B51167,1986,   7,   4.5503,   0.3218,   0.1394,   0.5763,   0.0678,   0.0412,   0.0382,   0.0129
B51167,1986,   8,   4.0252,   0.3601,   0.1429,   0.5390,   0.0401,   0.0365,   0.0338,   0.0114
B51167,1986,   9,   5.3496,   0.3510,   0.1363,   0.4895,   0.0330,   0.0485,   0.0449,   0.0152
B51167,1986,  10,   3.4870,   0.2263,   0.0960,   0.4976,   0.0219,   0.0316,   0.0292,   0.0099
B51167,1986,  11,   5.3830,   0.2848,   0.1094,   0.4399,   0.0308,   0.0488,   0.0451,   0.0152
B51167,1986,  12,   3.4678,   0.1753,   0.0522,   0.4670,   0.0110,   0.0314,   0.0291,   0.0098
B51167,1987,   1,   4.0640,   0.2058,   0.0708,   0.5252,   0.0153,   0.0368,   0.0341,   0.0115
B51167,1987,   2,   4.2709,   0.1961,   0.0662,   0.4706,   0.0234,   0.0387,   0.0358,   0.0121
B51167,1987,   3,   2.9925,   0.2749,   0.1375,   0.4998,   0.0355,   0.0271,   0.0251,   0.0085
