seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51195,1984,   1,   2.0947,   0.1684,   0.0737,   0.5416,   0.0139,   0.0190,   0.0176,   0.0059
B51195,1984,   2,   4.4440,   0.1794,   0.0992,   0.5026,   0.0219,   0.0403,   0.0373,   0.0126
B51195,1984,   3,   4.0200,   0.4318,   0.2646,   0.5546,   0.0343,   0.0364,   0.0337,   0.0114
B51195,1984,   4,   3.4333,   0.2894,   0.2026,   0.5924,   0.0535,   0.0622,   0.0576,   0.0195
B51195,1984,   5,   8.5241,   0.4568,   0.3468,   0.6182,   0.0428,   0.1545,   0.1429,   0.0483
B51195,1984,   6,   3.2877,   0.2720,   0.1972,   0.4565,   0.0532,   0.0596,   0.0551,   0.0186
B51195,1984,   7,   4.9941,   0.3530,   0.1671,   0.5201,   0.0639,   0.0453,   0.0419,   0.0141
B51195,1984,   8,   2.9032,   0.2685,   0.1315,   0.4874,   0.0383,   0.0263,   0.0243,   0.0082
B51195,1984,   9,   2.1015,   0.1587,   0.0989,   0.5251,   0.0299,   0.0190,   0.0176,   0.0060
B51195,1984,  10,   4.2491,   0.1957,   0.1110,   0.5986,   0.0225,   0.0385,   0.0356,   0.0120
B51195,1984,  11,   5.1069,   0.2357,   0.1223,   0.4921,   0.0327,   0.0463,   0.0428,   0.0145
B51195,1984,  12,   2.9955,   0.1593,   0.0806,   0.4989,   0.0111,   0.0272,   0.0251,   0.0085
B51195,1985,   1,   2.6944,   0.1519,   0.0586,   0.5373,   0.0139,   0.0244,   0.0226,   0.0076
B51195,1985,   2,   4.1005,   0.1802,   0.0646,   0.4986,   0.0220,   0.0372,   0.0344,   0.0116
B51195,1985,   3,   2.3090,   0.2019,   0.1011,   0.5502,   0.0344,   0.0209,   0.0194,   0.0065
B51195,1985,   4,   2.7678,   0.1939,   0.1319,   0.5876,   0.0537,   0.0502,   0.0464,   0.0157
B51195,1985,   5,   3.8627,   0.3008,   0.1639,   0.6132,   0.0430,   0.0700,   0.0648,   0.0219
B51195,1985,   6,   4.0040,   0.2799,   0.1718,   0.4529,   0.0534,   0.0726,   0.0671,   0.0227
B51195,1985,   7,   4.3024,   0.3493,   0.1364,   0.5160,   0.0642,   0.0390,   0.0361,   0.0122
B51195,1985,   8,   5.7937,   0.3980,   0.1328,   0.4835,   0.0385,   0.0525,   0.0486,   0.0164
B51195,1985,   9,   0.8882,   0.0642,   0.0304,   0.5209,   0.0300,   0.0081,   0.0074,   0.0025
B51195,1985,  10,   2.5969,   0.1724,   0.0679,   0.5938,   0.0226,   0.0235,   0.0218,   0.0074
B51195,1985,  11,   5.9345,   0.2467,   0.0911,   0.4882,   0.0329,   0.0538,   0.0498,   0.0168
B51195,1985,  12,   1.4017,   0.0895,   0.0325,   0.4949,   0.0112,   0.0127,   0.0118,   0.0040
B51195,1986,   1,   1.6405,   0.0971,   0.0441,   0.5329,   0.0140,   0.0149,   0.0138,   0.0046
B51195,1986,   2,   6.1303,   0.2732,   0.1185,   0.4945,   0.0221,   0.0556,   0.0514,   0.0174
B51195,1986,   3,   2.1054,   0.1588,   0.0841,   0.5457,   0.0346,   0.0191,   0.0177,   0.0060
