seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51159,1984,  45.7667,   2.8754,   1.4500,   8.3087,   0.9498,   0.5299,   0.4901,   0.1656
A51159,1985,  44.5562,   2.7777,   1.3078,   8.1845,   0.9522,   0.4664,   0.4315,   0.1458
A51159,1986,  35.5176,   2.8453,   1.4108,   8.0603,   0.9547,   0.3703,   0.3425,   0.1157
A51159,1987,  42.2451,   3.2860,   1.7294,   7.9361,   0.9572,   0.5103,   0.4721,   0.1595
A51159,1988,  36.6781,   2.5339,   1.2769,   7.8120,   0.9597,   0.4219,   0.3903,   0.1319
A51159,1989,  53.1564,   3.4632,   2.0063,   7.6879,   0.9622,   0.6047,   0.5594,   0.1890
A51159,1990,  44.5414,   2.7321,   1.7435,   7.5637,   0.9646,   0.5241,   0.4848,   0.1638
A51159,1991,  34.2708,   2.3197,   1.2591,   7.4396,   0.9671,   0.3637,   0.3365,   0.1137
A51159,1992,  43.4856,   2.5507,   1.3643,   7.3154,   0.9696,   0.4667,   0.4317,   0.1458
A51159,1993,  43.6350,   3.0791,   1.8519,   7.1913,   0.9721,   0.4885,   0.4518,   0.1527
A51159,1994,  45.8562,   2.7511,   1.8109,   7.0671,   0.9745,   0.4880,   0.4514,   0.1525
A51159,1995,  41.3576,   2.4740,   1.5639,   6.9430,   0.9770,   0.4796,   0.4436,   0.1499
A51159,1996,  54.0378,   3.3784,   1.9909,   6.8188,   0.9795,   0.6013,   0.5562,   0.1879
A51159,1997,  37.8837,   2.4438,   1.4471,   6.6947,   0.9820,   0.4184,   0.3871,   0.1308
A51159,1998,  42.3829,   2.5042,   1.4278,   6.5705,   0.9845,   0.5000,   0.4625,   0.1562
A51159,1999,  44.4101,   2.2442,   1.4304,   6.4464,   0.9869,   0.4526,   0.4187,   0.1414
A51159,2000,  47.2886,   2.7893,   1.5851,   6.3222,   0.9894,   0.5556,   0.5139,   0.1736
A51159,2001,  38.2325,   2.3095,   1.6448,   6.1981,   0.9919,   0.4474,   0.4139,   0.1398
A51159,2002,  39.5132,   2.0903,   1.5059,   6.0739,   0.9944,   0.4410,   0.4079,   0.1378
A51159,2003,  63.1147,   3.0405,   2.3673,   5.9498,   0.9969,   0.7267,   0.6722,   0.2271
A51159,2004,  52.6534,   2.3862,   1.8812,   5.8256,   0.9993,   0.5981,   0.5532,   0.1869
A51159,2005,  41.4547,   1.9288,   1.5798,   5.7015,   1.0018,   0.4566,   0.4224,   0.1427
