seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42105,1984,  51.4199,   4.7972,   2.3556,   6.9289,   0.6737,   0.6284,   0.5812,   0.1964
A42105,1985,  42.0618,   3.7639,   1.8680,   6.8265,   0.6705,   0.4675,   0.4325,   0.1461
A42105,1986,  43.9881,   4.0498,   1.8506,   6.7241,   0.6673,   0.5096,   0.4714,   0.1593
A42105,1987,  40.2627,   3.7092,   1.8511,   6.6218,   0.6640,   0.4865,   0.4500,   0.1520
A42105,1988,  35.3102,   3.4105,   1.5140,   6.5194,   0.6608,   0.4035,   0.3733,   0.1261
A42105,1989,  42.4185,   3.5413,   2.0351,   6.4171,   0.6576,   0.5469,   0.5059,   0.1709
A42105,1990,  52.9637,   4.0762,   2.1190,   6.3148,   0.6543,   0.5943,   0.5497,   0.1857
A42105,1991,  33.7653,   3.2198,   1.5437,   6.2124,   0.6511,   0.3656,   0.3382,   0.1142
A42105,1992,  48.3537,   3.9547,   2.1008,   6.1100,   0.6478,   0.5198,   0.4808,   0.1624
A42105,1993,  47.5031,   4.0310,   1.7924,   6.0077,   0.6446,   0.5479,   0.5068,   0.1712
A42105,1994,  50.9641,   4.1592,   2.2982,   5.9053,   0.6414,   0.5911,   0.5468,   0.1847
A42105,1995,  39.3218,   2.9801,   1.6670,   5.8030,   0.6381,   0.4497,   0.4160,   0.1405
A42105,1996,  55.4677,   4.2470,   2.4180,   5.7006,   0.6349,   0.6292,   0.5820,   0.1966
A42105,1997,  42.2580,   3.2918,   1.6060,   5.5983,   0.6317,   0.4658,   0.4309,   0.1456
A42105,1998,  40.5667,   3.1714,   1.6779,   5.4959,   0.6284,   0.5111,   0.4728,   0.1597
A42105,1999,  40.0654,   2.8427,   1.3976,   5.3935,   0.6252,   0.4359,   0.4032,   0.1362
A42105,2000,  41.8099,   3.5259,   1.8207,   5.2912,   0.6220,   0.5226,   0.4834,   0.1633
A42105,2001,  38.2234,   3.0803,   1.8171,   5.1888,   0.6187,   0.4306,   0.3983,   0.1346
A42105,2002,  43.2602,   3.1629,   1.9459,   5.0865,   0.6155,   0.5386,   0.4982,   0.1683
A42105,2003,  57.3700,   3.5719,   2.3828,   4.9841,   0.6122,   0.6351,   0.5875,   0.1985
A42105,2004,  57.9408,   3.3648,   2.2900,   4.8818,   0.6090,   0.6551,   0.6060,   0.2047
A42105,2005,  43.8253,   2.4321,   1.5382,   4.7794,   0.6058,   0.4715,   0.4361,   0.1473
