seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51191,1984,   1,   1.8053,   0.0953,   0.0414,   0.4510,   0.0215,   0.0164,   0.0151,   0.0051
B51191,1984,   2,   5.4325,   0.1274,   0.0817,   0.4729,   0.0306,   0.0492,   0.0456,   0.0154
B51191,1984,   3,   3.6990,   0.3210,   0.1994,   0.4284,   0.0513,   0.0335,   0.0310,   0.0105
B51191,1984,   4,   4.3387,   0.2615,   0.1754,   0.5246,   0.0636,   0.0787,   0.0728,   0.0246
B51191,1984,   5,   6.6384,   0.3036,   0.2255,   0.5089,   0.0584,   0.1203,   0.1113,   0.0376
B51191,1984,   6,   2.6545,   0.1788,   0.1168,   0.4442,   0.0686,   0.0481,   0.0445,   0.0150
B51191,1984,   7,   5.1507,   0.3281,   0.1419,   0.5181,   0.0975,   0.0467,   0.0432,   0.0146
B51191,1984,   8,   2.9837,   0.1816,   0.0814,   0.4495,   0.0501,   0.0270,   0.0250,   0.0085
B51191,1984,   9,   0.5985,   0.0338,   0.0181,   0.4204,   0.0397,   0.0054,   0.0050,   0.0017
B51191,1984,  10,   2.2337,   0.1028,   0.0549,   0.4278,   0.0283,   0.0202,   0.0187,   0.0063
B51191,1984,  11,   3.3800,   0.1183,   0.0562,   0.3923,   0.0494,   0.0306,   0.0283,   0.0096
B51191,1984,  12,   2.3944,   0.0855,   0.0394,   0.5358,   0.0208,   0.0217,   0.0201,   0.0068
B51191,1985,   1,   3.0276,   0.1053,   0.0466,   0.4466,   0.0216,   0.0274,   0.0254,   0.0086
B51191,1985,   2,   3.8849,   0.1127,   0.0511,   0.4683,   0.0307,   0.0352,   0.0326,   0.0110
B51191,1985,   3,   1.4305,   0.1105,   0.0512,   0.4242,   0.0514,   0.0130,   0.0120,   0.0041
B51191,1985,   4,   2.9446,   0.2094,   0.1494,   0.5195,   0.0638,   0.0534,   0.0494,   0.0167
B51191,1985,   5,   3.8020,   0.2673,   0.1449,   0.5040,   0.0586,   0.0689,   0.0638,   0.0215
B51191,1985,   6,   2.3676,   0.1799,   0.1012,   0.4399,   0.0688,   0.0429,   0.0397,   0.0134
B51191,1985,   7,   5.3874,   0.3654,   0.1406,   0.5131,   0.0978,   0.0488,   0.0452,   0.0153
B51191,1985,   8,   5.0320,   0.2840,   0.0928,   0.4451,   0.0503,   0.0456,   0.0422,   0.0143
B51191,1985,   9,   0.6956,   0.0542,   0.0318,   0.4163,   0.0398,   0.0063,   0.0058,   0.0020
B51191,1985,  10,   3.7516,   0.2203,   0.0877,   0.4237,   0.0284,   0.0340,   0.0315,   0.0106
B51191,1985,  11,   8.6808,   0.2119,   0.0875,   0.3885,   0.0496,   0.0787,   0.0728,   0.0246
B51191,1985,  12,   1.0318,   0.0493,   0.0216,   0.5306,   0.0209,   0.0094,   0.0087,   0.0029
B51191,1986,   1,   1.9017,   0.1134,   0.0484,   0.4422,   0.0216,   0.0172,   0.0159,   0.0054
B51191,1986,   2,   3.5822,   0.2074,   0.1124,   0.4637,   0.0308,   0.0325,   0.0300,   0.0101
B51191,1986,   3,   1.8656,   0.1042,   0.0525,   0.4201,   0.0516,   0.0169,   0.0156,   0.0053
B51191,1986,   4,   0.6052,   0.0574,   0.0496,   0.5144,   0.0641,   0.0110,   0.0101,   0.0034
B51191,1986,   5,   5.1699,   0.3355,   0.2020,   0.4990,   0.0589,   0.0937,   0.0867,   0.0293
B51191,1986,   6,   1.4669,   0.1486,   0.0870,   0.4355,   0.0690,   0.0266,   0.0246,   0.0083
B51191,1986,   7,   4.1837,   0.2895,   0.1297,   0.5081,   0.0982,   0.0379,   0.0351,   0.0119
B51191,1986,   8,   4.8044,   0.4143,   0.1638,   0.4407,   0.0504,   0.0436,   0.0403,   0.0136
B51191,1986,   9,   4.3781,   0.2005,   0.0829,   0.4122,   0.0399,   0.0397,   0.0367,   0.0124
B51191,1986,  10,   2.8452,   0.1929,   0.1008,   0.4195,   0.0285,   0.0258,   0.0239,   0.0081
B51191,1986,  11,   3.5669,   0.1748,   0.0759,   0.3847,   0.0497,   0.0323,   0.0299,   0.0101
B51191,1986,  12,   4.1837,   0.1582,   0.0526,   0.5254,   0.0210,   0.0379,   0.0351,   0.0119
B51191,1987,   1,   3.9706,   0.1378,   0.0535,   0.4378,   0.0217,   0.0360,   0.0333,   0.0112
B51191,1987,   2,   4.4187,   0.1459,   0.0531,   0.4591,   0.0309,   0.0401,   0.0370,   0.0125
B51191,1987,   3,   4.3283,   0.2519,   0.1361,   0.4159,   0.0518,   0.0392,   0.0363,   0.0123
B51191,1987,   4,   7.5705,   0.4396,   0.3312,   0.5093,   0.0643,   0.1372,   0.1270,   0.0429
B51191,1987,   5,   2.0291,   0.1565,   0.0977,   0.4941,   0.0591,   0.0368,   0.0340,   0.0115
B51191,1987,   6,   4.0651,   0.3216,   0.1753,   0.4312,   0.0693,   0.0737,   0.0682,   0.0230
B51191,1987,   7,   3.0322,   0.1879,   0.0692,   0.5030,   0.0985,   0.0275,   0.0254,   0.0086
B51191,1987,   8,   2.6943,   0.2489,   0.1132,   0.4364,   0.0506,   0.0244,   0.0226,   0.0076
B51191,1987,   9,   4.0337,   0.1733,   0.0767,   0.4081,   0.0401,   0.0366,   0.0338,   0.0114
B51191,1987,  10,   1.0047,   0.0697,   0.0364,   0.4154,   0.0286,   0.0091,   0.0084,   0.0028
B51191,1987,  11,   2.9524,   0.0860,   0.0426,   0.3808,   0.0499,   0.0268,   0.0248,   0.0084
B51191,1987,  12,   3.5591,   0.1530,   0.0617,   0.5202,   0.0210,   0.0323,   0.0298,   0.0101
B51191,1988,   1,   2.4968,   0.0946,   0.0372,   0.4334,   0.0218,   0.0226,   0.0209,   0.0071
B51191,1988,   2,   2.6318,   0.1049,   0.0624,   0.4545,   0.0310,   0.0239,   0.0221,   0.0075
B51191,1988,   3,   1.3111,   0.0810,   0.0539,   0.4117,   0.0520,   0.0119,   0.0110,   0.0037
B51191,1988,   4,   3.8519,   0.1966,   0.1350,   0.5042,   0.0645,   0.0698,   0.0646,   0.0218
B51191,1988,   5,   2.6622,   0.1771,   0.1226,   0.4891,   0.0593,   0.0483,   0.0446,   0.0151
B51191,1988,   6,   1.5973,   0.1485,   0.0811,   0.4269,   0.0695,   0.0290,   0.0268,   0.0090
B51191,1988,   7,   4.1605,   0.2876,   0.1108,   0.4980,   0.0989,   0.0377,   0.0349,   0.0118
B51191,1988,   8,   4.0855,   0.3420,   0.1390,   0.4320,   0.0508,   0.0370,   0.0343,   0.0116
B51191,1988,   9,   3.9452,   0.2019,   0.0951,   0.4040,   0.0402,   0.0358,   0.0331,   0.0112
B51191,1988,  10,   2.4616,   0.1098,   0.0585,   0.4112,   0.0287,   0.0223,   0.0206,   0.0070
B51191,1988,  11,   3.1764,   0.1453,   0.0730,   0.3770,   0.0501,   0.0288,   0.0266,   0.0090
B51191,1988,  12,   1.9320,   0.0887,   0.0345,   0.5149,   0.0211,   0.0175,   0.0162,   0.0055
B51191,1989,   1,   3.2776,   0.1181,   0.0663,   0.4290,   0.0219,   0.0297,   0.0275,   0.0093
B51191,1989,   2,   4.1307,   0.2010,   0.1329,   0.4499,   0.0311,   0.0374,   0.0346,   0.0117
B51191,1989,   3,   3.4838,   0.2427,   0.1612,   0.4076,   0.0522,   0.0316,   0.0292,   0.0099
B51191,1989,   4,   2.6960,   0.1832,   0.1772,   0.4991,   0.0647,   0.0489,   0.0452,   0.0153
B51191,1989,   5,   4.8056,   0.2677,   0.2052,   0.4842,   0.0595,   0.0871,   0.0806,   0.0272
B51191,1989,   6,   5.0877,   0.2781,   0.2064,   0.4226,   0.0698,   0.0922,   0.0853,   0.0288
B51191,1989,   7,   5.7532,   0.2848,   0.1437,   0.4929,   0.0992,   0.0522,   0.0482,   0.0163
B51191,1989,   8,   2.9177,   0.2020,   0.0985,   0.4276,   0.0510,   0.0264,   0.0245,   0.0083
B51191,1989,   9,   6.8798,   0.2542,   0.1281,   0.3999,   0.0403,   0.0624,   0.0577,   0.0195
B51191,1989,  10,   3.2035,   0.0819,   0.0438,   0.4070,   0.0288,   0.0290,   0.0269,   0.0091
B51191,1989,  11,   2.9773,   0.1144,   0.0702,   0.3732,   0.0503,   0.0270,   0.0250,   0.0084
B51191,1989,  12,   2.9632,   0.1593,   0.0731,   0.5097,   0.0212,   0.0269,   0.0248,   0.0084
B51191,1990,   1,   3.9821,   0.1470,   0.0947,   0.4246,   0.0219,   0.0361,   0.0334,   0.0113
B51191,1990,   2,   4.8809,   0.1203,   0.1018,   0.4452,   0.0312,   0.0442,   0.0409,   0.0138
B51191,1990,   3,   5.0812,   0.2815,   0.1835,   0.4034,   0.0523,   0.0461,   0.0426,   0.0144
B51191,1990,   4,   3.2892,   0.2352,   0.1754,   0.4940,   0.0650,   0.0596,   0.0552,   0.0186
B51191,1990,   5,   6.9353,   0.3758,   0.2887,   0.4792,   0.0597,   0.1257,   0.1163,   0.0393
B51191,1990,   6,   3.6386,   0.2123,   0.1673,   0.4183,   0.0700,   0.0660,   0.0610,   0.0206
B51191,1990,   7,   5.2363,   0.2831,   0.1662,   0.4879,   0.0995,   0.0475,   0.0439,   0.0148
B51191,1990,   8,   6.6538,   0.4564,   0.2433,   0.4232,   0.0511,   0.0603,   0.0558,   0.0188
B51191,1990,   9,   3.1993,   0.2072,   0.1347,   0.3958,   0.0405,   0.0290,   0.0268,   0.0091
B51191,1990,  10,   6.6445,   0.1491,   0.1043,   0.4029,   0.0289,   0.0602,   0.0557,   0.0188
B51191,1990,  11,   1.4512,   0.0687,   0.0376,   0.3694,   0.0504,   0.0132,   0.0122,   0.0041
B51191,1990,  12,   5.0709,   0.1795,   0.0885,   0.5045,   0.0213,   0.0460,   0.0425,   0.0144
B51191,1991,   1,   2.9921,   0.1305,   0.0545,   0.4202,   0.0220,   0.0271,   0.0251,   0.0085
B51191,1991,   2,   4.7170,   0.1232,   0.0639,   0.4406,   0.0313,   0.0428,   0.0396,   0.0134
B51191,1991,   3,   7.9458,   0.3525,   0.1869,   0.3992,   0.0525,   0.0720,   0.0666,   0.0225
B51191,1991,   4,   2.3843,   0.1711,   0.1178,   0.4888,   0.0652,   0.0432,   0.0400,   0.0135
B51191,1991,   5,   4.6327,   0.3063,   0.1655,   0.4743,   0.0599,   0.0840,   0.0777,   0.0262
B51191,1991,   6,   4.3021,   0.2734,   0.1482,   0.4139,   0.0702,   0.0780,   0.0721,   0.0244
B51191,1991,   7,   5.3161,   0.3480,   0.1547,   0.4828,   0.0999,   0.0482,   0.0446,   0.0151
B51191,1991,   8,   2.7677,   0.2181,   0.0963,   0.4189,   0.0513,   0.0251,   0.0232,   0.0078
B51191,1991,   9,   2.9338,   0.2468,   0.1225,   0.3917,   0.0406,   0.0266,   0.0246,   0.0083
B51191,1991,  10,   0.3928,   0.0196,   0.0107,   0.3987,   0.0290,   0.0036,   0.0033,   0.0011
B51191,1991,  11,   3.7347,   0.1721,   0.0695,   0.3656,   0.0506,   0.0339,   0.0313,   0.0106
B51191,1991,  12,   6.1844,   0.1564,   0.0636,   0.4993,   0.0213,   0.0561,   0.0519,   0.0175
B51191,1992,   1,   2.0483,   0.0603,   0.0290,   0.4159,   0.0221,   0.0186,   0.0172,   0.0058
B51191,1992,   2,   3.6374,   0.1323,   0.0851,   0.4360,   0.0314,   0.0330,   0.0305,   0.0103
B51191,1992,   3,   4.2253,   0.2394,   0.1420,   0.3950,   0.0527,   0.0383,   0.0354,   0.0120
B51191,1992,   4,   3.1407,   0.1661,   0.1099,   0.4837,   0.0654,   0.0569,   0.0527,   0.0178
B51191,1992,   5,   5.0369,   0.4332,   0.2356,   0.4693,   0.0601,   0.0913,   0.0845,   0.0285
B51191,1992,   6,   5.2152,   0.2716,   0.1690,   0.4096,   0.0705,   0.0945,   0.0875,   0.0295
B51191,1992,   7,   5.3069,   0.3171,   0.1345,   0.4778,   0.1002,   0.0481,   0.0445,   0.0150
B51191,1992,   8,   3.2843,   0.2149,   0.0915,   0.4145,   0.0515,   0.0298,   0.0275,   0.0093
B51191,1992,   9,   2.4585,   0.1153,   0.0541,   0.3877,   0.0408,   0.0223,   0.0206,   0.0070
B51191,1992,  10,   3.2616,   0.1130,   0.0568,   0.3945,   0.0291,   0.0296,   0.0273,   0.0092
B51191,1992,  11,   3.0459,   0.1089,   0.0552,   0.3617,   0.0508,   0.0276,   0.0255,   0.0086
B51191,1992,  12,   5.6144,   0.1704,   0.0643,   0.4941,   0.0214,   0.0509,   0.0471,   0.0159
B51191,1993,   1,   3.0082,   0.0975,   0.0390,   0.4115,   0.0222,   0.0273,   0.0252,   0.0085
B51191,1993,   2,   2.8806,   0.0959,   0.0463,   0.4314,   0.0315,   0.0261,   0.0242,   0.0082
B51191,1993,   3,   6.4156,   0.4559,   0.1790,   0.3909,   0.0529,   0.0582,   0.0538,   0.0182
B51191,1993,   4,   3.1165,   0.2157,   0.1282,   0.4786,   0.0656,   0.0565,   0.0523,   0.0177
B51191,1993,   5,   3.1082,   0.1957,   0.1283,   0.4644,   0.0603,   0.0563,   0.0521,   0.0176
B51191,1993,   6,   1.0485,   0.0928,   0.0563,   0.4053,   0.0707,   0.0190,   0.0176,   0.0059
B51191,1993,   7,   2.6341,   0.2174,   0.0989,   0.4728,   0.1006,   0.0239,   0.0221,   0.0075
B51191,1993,   8,   4.6199,   0.3350,   0.1562,   0.4101,   0.0517,   0.0419,   0.0387,   0.0131
B51191,1993,   9,   4.0838,   0.2108,   0.1196,   0.3836,   0.0409,   0.0370,   0.0342,   0.0116
B51191,1993,  10,   1.8400,   0.0951,   0.0556,   0.3904,   0.0292,   0.0167,   0.0154,   0.0052
B51191,1993,  11,   3.0125,   0.1035,   0.0492,   0.3579,   0.0509,   0.0273,   0.0253,   0.0085
B51191,1993,  12,   5.8861,   0.1658,   0.0570,   0.4889,   0.0215,   0.0534,   0.0494,   0.0167
B51191,1994,   1,   4.3983,   0.1309,   0.0650,   0.4071,   0.0222,   0.0399,   0.0369,   0.0125
B51191,1994,   2,   7.0959,   0.1312,   0.1053,   0.4268,   0.0316,   0.0643,   0.0595,   0.0201
B51191,1994,   3,   6.8824,   0.3008,   0.2084,   0.3867,   0.0530,   0.0624,   0.0577,   0.0195
B51191,1994,   4,   4.4952,   0.2382,   0.1986,   0.4735,   0.0658,   0.0815,   0.0754,   0.0255
B51191,1994,   5,   3.1926,   0.1765,   0.1627,   0.4594,   0.0605,   0.0579,   0.0535,   0.0181
B51191,1994,   6,   4.5887,   0.2739,   0.2006,   0.4010,   0.0709,   0.0832,   0.0770,   0.0260
B51191,1994,   7,   4.1267,   0.2193,   0.1124,   0.4677,   0.1009,   0.0374,   0.0346,   0.0117
B51191,1994,   8,   5.5228,   0.2420,   0.1213,   0.4057,   0.0518,   0.0501,   0.0463,   0.0156
B51191,1994,   9,   1.5973,   0.0919,   0.0656,   0.3795,   0.0410,   0.0145,   0.0134,   0.0045
B51191,1994,  10,   2.1996,   0.0702,   0.0459,   0.3862,   0.0293,   0.0199,   0.0184,   0.0062
B51191,1994,  11,   1.7599,   0.0753,   0.0465,   0.3541,   0.0511,   0.0160,   0.0148,   0.0050
B51191,1994,  12,   1.9270,   0.0608,   0.0345,   0.4837,   0.0215,   0.0175,   0.0162,   0.0055
B51191,1995,   1,   6.7655,   0.1536,   0.0971,   0.4027,   0.0223,   0.0613,   0.0567,   0.0192
B51191,1995,   2,   4.1374,   0.1613,   0.0988,   0.4222,   0.0317,   0.0375,   0.0347,   0.0117
B51191,1995,   3,   3.3279,   0.2244,   0.1353,   0.3825,   0.0532,   0.0302,   0.0279,   0.0094
B51191,1995,   4,   1.3389,   0.1002,   0.0823,   0.4684,   0.0661,   0.0243,   0.0225,   0.0076
B51191,1995,   5,   6.6614,   0.4583,   0.3854,   0.4545,   0.0607,   0.1208,   0.1117,   0.0377
B51191,1995,   6,   7.8653,   0.5147,   0.3318,   0.3966,   0.0712,   0.1426,   0.1319,   0.0446
B51191,1995,   7,   1.7813,   0.1212,   0.0650,   0.4627,   0.1012,   0.0161,   0.0149,   0.0050
B51191,1995,   8,   1.8530,   0.1497,   0.0830,   0.4014,   0.0520,   0.0168,   0.0155,   0.0052
B51191,1995,   9,   4.1529,   0.2051,   0.1114,   0.3754,   0.0412,   0.0376,   0.0348,   0.0118
B51191,1995,  10,   3.4359,   0.1196,   0.0893,   0.3821,   0.0294,   0.0311,   0.0288,   0.0097
B51191,1995,  11,   4.3710,   0.1403,   0.0687,   0.3503,   0.0513,   0.0396,   0.0366,   0.0124
B51191,1995,  12,   2.4273,   0.1292,   0.0522,   0.4784,   0.0216,   0.0220,   0.0204,   0.0069
B51191,1996,   1,   7.4751,   0.2750,   0.1546,   0.3983,   0.0224,   0.0678,   0.0627,   0.0212
B51191,1996,   2,   3.2029,   0.1363,   0.0618,   0.4176,   0.0319,   0.0290,   0.0269,   0.0091
B51191,1996,   3,   4.1368,   0.2541,   0.1653,   0.3784,   0.0534,   0.0375,   0.0347,   0.0117
B51191,1996,   4,   3.2186,   0.2437,   0.1652,   0.4633,   0.0663,   0.0584,   0.0540,   0.0182
B51191,1996,   5,   6.6996,   0.4079,   0.2898,   0.4495,   0.0609,   0.1215,   0.1123,   0.0380
B51191,1996,   6,   3.8860,   0.2528,   0.1612,   0.3923,   0.0714,   0.0705,   0.0652,   0.0220
B51191,1996,   7,   3.6249,   0.2199,   0.1246,   0.4576,   0.1016,   0.0329,   0.0304,   0.0103
B51191,1996,   8,   5.1713,   0.3339,   0.1880,   0.3970,   0.0522,   0.0469,   0.0434,   0.0146
B51191,1996,   9,   4.7590,   0.2545,   0.1417,   0.3713,   0.0413,   0.0431,   0.0399,   0.0135
B51191,1996,  10,   2.3181,   0.0812,   0.0499,   0.3779,   0.0295,   0.0210,   0.0194,   0.0066
B51191,1996,  11,   4.5163,   0.1896,   0.0991,   0.3465,   0.0515,   0.0409,   0.0379,   0.0128
B51191,1996,  12,   4.9454,   0.1615,   0.0873,   0.4732,   0.0217,   0.0448,   0.0415,   0.0140
B51191,1997,   1,   3.6449,   0.1502,   0.0800,   0.3939,   0.0225,   0.0330,   0.0306,   0.0103
B51191,1997,   2,   3.7531,   0.1721,   0.1035,   0.4130,   0.0320,   0.0340,   0.0315,   0.0106
B51191,1997,   3,   6.2179,   0.2494,   0.1679,   0.3742,   0.0536,   0.0564,   0.0521,   0.0176
B51191,1997,   4,   4.5829,   0.2807,   0.1525,   0.4582,   0.0665,   0.0831,   0.0769,   0.0260
B51191,1997,   5,   4.9700,   0.2647,   0.1952,   0.4446,   0.0611,   0.0901,   0.0833,   0.0282
B51191,1997,   6,   3.7556,   0.2433,   0.1552,   0.3880,   0.0717,   0.0681,   0.0630,   0.0213
B51191,1997,   7,   5.1674,   0.3229,   0.1569,   0.4526,   0.1019,   0.0468,   0.0433,   0.0146
B51191,1997,   8,   1.8396,   0.1393,   0.0778,   0.3926,   0.0524,   0.0167,   0.0154,   0.0052
B51191,1997,   9,   2.5584,   0.1506,   0.0866,   0.3672,   0.0414,   0.0232,   0.0215,   0.0072
B51191,1997,  10,   1.4799,   0.0844,   0.0474,   0.3737,   0.0296,   0.0134,   0.0124,   0.0042
B51191,1997,  11,   2.2525,   0.1308,   0.0588,   0.3427,   0.0516,   0.0204,   0.0189,   0.0064
B51191,1997,  12,   3.5298,   0.1494,   0.0557,   0.4680,   0.0218,   0.0320,   0.0296,   0.0100
B51191,1998,   1,   6.3190,   0.2600,   0.1339,   0.3895,   0.0225,   0.0573,   0.0530,   0.0179
