seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51079,1984,   1,   1.4763,   0.1055,   0.0385,   0.4978,   0.0614,   0.0134,   0.0124,   0.0042
B51079,1984,   2,   5.7289,   0.1552,   0.0728,   0.5135,   0.0859,   0.0519,   0.0480,   0.0162
B51079,1984,   3,   5.9393,   0.3550,   0.1571,   0.6507,   0.1175,   0.0538,   0.0498,   0.0168
B51079,1984,   4,   5.7835,   0.3981,   0.2434,   0.6543,   0.2427,   0.1048,   0.0970,   0.0328
B51079,1984,   5,   4.1380,   0.3033,   0.1986,   0.7431,   0.1840,   0.0750,   0.0694,   0.0234
B51079,1984,   6,   1.5981,   0.1753,   0.1093,   0.5861,   0.3263,   0.0290,   0.0268,   0.0091
B51079,1984,   7,   7.5647,   0.4890,   0.2094,   0.7121,   0.5205,   0.0686,   0.0634,   0.0214
B51079,1984,   8,   8.3023,   0.5408,   0.1943,   0.7081,   0.3297,   0.0753,   0.0696,   0.0235
B51079,1984,   9,   1.5437,   0.0998,   0.0508,   0.8210,   0.1684,   0.0140,   0.0129,   0.0044
B51079,1984,  10,   3.2417,   0.1658,   0.0796,   0.7923,   0.1426,   0.0294,   0.0272,   0.0092
B51079,1984,  11,   3.0346,   0.1317,   0.0536,   0.4233,   0.1685,   0.0275,   0.0254,   0.0086
B51079,1984,  12,   1.6387,   0.1089,   0.0423,   0.5275,   0.0225,   0.0149,   0.0137,   0.0046
B51079,1985,   1,   2.2501,   0.1406,   0.0482,   0.4886,   0.0615,   0.0204,   0.0189,   0.0064
B51079,1985,   2,   3.4763,   0.1368,   0.0393,   0.5040,   0.0861,   0.0315,   0.0291,   0.0098
B51079,1985,   3,   1.6151,   0.1513,   0.0589,   0.6387,   0.1177,   0.0146,   0.0135,   0.0046
B51079,1985,   4,   0.7955,   0.1086,   0.0779,   0.6421,   0.2433,   0.0144,   0.0133,   0.0045
B51079,1985,   5,   5.3917,   0.5524,   0.2816,   0.7293,   0.1844,   0.0977,   0.0904,   0.0305
B51079,1985,   6,   2.6915,   0.2540,   0.1453,   0.5753,   0.3271,   0.0488,   0.0451,   0.0152
B51079,1985,   7,   5.9301,   0.5428,   0.2110,   0.6989,   0.5217,   0.0538,   0.0497,   0.0168
B51079,1985,   8,   7.1228,   0.6482,   0.2378,   0.6950,   0.3304,   0.0646,   0.0597,   0.0202
B51079,1985,   9,   0.9134,   0.0752,   0.0307,   0.8057,   0.1688,   0.0083,   0.0077,   0.0026
B51079,1985,  10,   4.6525,   0.2138,   0.0745,   0.7776,   0.1429,   0.0422,   0.0390,   0.0132
B51079,1985,  11,  12.6002,   0.3801,   0.1216,   0.4154,   0.1689,   0.1142,   0.1056,   0.0357
B51079,1985,  12,   0.6892,   0.0549,   0.0214,   0.5177,   0.0225,   0.0062,   0.0058,   0.0020
B51079,1986,   1,   1.3190,   0.1087,   0.0458,   0.4793,   0.0617,   0.0120,   0.0111,   0.0037
B51079,1986,   2,   2.8450,   0.2760,   0.1099,   0.4945,   0.0863,   0.0258,   0.0239,   0.0081
B51079,1986,   3,   1.4074,   0.1433,   0.0715,   0.6266,   0.1180,   0.0128,   0.0118,   0.0040
B51079,1986,   4,   2.2563,   0.2860,   0.2370,   0.6300,   0.2439,   0.0409,   0.0378,   0.0128
B51079,1986,   5,   2.1065,   0.2574,   0.1304,   0.7155,   0.1848,   0.0382,   0.0353,   0.0119
B51079,1986,   6,   1.6709,   0.1517,   0.1069,   0.5644,   0.3278,   0.0303,   0.0280,   0.0095
B51079,1986,   7,   5.6419,   0.6555,   0.2641,   0.6857,   0.5229,   0.0511,   0.0473,   0.0160
B51079,1986,   8,   4.9645,   0.5528,   0.2137,   0.6818,   0.3312,   0.0450,   0.0416,   0.0141
B51079,1986,   9,   3.0454,   0.1670,   0.0742,   0.7905,   0.1691,   0.0276,   0.0255,   0.0086
B51079,1986,  10,   1.8151,   0.1504,   0.0612,   0.7629,   0.1432,   0.0165,   0.0152,   0.0051
B51079,1986,  11,   4.1363,   0.3193,   0.1087,   0.4076,   0.1693,   0.0375,   0.0347,   0.0117
B51079,1986,  12,   5.3435,   0.2597,   0.0661,   0.5080,   0.0226,   0.0484,   0.0448,   0.0151
B51079,1987,   1,   3.9939,   0.2183,   0.0615,   0.4701,   0.0618,   0.0362,   0.0335,   0.0113
B51079,1987,   2,   1.7030,   0.0907,   0.0272,   0.4849,   0.0865,   0.0154,   0.0143,   0.0048
B51079,1987,   3,   2.7293,   0.2284,   0.1049,   0.6145,   0.1183,   0.0247,   0.0229,   0.0077
B51079,1987,   4,   8.5956,   0.4524,   0.2144,   0.6179,   0.2444,   0.1558,   0.1441,   0.0487
B51079,1987,   5,   3.0127,   0.3600,   0.1948,   0.7017,   0.1852,   0.0546,   0.0505,   0.0171
B51079,1987,   6,   4.4754,   0.5269,   0.2631,   0.5535,   0.3286,   0.0811,   0.0751,   0.0254
B51079,1987,   7,   2.0710,   0.2189,   0.0872,   0.6724,   0.5241,   0.0188,   0.0174,   0.0059
B51079,1987,   8,   1.9757,   0.2293,   0.1013,   0.6687,   0.3319,   0.0179,   0.0166,   0.0056
B51079,1987,   9,  15.2674,   0.5956,   0.1977,   0.7753,   0.1695,   0.1384,   0.1280,   0.0432
B51079,1987,  10,   1.2531,   0.1109,   0.0424,   0.7482,   0.1436,   0.0114,   0.0105,   0.0035
B51079,1987,  11,   4.6713,   0.1977,   0.0656,   0.3997,   0.1697,   0.0423,   0.0392,   0.0132
B51079,1987,  12,   2.2956,   0.1496,   0.0480,   0.4982,   0.0226,   0.0208,   0.0192,   0.0065
B51079,1988,   1,   2.4096,   0.1335,   0.0396,   0.4608,   0.0619,   0.0218,   0.0202,   0.0068
B51079,1988,   2,   1.3108,   0.1113,   0.0462,   0.4754,   0.0867,   0.0119,   0.0110,   0.0037
B51079,1988,   3,   1.8545,   0.1841,   0.0999,   0.6024,   0.1185,   0.0168,   0.0156,   0.0053
B51079,1988,   4,   1.4773,   0.1697,   0.1233,   0.6057,   0.2450,   0.0268,   0.0248,   0.0084
