seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51053,1984,  46.9233,   2.7081,   1.3730,   7.3261,   0.8461,   0.5297,   0.4900,   0.1655
A51053,1985,  49.2863,   2.6920,   1.2337,   7.2286,   0.8526,   0.5048,   0.4669,   0.1577
A51053,1986,  38.9716,   2.8593,   1.4737,   7.1312,   0.8590,   0.4140,   0.3830,   0.1294
A51053,1987,  44.7324,   2.8930,   1.3805,   7.0337,   0.8655,   0.5076,   0.4696,   0.1586
A51053,1988,  36.8144,   2.5807,   1.3166,   6.9362,   0.8720,   0.4232,   0.3914,   0.1322
A51053,1989,  50.1598,   3.2250,   1.9379,   6.8388,   0.8785,   0.6007,   0.5556,   0.1877
A51053,1990,  40.6499,   2.3771,   1.6039,   6.7413,   0.8850,   0.4691,   0.4339,   0.1466
A51053,1991,  39.1091,   2.3091,   1.2826,   6.6438,   0.8915,   0.4110,   0.3802,   0.1285
A51053,1992,  43.5970,   2.5611,   1.5204,   6.5464,   0.8980,   0.4984,   0.4611,   0.1558
A51053,1993,  46.6226,   2.8025,   1.8340,   6.4489,   0.9045,   0.5338,   0.4937,   0.1668
A51053,1994,  42.7042,   2.3490,   1.6384,   6.3515,   0.9110,   0.4611,   0.4265,   0.1441
A51053,1995,  42.3234,   2.5404,   1.5895,   6.2540,   0.9175,   0.4875,   0.4510,   0.1524
A51053,1996,  59.6751,   3.3526,   2.1653,   6.1565,   0.9240,   0.6497,   0.6010,   0.2030
A51053,1997,  37.9258,   2.3134,   1.5132,   6.0591,   0.9305,   0.4184,   0.3870,   0.1308
A51053,1998,  46.5172,   2.5962,   1.6284,   5.9616,   0.9370,   0.5361,   0.4959,   0.1675
A51053,1999,  50.6232,   2.3358,   1.4927,   5.8642,   0.9435,   0.5388,   0.4984,   0.1684
A51053,2000,  44.6525,   2.6497,   1.7357,   5.7667,   0.9500,   0.5545,   0.5129,   0.1733
A51053,2001,  35.0803,   2.0633,   1.4463,   5.6692,   0.9564,   0.4115,   0.3806,   0.1286
A51053,2002,  45.4165,   2.2760,   1.5492,   5.5718,   0.9629,   0.4869,   0.4504,   0.1522
A51053,2003,  68.5961,   3.0322,   2.6176,   5.4743,   0.9694,   0.8177,   0.7564,   0.2555
A51053,2004,  57.2090,   2.3720,   1.8966,   5.3769,   0.9759,   0.6441,   0.5958,   0.2013
A51053,2005,  38.3446,   1.7421,   1.4576,   5.2794,   0.9824,   0.4080,   0.3774,   0.1275
