seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
C42009,1984,   1,   1.3530,   0.1751,   0.0731,   0.5191,   0.0213,   0.0123,   0.0113,   0.0038
C42009,1984,   2,   4.5676,   0.2846,   0.1362,   0.5319,   0.0300,   0.0414,   0.0383,   0.0129
C42009,1984,   3,   4.9455,   0.5767,   0.2477,   0.6445,   0.0603,   0.0448,   0.0415,   0.0140
C42009,1984,   4,   4.8988,   0.4336,   0.2777,   0.7090,   0.0819,   0.0888,   0.0822,   0.0278
C42009,1984,   5,   3.9215,   0.4578,   0.2926,   0.6995,   0.0929,   0.0711,   0.0658,   0.0222
C42009,1984,   6,   2.6212,   0.3308,   0.2340,   0.7060,   0.1428,   0.0475,   0.0440,   0.0148
C42009,1984,   7,   3.6747,   0.3707,   0.1715,   0.7757,   0.1435,   0.0333,   0.0308,   0.0104
C42009,1984,   8,   5.6585,   0.6295,   0.2460,   0.5834,   0.1413,   0.0513,   0.0474,   0.0160
C42009,1984,   9,   1.9278,   0.2176,   0.1022,   0.6994,   0.0916,   0.0175,   0.0162,   0.0055
C42009,1984,  10,   2.5955,   0.2600,   0.1210,   0.6590,   0.0621,   0.0235,   0.0218,   0.0074
C42009,1984,  11,   3.8749,   0.2130,   0.0907,   0.4925,   0.0447,   0.0351,   0.0325,   0.0110
C42009,1984,  12,   2.5776,   0.2513,   0.0911,   0.4642,   0.0145,   0.0234,   0.0216,   0.0073
C42009,1985,   1,   1.6036,   0.1907,   0.0758,   0.5112,   0.0213,   0.0145,   0.0134,   0.0045
C42009,1985,   2,   3.0138,   0.2120,   0.0723,   0.5238,   0.0300,   0.0273,   0.0253,   0.0085
C42009,1985,   3,   4.3169,   0.3171,   0.1400,   0.6348,   0.0603,   0.0391,   0.0362,   0.0122
C42009,1985,   4,   1.4865,   0.1517,   0.1029,   0.6983,   0.0818,   0.0269,   0.0249,   0.0084
C42009,1985,   5,   5.2070,   0.5024,   0.3170,   0.6889,   0.0928,   0.0944,   0.0873,   0.0295
C42009,1985,   6,   2.0657,   0.2305,   0.1540,   0.6953,   0.1426,   0.0375,   0.0346,   0.0117
C42009,1985,   7,   4.6191,   0.5079,   0.2206,   0.7640,   0.1433,   0.0419,   0.0387,   0.0131
C42009,1985,   8,   2.7703,   0.3386,   0.1406,   0.5746,   0.1412,   0.0251,   0.0232,   0.0078
C42009,1985,   9,   0.6711,   0.0650,   0.0328,   0.6888,   0.0915,   0.0061,   0.0056,   0.0019
C42009,1985,  10,   3.8429,   0.2982,   0.1328,   0.6490,   0.0621,   0.0348,   0.0322,   0.0109
C42009,1985,  11,   9.7187,   0.4984,   0.1966,   0.4850,   0.0447,   0.0881,   0.0815,   0.0275
C42009,1985,  12,   1.1518,   0.0941,   0.0331,   0.4572,   0.0145,   0.0104,   0.0097,   0.0033
C42009,1986,   1,   1.5849,   0.1251,   0.0465,   0.5034,   0.0213,   0.0144,   0.0133,   0.0045
C42009,1986,   2,   4.1516,   0.3883,   0.1474,   0.5158,   0.0300,   0.0376,   0.0348,   0.0118
C42009,1986,   3,   2.2998,   0.2245,   0.0963,   0.6250,   0.0602,   0.0208,   0.0193,   0.0065
C42009,1986,   4,   2.5115,   0.3542,   0.2494,   0.6875,   0.0817,   0.0455,   0.0421,   0.0142
C42009,1986,   5,   2.5339,   0.2911,   0.1783,   0.6783,   0.0927,   0.0459,   0.0425,   0.0144
C42009,1986,   6,   2.3206,   0.2847,   0.1750,   0.6846,   0.1425,   0.0421,   0.0389,   0.0131
C42009,1986,   7,   3.3268,   0.4333,   0.1942,   0.7523,   0.1432,   0.0302,   0.0279,   0.0094
C42009,1986,   8,   1.8105,   0.2252,   0.0954,   0.5658,   0.1410,   0.0164,   0.0152,   0.0051
C42009,1986,   9,   2.1897,   0.2132,   0.1055,   0.6783,   0.0914,   0.0198,   0.0184,   0.0062
C42009,1986,  10,   2.7692,   0.2718,   0.1223,   0.6391,   0.0620,   0.0251,   0.0232,   0.0078
C42009,1986,  11,   4.5364,   0.3564,   0.1247,   0.4776,   0.0447,   0.0411,   0.0380,   0.0129
C42009,1986,  12,   3.2195,   0.2363,   0.0704,   0.4502,   0.0145,   0.0292,   0.0270,   0.0091
C42009,1987,   1,   2.8644,   0.2176,   0.0733,   0.4955,   0.0212,   0.0260,   0.0240,   0.0081
C42009,1987,   2,   0.8623,   0.0756,   0.0253,   0.5077,   0.0299,   0.0078,   0.0072,   0.0024
C42009,1987,   3,   2.6128,   0.2819,   0.1400,   0.6153,   0.0602,   0.0237,   0.0219,   0.0074
C42009,1987,   4,   6.1108,   0.4910,   0.2919,   0.6768,   0.0817,   0.1108,   0.1025,   0.0346
C42009,1987,   5,   2.9517,   0.3595,   0.1973,   0.6677,   0.0927,   0.0535,   0.0495,   0.0167
C42009,1987,   6,   2.6765,   0.3557,   0.2348,   0.6740,   0.1424,   0.0485,   0.0449,   0.0152
C42009,1987,   7,   2.8877,   0.3396,   0.1469,   0.7405,   0.1431,   0.0262,   0.0242,   0.0082
C42009,1987,   8,   2.3393,   0.3132,   0.1561,   0.5569,   0.1409,   0.0212,   0.0196,   0.0066
C42009,1987,   9,   5.2000,   0.4498,   0.2027,   0.6677,   0.0913,   0.0471,   0.0436,   0.0147
C42009,1987,  10,   1.6890,   0.1974,   0.0959,   0.6291,   0.0620,   0.0153,   0.0142,   0.0048
