seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42055,1984,   1,   1.4629,   0.1930,   0.0814,   0.4623,   0.0486,   0.0133,   0.0123,   0.0041
B42055,1984,   2,   5.6372,   0.3337,   0.1632,   0.4881,   0.0526,   0.0511,   0.0473,   0.0160
B42055,1984,   3,   5.3035,   0.5848,   0.2422,   0.6058,   0.1314,   0.0481,   0.0445,   0.0150
B42055,1984,   4,   4.6257,   0.4482,   0.2931,   0.6930,   0.2211,   0.0839,   0.0776,   0.0262
B42055,1984,   5,   3.7232,   0.4447,   0.2844,   0.7097,   0.2284,   0.0675,   0.0624,   0.0211
B42055,1984,   6,   4.1716,   0.5177,   0.3491,   0.7621,   0.3865,   0.0756,   0.0700,   0.0236
B42055,1984,   7,   5.2703,   0.5620,   0.2388,   0.7436,   0.4388,   0.0478,   0.0442,   0.0149
B42055,1984,   8,   5.2778,   0.6337,   0.2359,   0.6830,   0.3539,   0.0478,   0.0443,   0.0150
B42055,1984,   9,   1.4547,   0.1620,   0.0850,   0.7584,   0.2449,   0.0132,   0.0122,   0.0041
B42055,1984,  10,   2.6038,   0.3146,   0.1641,   0.6559,   0.1834,   0.0236,   0.0218,   0.0074
B42055,1984,  11,   4.0876,   0.2259,   0.1054,   0.4560,   0.1157,   0.0371,   0.0343,   0.0116
B42055,1984,  12,   2.1132,   0.2160,   0.0895,   0.4416,   0.0303,   0.0192,   0.0177,   0.0060
B42055,1985,   1,   1.4896,   0.1790,   0.0829,   0.4532,   0.0485,   0.0135,   0.0125,   0.0042
B42055,1985,   2,   3.4678,   0.2057,   0.0702,   0.4784,   0.0525,   0.0314,   0.0291,   0.0098
B42055,1985,   3,   3.7145,   0.3016,   0.1470,   0.5938,   0.1311,   0.0337,   0.0311,   0.0105
B42055,1985,   4,   0.7222,   0.0865,   0.0630,   0.6793,   0.2206,   0.0131,   0.0121,   0.0041
B42055,1985,   5,   5.6304,   0.5520,   0.3439,   0.6956,   0.2279,   0.1021,   0.0944,   0.0319
B42055,1985,   6,   2.3695,   0.2860,   0.1772,   0.7470,   0.3856,   0.0430,   0.0397,   0.0134
B42055,1985,   7,   5.1402,   0.6131,   0.2454,   0.7289,   0.4379,   0.0466,   0.0431,   0.0146
B42055,1985,   8,   3.4359,   0.4203,   0.1659,   0.6695,   0.3531,   0.0311,   0.0288,   0.0097
B42055,1985,   9,   2.2140,   0.2132,   0.0948,   0.7434,   0.2444,   0.0201,   0.0186,   0.0063
B42055,1985,  10,   2.5206,   0.2142,   0.1003,   0.6429,   0.1830,   0.0228,   0.0211,   0.0071
B42055,1985,  11,   8.2806,   0.4050,   0.1735,   0.4469,   0.1154,   0.0751,   0.0694,   0.0235
B42055,1985,  12,   1.6191,   0.1511,   0.0562,   0.4329,   0.0303,   0.0147,   0.0136,   0.0046
B42055,1986,   1,   1.7779,   0.1337,   0.0595,   0.4440,   0.0484,   0.0161,   0.0149,   0.0050
B42055,1986,   2,   4.5505,   0.4295,   0.1788,   0.4687,   0.0524,   0.0412,   0.0382,   0.0129
B42055,1986,   3,   3.0961,   0.3329,   0.1612,   0.5818,   0.1308,   0.0281,   0.0260,   0.0088
B42055,1986,   4,   3.1173,   0.3711,   0.2779,   0.6655,   0.2202,   0.0565,   0.0523,   0.0177
B42055,1986,   5,   2.8625,   0.3186,   0.2074,   0.6815,   0.2274,   0.0519,   0.0480,   0.0162
B42055,1986,   6,   2.9634,   0.3591,   0.2183,   0.7318,   0.3848,   0.0537,   0.0497,   0.0168
B42055,1986,   7,   3.3688,   0.4788,   0.2100,   0.7141,   0.4369,   0.0305,   0.0282,   0.0095
B42055,1986,   8,   3.0238,   0.4128,   0.1547,   0.6559,   0.3523,   0.0274,   0.0254,   0.0086
B42055,1986,   9,   1.3455,   0.1498,   0.0761,   0.7283,   0.2439,   0.0122,   0.0113,   0.0038
