seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24039,1984,  45.7957,   2.7684,   1.4316,   6.9634,   3.9533,   0.5457,   0.5048,   0.1705
A24039,1985,  43.3041,   2.6199,   1.2595,   6.8558,   3.9615,   0.4742,   0.4386,   0.1482
A24039,1986,  34.6261,   2.4624,   1.2222,   6.7482,   3.9697,   0.3479,   0.3218,   0.1087
A24039,1987,  37.7788,   2.6635,   1.3892,   6.6406,   3.9779,   0.4230,   0.3913,   0.1322
A24039,1988,  39.2188,   2.2655,   1.1430,   6.5329,   3.9861,   0.4257,   0.3938,   0.1330
A24039,1989,  58.4497,   3.5672,   2.0166,   6.4253,   3.9943,   0.6685,   0.6184,   0.2089
A24039,1990,  41.1021,   2.5959,   1.6453,   6.3177,   4.0025,   0.4820,   0.4458,   0.1506
A24039,1991,  41.8542,   2.6022,   1.4381,   6.2100,   4.0107,   0.4477,   0.4141,   0.1399
A24039,1992,  46.9645,   2.5728,   1.3978,   6.1024,   4.0189,   0.5128,   0.4744,   0.1603
A24039,1993,  45.9713,   2.9148,   1.6724,   5.9948,   4.0271,   0.5246,   0.4853,   0.1639
A24039,1994,  46.7132,   2.7034,   1.6348,   5.8871,   4.0353,   0.4821,   0.4460,   0.1507
A24039,1995,  37.1291,   2.0290,   1.2826,   5.7795,   4.0435,   0.4483,   0.4147,   0.1401
A24039,1996,  57.5405,   3.2604,   1.8671,   5.6719,   4.0517,   0.6453,   0.5969,   0.2017
A24039,1997,  41.6091,   2.3982,   1.3334,   5.5643,   4.0599,   0.4504,   0.4166,   0.1408
A24039,1998,  44.6152,   2.4481,   1.3438,   5.4566,   4.0681,   0.5248,   0.4854,   0.1640
A24039,1999,  50.1675,   2.3144,   1.3851,   5.3490,   4.0763,   0.5199,   0.4809,   0.1625
A24039,2000,  50.8075,   2.9084,   1.6123,   5.2414,   4.0845,   0.5996,   0.5546,   0.1874
A24039,2001,  46.1310,   2.5921,   1.8335,   5.1337,   4.0927,   0.5364,   0.4962,   0.1676
A24039,2002,  48.7194,   2.2237,   1.5835,   5.0261,   4.1009,   0.5377,   0.4974,   0.1680
A24039,2003,  62.0220,   2.9118,   2.1969,   4.9185,   4.1091,   0.6863,   0.6348,   0.2145
A24039,2004,  51.6348,   2.2611,   1.7212,   4.8109,   4.1173,   0.5743,   0.5312,   0.1795
A24039,2005,  49.3174,   2.1494,   1.8499,   4.7032,   4.1256,   0.5714,   0.5285,   0.1786
