seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51035,1984,  40.7222,   2.1355,   1.3710,   6.3888,   0.9126,   0.4871,   0.4506,   0.1522
A51035,1985,  42.3465,   2.2605,   1.1340,   6.3247,   0.9153,   0.4645,   0.4296,   0.1451
A51035,1986,  36.1183,   2.4240,   1.2884,   6.2606,   0.9180,   0.3833,   0.3546,   0.1198
A51035,1987,  49.8572,   2.3974,   1.2744,   6.1965,   0.9207,   0.5850,   0.5412,   0.1828
A51035,1988,  31.3456,   1.9229,   1.0264,   6.1324,   0.9234,   0.3616,   0.3344,   0.1130
A51035,1989,  59.2208,   3.0903,   1.9646,   6.0684,   0.9261,   0.6872,   0.6356,   0.2147
A51035,1990,  45.3979,   2.0334,   1.5130,   6.0043,   0.9288,   0.4906,   0.4538,   0.1533
A51035,1991,  39.7773,   2.0280,   1.1606,   5.9402,   0.9315,   0.4620,   0.4273,   0.1444
A51035,1992,  48.7198,   2.3425,   1.3598,   5.8761,   0.9342,   0.5938,   0.5492,   0.1855
A51035,1993,  48.8137,   2.6193,   1.3882,   5.8120,   0.9369,   0.5311,   0.4912,   0.1660
A51035,1994,  45.1188,   2.1819,   1.5850,   5.7479,   0.9396,   0.4863,   0.4498,   0.1520
A51035,1995,  43.4075,   2.3655,   1.5487,   5.6839,   0.9423,   0.5055,   0.4676,   0.1580
A51035,1996,  56.7050,   3.0404,   1.9099,   5.6198,   0.9450,   0.6436,   0.5953,   0.2011
A51035,1997,  34.8781,   2.0763,   1.2020,   5.5557,   0.9477,   0.4140,   0.3830,   0.1294
A51035,1998,  47.9180,   2.3744,   1.5512,   5.4916,   0.9504,   0.5717,   0.5288,   0.1786
A51035,1999,  38.9339,   2.0997,   1.2967,   5.4275,   0.9531,   0.4366,   0.4039,   0.1364
A51035,2000,  36.4192,   2.1597,   1.4290,   5.3634,   0.9558,   0.4504,   0.4167,   0.1408
A51035,2001,  38.2127,   1.9737,   1.4233,   5.2993,   0.9585,   0.4705,   0.4352,   0.1470
A51035,2002,  43.3701,   1.8604,   1.2237,   5.2353,   0.9612,   0.4691,   0.4339,   0.1466
A51035,2003,  60.9437,   2.5296,   1.9167,   5.1712,   0.9639,   0.7231,   0.6688,   0.2260
A51035,2004,  49.6093,   1.8331,   1.3791,   5.1071,   0.9666,   0.5732,   0.5302,   0.1791
A51035,2005,  40.8717,   1.7689,   1.2913,   5.0430,   0.9693,   0.4549,   0.4208,   0.1422
