seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51125,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   3,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   5,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   6,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   7,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,   9,   0.0028,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  10,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  11,   0.5997,   0.0283,   0.0092,   0.0140,   0.0006,   0.0054,   0.0050,   0.0017
A51125,1984,   1,  12,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  13,   0.0037,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  14,   0.1834,   0.0068,   0.0018,   0.0140,   0.0006,   0.0017,   0.0015,   0.0005
A51125,1984,   1,  15,   0.0012,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  16,   0.0021,   0.0001,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  17,   0.0326,   0.0018,   0.0007,   0.0140,   0.0006,   0.0003,   0.0003,   0.0001
A51125,1984,   1,  18,   0.0701,   0.0074,   0.0035,   0.0140,   0.0006,   0.0006,   0.0006,   0.0002
A51125,1984,   1,  19,   0.4756,   0.0299,   0.0083,   0.0140,   0.0006,   0.0043,   0.0040,   0.0013
A51125,1984,   1,  20,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  21,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  22,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  23,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  24,   0.0296,   0.0011,   0.0005,   0.0140,   0.0006,   0.0003,   0.0002,   0.0001
A51125,1984,   1,  25,   0.0518,   0.0017,   0.0007,   0.0140,   0.0006,   0.0005,   0.0004,   0.0001
A51125,1984,   1,  26,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  27,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  28,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  29,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  30,   0.0000,   0.0000,   0.0000,   0.0140,   0.0006,   0.0000,   0.0000,   0.0000
A51125,1984,   1,  31,   0.0223,   0.0018,   0.0014,   0.0140,   0.0006,   0.0002,   0.0002,   0.0001
A51125,1984,   2,   1,   0.0000,   0.0000,   0.0000,   0.0162,   0.0009,   0.0000,   0.0000,   0.0000
A51125,1984,   2,   2,   0.0000,   0.0000,   0.0000,   0.0162,   0.0009,   0.0000,   0.0000,   0.0000
