seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51125,1984,  50.3915,   2.7797,   1.3661,   6.9663,   0.9712,   0.5688,   0.5262,   0.1778
B51125,1985,  47.5718,   2.9901,   1.2436,   6.8793,   0.9718,   0.5079,   0.4698,   0.1587
B51125,1986,  34.9731,   2.8637,   1.3160,   6.7923,   0.9724,   0.3691,   0.3415,   0.1154
B51125,1987,  49.8348,   2.8237,   1.2427,   6.7054,   0.9729,   0.5860,   0.5421,   0.1831
B51125,1988,  34.3630,   2.4930,   1.2035,   6.6184,   0.9735,   0.3956,   0.3659,   0.1236
B51125,1989,  56.7640,   3.1879,   1.9281,   6.5314,   0.9740,   0.6705,   0.6202,   0.2095
B51125,1990,  46.9267,   2.5312,   1.5345,   6.4445,   0.9746,   0.5281,   0.4885,   0.1650
B51125,1991,  41.6690,   2.4296,   1.2592,   6.3575,   0.9752,   0.4579,   0.4235,   0.1431
B51125,1992,  45.6600,   2.5532,   1.2930,   6.2706,   0.9757,   0.5305,   0.4907,   0.1658
B51125,1993,  47.4011,   3.1708,   1.7996,   6.1836,   0.9763,   0.5275,   0.4879,   0.1648
B51125,1994,  45.5437,   2.5346,   1.4828,   6.0966,   0.9769,   0.4793,   0.4433,   0.1498
B51125,1995,  50.0195,   2.9138,   1.7499,   6.0097,   0.9774,   0.6257,   0.5788,   0.1955
B51125,1996,  55.1004,   3.1191,   1.6509,   5.9227,   0.9780,   0.6050,   0.5596,   0.1891
B51125,1997,  39.7333,   2.4769,   1.4065,   5.8357,   0.9785,   0.4291,   0.3969,   0.1341
B51125,1998,  48.1013,   2.6725,   1.3512,   5.7488,   0.9791,   0.5808,   0.5373,   0.1815
B51125,1999,  42.4779,   2.0867,   1.1325,   5.6618,   0.9797,   0.4356,   0.4029,   0.1361
B51125,2000,  42.2102,   2.2132,   1.1335,   5.5748,   0.9802,   0.5056,   0.4677,   0.1580
B51125,2001,  32.2321,   2.0072,   1.2154,   5.4879,   0.9808,   0.3768,   0.3485,   0.1177
B51125,2002,  39.5378,   2.2821,   1.4049,   5.4009,   0.9813,   0.4268,   0.3948,   0.1334
B51125,2003,  68.3849,   2.8144,   1.9362,   5.3139,   0.9819,   0.7985,   0.7386,   0.2495
B51125,2004,  47.4557,   1.8831,   1.2823,   5.2270,   0.9825,   0.5407,   0.5002,   0.1690
B51125,2005,  46.6339,   1.9154,   1.5252,   5.1400,   0.9830,   0.5010,   0.4634,   0.1566
