seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51075,1984,   1,   3.3846,   0.1748,   0.0663,   0.4789,   0.0228,   0.0307,   0.0284,   0.0096
A51075,1984,   2,   5.6169,   0.2089,   0.1011,   0.5153,   0.0334,   0.0509,   0.0471,   0.0159
A51075,1984,   3,   8.4329,   0.4828,   0.2205,   0.6696,   0.0743,   0.0764,   0.0707,   0.0239
A51075,1984,   4,   5.8094,   0.3672,   0.2550,   0.6151,   0.1056,   0.1053,   0.0974,   0.0329
A51075,1984,   5,   5.1389,   0.4030,   0.2654,   0.6989,   0.1002,   0.0932,   0.0862,   0.0291
A51075,1984,   6,   1.2590,   0.1200,   0.0820,   0.5898,   0.1060,   0.0228,   0.0211,   0.0071
A51075,1984,   7,   4.5248,   0.3151,   0.1135,   0.6325,   0.1358,   0.0410,   0.0379,   0.0128
A51075,1984,   8,   3.0952,   0.2601,   0.0921,   0.7113,   0.0813,   0.0281,   0.0260,   0.0088
A51075,1984,   9,   0.5849,   0.0444,   0.0221,   0.7199,   0.0769,   0.0053,   0.0049,   0.0017
A51075,1984,  10,   3.2007,   0.1618,   0.0688,   0.7134,   0.0512,   0.0290,   0.0268,   0.0091
A51075,1984,  11,   3.8389,   0.1587,   0.0816,   0.4243,   0.0445,   0.0348,   0.0322,   0.0109
A51075,1984,  12,   1.7408,   0.1043,   0.0420,   0.4193,   0.0118,   0.0158,   0.0146,   0.0049
A51075,1985,   1,   2.6598,   0.1484,   0.0626,   0.4721,   0.0229,   0.0241,   0.0223,   0.0075
A51075,1985,   2,   3.2074,   0.1246,   0.0371,   0.5080,   0.0336,   0.0291,   0.0269,   0.0091
A51075,1985,   3,   1.2612,   0.1544,   0.0763,   0.6601,   0.0746,   0.0114,   0.0106,   0.0036
A51075,1985,   4,   0.3539,   0.0480,   0.0476,   0.6063,   0.1060,   0.0064,   0.0059,   0.0020
A51075,1985,   5,   3.9822,   0.4030,   0.2142,   0.6889,   0.1005,   0.0722,   0.0668,   0.0226
A51075,1985,   6,   2.8675,   0.3145,   0.1965,   0.5814,   0.1064,   0.0520,   0.0481,   0.0162
A51075,1985,   7,   4.2280,   0.4151,   0.1604,   0.6235,   0.1363,   0.0383,   0.0355,   0.0120
A51075,1985,   8,   9.6992,   0.6922,   0.2331,   0.7012,   0.0816,   0.0879,   0.0813,   0.0275
A51075,1985,   9,   2.1228,   0.1249,   0.0426,   0.7096,   0.0772,   0.0192,   0.0178,   0.0060
A51075,1985,  10,   4.3185,   0.1681,   0.0601,   0.7033,   0.0514,   0.0391,   0.0362,   0.0122
A51075,1985,  11,   9.5190,   0.2807,   0.1331,   0.4182,   0.0447,   0.0863,   0.0798,   0.0270
A51075,1985,  12,   0.9716,   0.0640,   0.0249,   0.4133,   0.0119,   0.0088,   0.0081,   0.0028
A51075,1986,   1,   1.9618,   0.1382,   0.0647,   0.4653,   0.0229,   0.0178,   0.0164,   0.0056
A51075,1986,   2,   3.0902,   0.3112,   0.1445,   0.5006,   0.0337,   0.0280,   0.0259,   0.0088
A51075,1986,   3,   1.6747,   0.1540,   0.0917,   0.6505,   0.0749,   0.0152,   0.0140,   0.0047
A51075,1986,   4,   1.3817,   0.1896,   0.1610,   0.5976,   0.1064,   0.0250,   0.0232,   0.0078
A51075,1986,   5,   3.8125,   0.3707,   0.2297,   0.6790,   0.1009,   0.0691,   0.0639,   0.0216
A51075,1986,   6,   1.0183,   0.1230,   0.0778,   0.5730,   0.1068,   0.0185,   0.0171,   0.0058
A51075,1986,   7,   3.9864,   0.4624,   0.1910,   0.6145,   0.1368,   0.0361,   0.0334,   0.0113
A51075,1986,   8,   6.0501,   0.6237,   0.2492,   0.6911,   0.0819,   0.0548,   0.0507,   0.0171
A51075,1986,   9,   1.0194,   0.0859,   0.0364,   0.6994,   0.0775,   0.0092,   0.0085,   0.0029
A51075,1986,  10,   2.5200,   0.1463,   0.0667,   0.6931,   0.0516,   0.0228,   0.0211,   0.0071
A51075,1986,  11,   3.0683,   0.2785,   0.1131,   0.4122,   0.0448,   0.0278,   0.0257,   0.0087
A51075,1986,  12,   5.2247,   0.2178,   0.0692,   0.4074,   0.0119,   0.0474,   0.0438,   0.0148
A51075,1987,   1,   5.4645,   0.2740,   0.0774,   0.4585,   0.0230,   0.0495,   0.0458,   0.0155
A51075,1987,   2,   1.7190,   0.0789,   0.0211,   0.4933,   0.0338,   0.0156,   0.0144,   0.0049
A51075,1987,   3,   2.5662,   0.2091,   0.0926,   0.6410,   0.0751,   0.0233,   0.0215,   0.0073
A51075,1987,   4,   6.4314,   0.3650,   0.1856,   0.5888,   0.1068,   0.1166,   0.1079,   0.0364
