seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A10005,1984,   1,   3.7993,   0.2319,   0.0984,   0.3864,   0.1514,   0.0344,   0.0319,   0.0108
A10005,1984,   2,   3.8502,   0.1497,   0.0798,   0.3647,   0.1978,   0.0349,   0.0323,   0.0109
A10005,1984,   3,   7.7361,   0.5387,   0.2707,   0.5255,   0.3137,   0.0701,   0.0649,   0.0219
A10005,1984,   4,   4.7317,   0.2696,   0.1865,   0.5453,   0.6947,   0.0858,   0.0793,   0.0268
A10005,1984,   5,   7.3086,   0.4954,   0.4475,   0.6708,   0.5800,   0.1325,   0.1226,   0.0414
A10005,1984,   6,   2.4345,   0.2278,   0.1968,   0.6805,   0.8446,   0.0441,   0.0408,   0.0138
A10005,1984,   7,   4.7560,   0.3799,   0.1756,   0.6882,   0.9999,   0.0431,   0.0399,   0.0135
A10005,1984,   8,   1.7141,   0.2397,   0.1103,   0.8323,   0.6893,   0.0155,   0.0144,   0.0049
A10005,1984,   9,   1.6880,   0.1134,   0.0682,   0.6021,   0.4850,   0.0153,   0.0142,   0.0048
A10005,1984,  10,   2.7048,   0.1202,   0.0839,   0.5602,   0.3747,   0.0245,   0.0227,   0.0077
A10005,1984,  11,   2.7191,   0.1352,   0.0964,   0.2551,   0.3856,   0.0246,   0.0228,   0.0077
A10005,1984,  12,   1.6821,   0.0915,   0.0416,   0.3993,   0.0427,   0.0152,   0.0141,   0.0048
A10005,1985,   1,   3.0460,   0.1724,   0.0760,   0.3801,   0.1522,   0.0276,   0.0255,   0.0086
A10005,1985,   2,   2.8600,   0.1195,   0.0388,   0.3587,   0.1987,   0.0259,   0.0240,   0.0081
A10005,1985,   3,   2.3752,   0.1817,   0.0986,   0.5168,   0.3152,   0.0215,   0.0199,   0.0067
A10005,1985,   4,   0.5164,   0.0585,   0.0549,   0.5363,   0.6981,   0.0094,   0.0087,   0.0029
A10005,1985,   5,   4.2811,   0.3529,   0.2562,   0.6598,   0.5828,   0.0776,   0.0718,   0.0243
A10005,1985,   6,   3.1369,   0.3297,   0.2517,   0.6693,   0.8487,   0.0569,   0.0526,   0.0178
A10005,1985,   7,   2.7687,   0.2824,   0.1506,   0.6768,   1.0048,   0.0251,   0.0232,   0.0078
A10005,1985,   8,  10.7435,   0.7831,   0.3322,   0.8186,   0.6926,   0.0974,   0.0901,   0.0304
A10005,1985,   9,   5.5446,   0.1356,   0.0777,   0.5922,   0.4874,   0.0503,   0.0465,   0.0157
A10005,1985,  10,   2.1736,   0.1180,   0.0651,   0.5510,   0.3765,   0.0197,   0.0182,   0.0062
A10005,1985,  11,   4.0478,   0.1887,   0.1017,   0.2509,   0.3875,   0.0367,   0.0339,   0.0115
A10005,1985,  12,   1.2755,   0.0683,   0.0319,   0.3927,   0.0430,   0.0116,   0.0107,   0.0036
A10005,1986,   1,   4.0234,   0.1522,   0.0742,   0.3737,   0.1529,   0.0365,   0.0337,   0.0114
A10005,1986,   2,   3.1817,   0.2452,   0.1133,   0.3527,   0.1997,   0.0288,   0.0267,   0.0090
A10005,1986,   3,   1.2019,   0.1100,   0.0777,   0.5082,   0.3168,   0.0109,   0.0101,   0.0034
A10005,1986,   4,   2.0772,   0.2201,   0.1918,   0.5273,   0.7015,   0.0377,   0.0348,   0.0118
A10005,1986,   5,   0.8342,   0.0493,   0.0593,   0.6487,   0.5856,   0.0151,   0.0140,   0.0047
A10005,1986,   6,   2.5268,   0.3190,   0.2898,   0.6581,   0.8528,   0.0458,   0.0424,   0.0143
