seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51057,1984,   1,   4.0392,   0.2387,   0.1020,   0.5568,   0.0279,   0.0366,   0.0339,   0.0114
A51057,1984,   2,   2.7162,   0.1395,   0.0722,   0.5868,   0.0370,   0.0246,   0.0228,   0.0077
A51057,1984,   3,   8.9974,   0.4902,   0.2290,   0.7463,   0.1092,   0.0816,   0.0754,   0.0255
A51057,1984,   4,   4.3972,   0.2364,   0.1783,   0.7148,   0.1321,   0.0797,   0.0737,   0.0249
A51057,1984,   5,   6.1605,   0.4520,   0.3329,   0.7862,   0.1155,   0.1117,   0.1033,   0.0349
A51057,1984,   6,   2.1073,   0.1734,   0.1127,   0.6609,   0.1209,   0.0382,   0.0353,   0.0119
A51057,1984,   7,   5.6473,   0.4462,   0.1602,   0.7414,   0.1018,   0.0512,   0.0474,   0.0160
A51057,1984,   8,   3.7699,   0.3659,   0.1272,   0.8754,   0.0744,   0.0342,   0.0316,   0.0107
A51057,1984,   9,   0.9353,   0.0688,   0.0333,   0.7681,   0.0610,   0.0085,   0.0078,   0.0026
A51057,1984,  10,   2.5438,   0.1274,   0.0661,   0.7411,   0.0529,   0.0231,   0.0213,   0.0072
A51057,1984,  11,   3.4022,   0.1478,   0.0761,   0.4914,   0.0444,   0.0308,   0.0285,   0.0096
A51057,1984,  12,   1.1253,   0.0563,   0.0220,   0.4698,   0.0137,   0.0102,   0.0094,   0.0032
A51057,1985,   1,   2.5863,   0.1537,   0.0748,   0.5483,   0.0280,   0.0234,   0.0217,   0.0073
A51057,1985,   2,   3.3768,   0.1258,   0.0393,   0.5779,   0.0371,   0.0306,   0.0283,   0.0096
A51057,1985,   3,   1.4563,   0.1436,   0.0749,   0.7350,   0.1095,   0.0132,   0.0122,   0.0041
A51057,1985,   4,   0.6670,   0.0785,   0.0805,   0.7040,   0.1325,   0.0121,   0.0112,   0.0038
A51057,1985,   5,   3.7033,   0.3499,   0.2093,   0.7743,   0.1158,   0.0671,   0.0621,   0.0210
A51057,1985,   6,   2.5371,   0.2968,   0.1961,   0.6508,   0.1212,   0.0460,   0.0425,   0.0144
A51057,1985,   7,   3.3205,   0.3603,   0.1398,   0.7301,   0.1021,   0.0301,   0.0278,   0.0094
A51057,1985,   8,   8.4595,   0.5635,   0.1988,   0.8621,   0.0746,   0.0767,   0.0709,   0.0240
A51057,1985,   9,   6.3909,   0.2237,   0.0781,   0.7564,   0.0612,   0.0579,   0.0536,   0.0181
A51057,1985,  10,   5.5085,   0.2500,   0.1017,   0.7299,   0.0531,   0.0499,   0.0462,   0.0156
A51057,1985,  11,   5.8759,   0.2400,   0.1398,   0.4840,   0.0445,   0.0533,   0.0493,   0.0166
A51057,1985,  12,   0.6219,   0.0450,   0.0212,   0.4627,   0.0138,   0.0056,   0.0052,   0.0018
A51057,1986,   1,   3.0459,   0.1618,   0.0657,   0.5399,   0.0281,   0.0276,   0.0255,   0.0086
A51057,1986,   2,   2.9097,   0.2358,   0.1220,   0.5690,   0.0372,   0.0264,   0.0244,   0.0082
A51057,1986,   3,   1.1928,   0.1160,   0.0781,   0.7237,   0.1098,   0.0108,   0.0100,   0.0034
A51057,1986,   4,   1.3214,   0.1705,   0.1517,   0.6931,   0.1328,   0.0240,   0.0222,   0.0075
A51057,1986,   5,   3.1855,   0.2690,   0.1871,   0.7624,   0.1162,   0.0577,   0.0534,   0.0180
A51057,1986,   6,   1.1531,   0.1668,   0.1223,   0.6408,   0.1216,   0.0209,   0.0193,   0.0065
A51057,1986,   7,   4.3257,   0.4887,   0.1971,   0.7189,   0.1024,   0.0392,   0.0363,   0.0123
A51057,1986,   8,   5.9021,   0.5992,   0.2429,   0.8488,   0.0748,   0.0535,   0.0495,   0.0167
A51057,1986,   9,   0.6770,   0.0720,   0.0314,   0.7448,   0.0613,   0.0061,   0.0057,   0.0019
A51057,1986,  10,   2.8190,   0.1569,   0.0821,   0.7186,   0.0532,   0.0256,   0.0236,   0.0080
A51057,1986,  11,   2.8093,   0.2420,   0.1182,   0.4765,   0.0447,   0.0255,   0.0236,   0.0080
A51057,1986,  12,   6.1995,   0.2240,   0.0775,   0.4555,   0.0138,   0.0562,   0.0520,   0.0176
A51057,1987,   1,   5.6328,   0.3152,   0.0977,   0.5314,   0.0282,   0.0511,   0.0472,   0.0160
A51057,1987,   2,   1.8560,   0.0925,   0.0313,   0.5601,   0.0373,   0.0168,   0.0156,   0.0053
A51057,1987,   3,   2.4887,   0.2023,   0.1067,   0.7124,   0.1101,   0.0226,   0.0209,   0.0070
A51057,1987,   4,   4.5388,   0.3075,   0.1897,   0.6823,   0.1332,   0.0823,   0.0761,   0.0257
A51057,1987,   5,   3.5226,   0.4473,   0.3259,   0.7505,   0.1165,   0.0639,   0.0591,   0.0200
A51057,1987,   6,   6.1748,   0.6391,   0.4015,   0.6308,   0.1219,   0.1119,   0.1035,   0.0350
A51057,1987,   7,   2.9395,   0.3337,   0.1456,   0.7076,   0.1027,   0.0266,   0.0246,   0.0083
A51057,1987,   8,   2.2374,   0.2985,   0.1555,   0.8355,   0.0751,   0.0203,   0.0188,   0.0063
A51057,1987,   9,   4.4403,   0.2773,   0.1335,   0.7331,   0.0615,   0.0402,   0.0372,   0.0126
A51057,1987,  10,   1.6011,   0.1075,   0.0511,   0.7074,   0.0534,   0.0145,   0.0134,   0.0045
A51057,1987,  11,   3.3378,   0.1472,   0.0739,   0.4691,   0.0448,   0.0303,   0.0280,   0.0095
A51057,1987,  12,   3.6093,   0.1999,   0.0841,   0.4484,   0.0139,   0.0327,   0.0303,   0.0102
A51057,1988,   1,   3.1717,   0.1571,   0.0547,   0.5230,   0.0283,   0.0287,   0.0266,   0.0090
A51057,1988,   2,   3.7919,   0.1969,   0.0790,   0.5512,   0.0374,   0.0344,   0.0318,   0.0107
A51057,1988,   3,   2.1434,   0.2005,   0.1310,   0.7010,   0.1104,   0.0194,   0.0180,   0.0061
A51057,1988,   4,   2.2893,   0.2434,   0.1980,   0.6714,   0.1336,   0.0415,   0.0384,   0.0130
A51057,1988,   5,   5.1505,   0.3561,   0.2040,   0.7385,   0.1168,   0.0934,   0.0864,   0.0292
A51057,1988,   6,   2.4803,   0.3133,   0.1813,   0.6208,   0.1223,   0.0450,   0.0416,   0.0141
A51057,1988,   7,   4.2554,   0.2956,   0.1059,   0.6964,   0.1029,   0.0386,   0.0357,   0.0121
A51057,1988,   8,   2.8456,   0.2817,   0.1214,   0.8222,   0.0753,   0.0258,   0.0239,   0.0081
A51057,1988,   9,   2.1500,   0.1292,   0.0609,   0.7214,   0.0617,   0.0195,   0.0180,   0.0061
A51057,1988,  10,   2.6725,   0.2015,   0.0896,   0.6962,   0.0535,   0.0242,   0.0224,   0.0076
A51057,1988,  11,   4.9336,   0.2126,   0.1129,   0.4616,   0.0449,   0.0447,   0.0414,   0.0140
A51057,1988,  12,   0.7595,   0.0550,   0.0224,   0.4413,   0.0139,   0.0069,   0.0064,   0.0022
