seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A54065,1984,  42.9531,   3.6751,   1.7836,   7.7138,   0.7736,   0.4817,   0.4455,   0.1505
A54065,1985,  39.5176,   3.2493,   1.4609,   7.5792,   0.7708,   0.4370,   0.4042,   0.1366
A54065,1986,  33.6168,   3.5422,   1.6114,   7.4446,   0.7680,   0.3667,   0.3392,   0.1146
A54065,1987,  36.8132,   3.4185,   1.6337,   7.3099,   0.7651,   0.4457,   0.4123,   0.1393
A54065,1988,  36.1794,   3.1489,   1.5207,   7.1753,   0.7623,   0.4423,   0.4091,   0.1382
A54065,1989,  42.2135,   3.6508,   2.1815,   7.0406,   0.7595,   0.5190,   0.4800,   0.1622
A54065,1990,  42.2543,   3.0386,   1.7837,   6.9060,   0.7566,   0.4712,   0.4358,   0.1472
A54065,1991,  28.2203,   2.3713,   1.2220,   6.7714,   0.7538,   0.3073,   0.2843,   0.0960
A54065,1992,  38.6183,   3.1213,   1.6563,   6.6367,   0.7510,   0.4451,   0.4117,   0.1391
A54065,1993,  46.2924,   3.7441,   1.8477,   6.5021,   0.7482,   0.5248,   0.4855,   0.1640
A54065,1994,  42.6544,   3.3866,   1.8997,   6.3675,   0.7453,   0.4570,   0.4227,   0.1428
A54065,1995,  37.8552,   2.7848,   1.5269,   6.2328,   0.7425,   0.4375,   0.4046,   0.1367
A54065,1996,  60.0496,   4.5839,   2.4849,   6.0982,   0.7397,   0.6785,   0.6277,   0.2120
A54065,1997,  33.1642,   2.6622,   1.2735,   5.9635,   0.7368,   0.3600,   0.3330,   0.1125
A54065,1998,  37.8639,   3.1026,   1.6753,   5.8289,   0.7340,   0.4692,   0.4340,   0.1466
A54065,1999,  37.0731,   2.5371,   1.4643,   5.6943,   0.7312,   0.4024,   0.3722,   0.1257
A54065,2000,  37.7008,   2.6606,   1.4434,   5.5596,   0.7284,   0.4445,   0.4111,   0.1389
A54065,2001,  30.9352,   2.3228,   1.5311,   5.4250,   0.7255,   0.3790,   0.3505,   0.1184
A54065,2002,  40.8760,   2.6658,   1.6514,   5.2904,   0.7227,   0.4831,   0.4468,   0.1510
A54065,2003,  56.9577,   3.0094,   2.2083,   5.1557,   0.7199,   0.6713,   0.6209,   0.2098
A54065,2004,  48.6764,   2.5736,   1.9550,   5.0211,   0.7171,   0.5779,   0.5346,   0.1806
A54065,2005,  34.2942,   1.8315,   1.3672,   4.8864,   0.7142,   0.3803,   0.3517,   0.1188
