seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A10005,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,   3,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,   5,   0.0193,   0.0018,   0.0018,   0.0125,   0.0049,   0.0002,   0.0002,   0.0001
A10005,1984,   1,   6,   0.2009,   0.0203,   0.0142,   0.0125,   0.0049,   0.0018,   0.0017,   0.0006
A10005,1984,   1,   7,   0.0001,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,   9,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  10,   0.2611,   0.0177,   0.0089,   0.0125,   0.0049,   0.0024,   0.0022,   0.0007
A10005,1984,   1,  11,   1.4075,   0.0667,   0.0247,   0.0125,   0.0049,   0.0128,   0.0118,   0.0040
A10005,1984,   1,  12,   0.0001,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  13,   0.0013,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  14,   0.1958,   0.0052,   0.0013,   0.0125,   0.0049,   0.0018,   0.0016,   0.0006
A10005,1984,   1,  15,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  16,   0.2521,   0.0127,   0.0045,   0.0125,   0.0049,   0.0023,   0.0021,   0.0007
A10005,1984,   1,  17,   0.0468,   0.0027,   0.0010,   0.0125,   0.0049,   0.0004,   0.0004,   0.0001
A10005,1984,   1,  18,   0.3583,   0.0423,   0.0195,   0.0125,   0.0049,   0.0032,   0.0030,   0.0010
A10005,1984,   1,  19,   0.3749,   0.0322,   0.0081,   0.0125,   0.0049,   0.0034,   0.0031,   0.0011
A10005,1984,   1,  20,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  21,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  22,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  23,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  24,   0.1058,   0.0048,   0.0017,   0.0125,   0.0049,   0.0010,   0.0009,   0.0003
A10005,1984,   1,  25,   0.5358,   0.0226,   0.0111,   0.0125,   0.0049,   0.0049,   0.0045,   0.0015
A10005,1984,   1,  26,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  27,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  28,   0.0000,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  29,   0.0005,   0.0000,   0.0000,   0.0125,   0.0049,   0.0000,   0.0000,   0.0000
A10005,1984,   1,  30,   0.0066,   0.0004,   0.0002,   0.0125,   0.0049,   0.0001,   0.0001,   0.0000
A10005,1984,   1,  31,   0.0325,   0.0023,   0.0014,   0.0125,   0.0049,   0.0003,   0.0003,   0.0001
A10005,1984,   2,   1,   0.0000,   0.0000,   0.0000,   0.0126,   0.0068,   0.0000,   0.0000,   0.0000
A10005,1984,   2,   2,   0.0000,   0.0000,   0.0000,   0.0126,   0.0068,   0.0000,   0.0000,   0.0000
A10005,1984,   2,   3,   0.0083,   0.0003,   0.0001,   0.0126,   0.0068,   0.0001,   0.0001,   0.0000
A10005,1984,   2,   4,   0.3072,   0.0180,   0.0107,   0.0126,   0.0068,   0.0028,   0.0026,   0.0009
