seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42041,1984,  45.9708,   4.6631,   2.7138,   7.3020,   2.3366,   0.5346,   0.4945,   0.1671
A42041,1985,  36.1881,   3.2806,   1.8116,   7.1638,   2.3434,   0.4122,   0.3813,   0.1288
A42041,1986,  39.2632,   3.9641,   2.1625,   7.0256,   2.3503,   0.4349,   0.4023,   0.1359
A42041,1987,  36.8129,   3.8154,   2.1632,   6.8874,   2.3571,   0.4204,   0.3889,   0.1314
A42041,1988,  31.9750,   3.1000,   1.6839,   6.7492,   2.3640,   0.3725,   0.3445,   0.1164
A42041,1989,  42.6865,   4.1570,   2.8783,   6.6110,   2.3708,   0.5224,   0.4832,   0.1632
A42041,1990,  47.5297,   3.8307,   2.5540,   6.4729,   2.3776,   0.5273,   0.4878,   0.1648
A42041,1991,  30.1274,   3.1009,   1.8892,   6.3347,   2.3845,   0.3220,   0.2979,   0.1006
A42041,1992,  38.1535,   3.2869,   2.0369,   6.1965,   2.3913,   0.4272,   0.3951,   0.1335
A42041,1993,  49.3336,   4.4636,   2.5000,   6.0583,   2.3982,   0.5646,   0.5223,   0.1764
A42041,1994,  48.6896,   4.0463,   2.6449,   5.9202,   2.4050,   0.5234,   0.4841,   0.1636
A42041,1995,  38.0199,   2.9341,   1.9088,   5.7820,   2.4118,   0.4390,   0.4060,   0.1372
A42041,1996,  63.5395,   5.1948,   3.4740,   5.6438,   2.4187,   0.7263,   0.6718,   0.2270
A42041,1997,  39.5228,   3.1464,   1.8757,   5.5056,   2.4255,   0.4246,   0.3928,   0.1327
A42041,1998,  42.0867,   3.6256,   2.2916,   5.3674,   2.4324,   0.5227,   0.4835,   0.1634
A42041,1999,  38.6625,   3.0091,   2.3284,   5.2292,   2.4392,   0.4198,   0.3883,   0.1312
A42041,2000,  41.7743,   3.0183,   2.2217,   5.0911,   2.4460,   0.4944,   0.4574,   0.1545
A42041,2001,  27.6730,   2.3052,   2.0638,   4.9529,   2.4529,   0.3277,   0.3031,   0.1024
A42041,2002,  41.6415,   2.8204,   2.3510,   4.8147,   2.4597,   0.4816,   0.4455,   0.1505
A42041,2003,  55.1493,   3.5841,   3.5229,   4.6765,   2.4666,   0.6592,   0.6097,   0.2060
A42041,2004,  56.2794,   3.1711,   3.2329,   4.5383,   2.4734,   0.6582,   0.6089,   0.2057
A42041,2005,  43.0915,   2.3614,   2.3707,   4.4001,   2.4802,   0.4704,   0.4351,   0.1470
