seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51023,1984,   1,   1.4751,   0.0982,   0.0410,   0.4645,   0.0184,   0.0134,   0.0124,   0.0042
B51023,1984,   2,   4.9945,   0.1131,   0.0780,   0.4761,   0.0232,   0.0453,   0.0419,   0.0141
B51023,1984,   3,   5.2639,   0.3596,   0.1987,   0.4967,   0.0539,   0.0477,   0.0441,   0.0149
B51023,1984,   4,   4.5868,   0.3134,   0.1945,   0.6210,   0.0588,   0.0832,   0.0769,   0.0260
B51023,1984,   5,   5.1493,   0.3243,   0.2412,   0.5794,   0.0650,   0.0934,   0.0864,   0.0292
B51023,1984,   6,   1.3345,   0.1324,   0.0827,   0.5016,   0.0742,   0.0242,   0.0224,   0.0076
B51023,1984,   7,   6.0565,   0.3885,   0.1701,   0.5729,   0.0861,   0.0549,   0.0508,   0.0172
B51023,1984,   8,   8.2644,   0.4476,   0.1919,   0.5130,   0.0732,   0.0749,   0.0693,   0.0234
B51023,1984,   9,   0.9899,   0.0362,   0.0156,   0.6001,   0.0505,   0.0090,   0.0083,   0.0028
B51023,1984,  10,   3.1100,   0.1203,   0.0607,   0.5999,   0.0293,   0.0282,   0.0261,   0.0088
B51023,1984,  11,   3.4819,   0.1397,   0.0590,   0.4250,   0.0321,   0.0316,   0.0292,   0.0099
B51023,1984,  12,   1.6400,   0.0792,   0.0333,   0.4404,   0.0126,   0.0149,   0.0138,   0.0046
B51023,1985,   1,   2.4345,   0.1204,   0.0434,   0.4589,   0.0184,   0.0221,   0.0204,   0.0069
B51023,1985,   2,   3.4848,   0.1087,   0.0379,   0.4703,   0.0232,   0.0316,   0.0292,   0.0099
B51023,1985,   3,   1.6319,   0.1335,   0.0520,   0.4907,   0.0540,   0.0148,   0.0137,   0.0046
B51023,1985,   4,   1.6053,   0.1307,   0.0923,   0.6134,   0.0588,   0.0291,   0.0269,   0.0091
B51023,1985,   5,   6.5012,   0.5150,   0.2904,   0.5723,   0.0650,   0.1179,   0.1090,   0.0368
B51023,1985,   6,   1.3849,   0.1312,   0.0755,   0.4955,   0.0742,   0.0251,   0.0232,   0.0078
B51023,1985,   7,   4.6835,   0.3794,   0.1412,   0.5659,   0.0861,   0.0425,   0.0393,   0.0133
B51023,1985,   8,   7.7849,   0.5315,   0.1955,   0.5068,   0.0732,   0.0706,   0.0653,   0.0221
B51023,1985,   9,   0.5416,   0.0526,   0.0257,   0.5927,   0.0505,   0.0049,   0.0045,   0.0015
B51023,1985,  10,   3.4293,   0.1834,   0.0701,   0.5926,   0.0293,   0.0311,   0.0288,   0.0097
B51023,1985,  11,  12.4855,   0.2487,   0.0916,   0.4198,   0.0321,   0.1132,   0.1047,   0.0354
B51023,1985,  12,   1.0620,   0.0617,   0.0215,   0.4351,   0.0126,   0.0096,   0.0089,   0.0030
B51023,1986,   1,   1.2650,   0.0931,   0.0430,   0.4532,   0.0184,   0.0115,   0.0106,   0.0036
B51023,1986,   2,   3.1906,   0.2821,   0.1263,   0.4645,   0.0232,   0.0289,   0.0268,   0.0090
B51023,1986,   3,   1.6970,   0.1224,   0.0653,   0.4846,   0.0540,   0.0154,   0.0142,   0.0048
B51023,1986,   4,   1.6430,   0.2517,   0.2398,   0.6058,   0.0588,   0.0298,   0.0276,   0.0093
B51023,1986,   5,   3.5701,   0.3149,   0.1858,   0.5653,   0.0650,   0.0647,   0.0599,   0.0202
B51023,1986,   6,   0.5473,   0.0627,   0.0387,   0.4894,   0.0742,   0.0099,   0.0092,   0.0031
B51023,1986,   7,   2.9662,   0.3129,   0.1475,   0.5590,   0.0861,   0.0269,   0.0249,   0.0084
B51023,1986,   8,   4.6536,   0.3983,   0.1475,   0.5005,   0.0732,   0.0422,   0.0390,   0.0132
B51023,1986,   9,   3.1263,   0.1653,   0.0647,   0.5854,   0.0505,   0.0283,   0.0262,   0.0089
B51023,1986,  10,   2.3232,   0.1387,   0.0578,   0.5853,   0.0293,   0.0211,   0.0195,   0.0066
B51023,1986,  11,   3.9159,   0.2482,   0.0898,   0.4146,   0.0321,   0.0355,   0.0328,   0.0111
B51023,1986,  12,   6.0785,   0.2336,   0.0633,   0.4297,   0.0126,   0.0551,   0.0510,   0.0172
B51023,1987,   1,   4.6654,   0.2052,   0.0668,   0.4475,   0.0184,   0.0423,   0.0391,   0.0132
B51023,1987,   2,   2.8754,   0.1156,   0.0452,   0.4587,   0.0232,   0.0261,   0.0241,   0.0081
B51023,1987,   3,   5.5883,   0.3529,   0.1755,   0.4786,   0.0540,   0.0507,   0.0469,   0.0158
B51023,1987,   4,  12.1178,   0.4225,   0.2558,   0.5983,   0.0588,   0.2197,   0.2032,   0.0687
B51023,1987,   5,   2.4986,   0.3162,   0.1991,   0.5582,   0.0650,   0.0453,   0.0419,   0.0142
B51023,1987,   6,   2.1968,   0.2065,   0.1176,   0.4832,   0.0742,   0.0398,   0.0368,   0.0124
B51023,1987,   7,   3.4120,   0.2564,   0.1034,   0.5520,   0.0861,   0.0309,   0.0286,   0.0097
B51023,1987,   8,   1.8548,   0.1858,   0.0891,   0.4943,   0.0732,   0.0168,   0.0156,   0.0053
B51023,1987,   9,  10.7284,   0.2914,   0.1172,   0.5781,   0.0505,   0.0972,   0.0900,   0.0304
B51023,1987,  10,   0.9459,   0.0757,   0.0390,   0.5779,   0.0293,   0.0086,   0.0079,   0.0027
B51023,1987,  11,   4.5228,   0.1575,   0.0631,   0.4094,   0.0321,   0.0410,   0.0379,   0.0128
B51023,1987,  12,   2.7350,   0.1355,   0.0544,   0.4243,   0.0126,   0.0248,   0.0229,   0.0077
B51023,1988,   1,   2.0424,   0.1002,   0.0328,   0.4419,   0.0184,   0.0185,   0.0171,   0.0058
B51023,1988,   2,   1.2632,   0.0763,   0.0410,   0.4529,   0.0232,   0.0115,   0.0106,   0.0036
B51023,1988,   3,   1.2394,   0.1016,   0.0603,   0.4725,   0.0540,   0.0112,   0.0104,   0.0035
B51023,1988,   4,   2.7710,   0.2180,   0.1233,   0.5907,   0.0588,   0.0502,   0.0465,   0.0157
B51023,1988,   5,   4.8849,   0.3918,   0.2309,   0.5511,   0.0650,   0.0886,   0.0819,   0.0277
B51023,1988,   6,   2.1206,   0.2139,   0.1193,   0.4771,   0.0742,   0.0384,   0.0356,   0.0120
B51023,1988,   7,   4.0972,   0.2616,   0.0966,   0.5450,   0.0861,   0.0371,   0.0344,   0.0116
B51023,1988,   8,   4.5605,   0.2994,   0.1291,   0.4880,   0.0732,   0.0413,   0.0382,   0.0129
B51023,1988,   9,   3.1736,   0.1723,   0.0720,   0.5708,   0.0505,   0.0288,   0.0266,   0.0090
B51023,1988,  10,   1.0594,   0.0630,   0.0319,   0.5706,   0.0293,   0.0096,   0.0089,   0.0030
B51023,1988,  11,   3.8966,   0.1688,   0.0665,   0.4042,   0.0321,   0.0353,   0.0327,   0.0110
B51023,1988,  12,   1.5449,   0.0849,   0.0291,   0.4189,   0.0126,   0.0140,   0.0130,   0.0044
B51023,1989,   1,   1.4618,   0.0931,   0.0498,   0.4362,   0.0184,   0.0133,   0.0123,   0.0041
B51023,1989,   2,   2.4083,   0.1511,   0.0727,   0.4471,   0.0232,   0.0218,   0.0202,   0.0068
B51023,1989,   3,   3.9480,   0.3596,   0.1788,   0.4664,   0.0540,   0.0358,   0.0331,   0.0112
B51023,1989,   4,   3.9612,   0.3123,   0.2472,   0.5831,   0.0588,   0.0718,   0.0664,   0.0224
B51023,1989,   5,   7.9764,   0.4235,   0.2931,   0.5441,   0.0650,   0.1446,   0.1338,   0.0452
B51023,1989,   6,   7.3391,   0.3956,   0.2805,   0.4710,   0.0742,   0.1331,   0.1231,   0.0416
B51023,1989,   7,   7.5141,   0.5085,   0.2628,   0.5380,   0.0861,   0.0681,   0.0630,   0.0213
B51023,1989,   8,   2.6560,   0.2018,   0.0877,   0.4817,   0.0732,   0.0241,   0.0223,   0.0075
B51023,1989,   9,   7.1178,   0.2646,   0.1604,   0.5635,   0.0505,   0.0645,   0.0597,   0.0202
B51023,1989,  10,   4.4862,   0.1327,   0.0696,   0.5633,   0.0293,   0.0407,   0.0376,   0.0127
B51023,1989,  11,   2.7182,   0.1459,   0.0809,   0.3991,   0.0321,   0.0246,   0.0228,   0.0077
B51023,1989,  12,   2.0312,   0.1232,   0.0424,   0.4136,   0.0126,   0.0184,   0.0170,   0.0058
B51023,1990,   1,   3.8156,   0.1803,   0.0993,   0.4305,   0.0184,   0.0346,   0.0320,   0.0108
B51023,1990,   2,   3.3173,   0.1545,   0.1163,   0.4413,   0.0232,   0.0301,   0.0278,   0.0094
B51023,1990,   3,   4.3058,   0.2928,   0.1740,   0.4604,   0.0540,   0.0390,   0.0361,   0.0122
B51023,1990,   4,   2.6287,   0.1964,   0.1451,   0.5756,   0.0588,   0.0477,   0.0441,   0.0149
B51023,1990,   5,   8.1616,   0.4497,   0.3437,   0.5370,   0.0650,   0.1480,   0.1369,   0.0462
B51023,1990,   6,   2.2789,   0.1650,   0.1294,   0.4649,   0.0742,   0.0413,   0.0382,   0.0129
B51023,1990,   7,   4.9950,   0.2536,   0.1699,   0.5310,   0.0862,   0.0453,   0.0419,   0.0141
B51023,1990,   8,   4.0969,   0.3255,   0.1699,   0.4755,   0.0732,   0.0371,   0.0344,   0.0116
B51023,1990,   9,   1.6541,   0.1292,   0.0709,   0.5562,   0.0505,   0.0150,   0.0139,   0.0047
B51023,1990,  10,  12.5999,   0.1817,   0.1254,   0.5560,   0.0293,   0.1142,   0.1056,   0.0357
B51023,1990,  11,   1.3165,   0.0564,   0.0246,   0.3939,   0.0321,   0.0119,   0.0110,   0.0037
B51023,1990,  12,   4.8972,   0.1756,   0.0791,   0.4082,   0.0126,   0.0444,   0.0411,   0.0139
B51023,1991,   1,   4.5174,   0.1667,   0.0601,   0.4249,   0.0184,   0.0409,   0.0379,   0.0128
B51023,1991,   2,   2.3249,   0.1418,   0.0717,   0.4355,   0.0232,   0.0211,   0.0195,   0.0066
B51023,1991,   3,   7.5006,   0.3280,   0.1609,   0.4543,   0.0540,   0.0680,   0.0629,   0.0212
B51023,1991,   4,   2.5617,   0.1908,   0.1465,   0.5680,   0.0588,   0.0464,   0.0430,   0.0145
B51023,1991,   5,   2.5947,   0.2076,   0.1235,   0.5299,   0.0650,   0.0470,   0.0435,   0.0147
B51023,1991,   6,   2.5540,   0.1560,   0.0829,   0.4588,   0.0743,   0.0463,   0.0428,   0.0145
