seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42001,1984,   1,   1.5043,   0.1764,   0.0710,   0.5358,   0.0441,   0.0136,   0.0126,   0.0043
B42001,1984,   2,   6.6305,   0.3367,   0.1598,   0.5618,   0.0474,   0.0601,   0.0556,   0.0188
B42001,1984,   3,   5.7374,   0.5327,   0.2279,   0.6960,   0.1171,   0.0520,   0.0481,   0.0163
B42001,1984,   4,   4.7004,   0.4269,   0.2716,   0.7239,   0.2087,   0.0852,   0.0788,   0.0266
B42001,1984,   5,   4.8642,   0.5412,   0.3713,   0.8276,   0.2035,   0.0882,   0.0816,   0.0276
B42001,1984,   6,   4.1242,   0.4395,   0.2863,   0.8623,   0.3574,   0.0748,   0.0692,   0.0234
B42001,1984,   7,   5.5289,   0.5245,   0.2187,   0.7916,   0.3731,   0.0501,   0.0464,   0.0157
B42001,1984,   8,   6.8456,   0.7898,   0.2727,   0.8153,   0.2618,   0.0621,   0.0574,   0.0194
B42001,1984,   9,   1.5139,   0.1698,   0.0887,   0.9033,   0.1789,   0.0137,   0.0127,   0.0043
B42001,1984,  10,   2.5839,   0.2604,   0.1366,   0.7791,   0.1340,   0.0234,   0.0217,   0.0073
B42001,1984,  11,   4.3804,   0.2326,   0.1167,   0.4916,   0.0955,   0.0397,   0.0367,   0.0124
B42001,1984,  12,   2.0829,   0.2087,   0.0906,   0.5319,   0.0242,   0.0189,   0.0175,   0.0059
B42001,1985,   1,   1.5320,   0.1675,   0.0775,   0.5266,   0.0445,   0.0139,   0.0128,   0.0043
B42001,1985,   2,   3.3150,   0.1827,   0.0620,   0.5521,   0.0479,   0.0300,   0.0278,   0.0094
B42001,1985,   3,   3.3508,   0.2896,   0.1416,   0.6840,   0.1181,   0.0304,   0.0281,   0.0095
B42001,1985,   4,   1.0314,   0.1109,   0.0754,   0.7115,   0.2106,   0.0187,   0.0173,   0.0058
B42001,1985,   5,   6.0964,   0.5494,   0.3390,   0.8134,   0.2053,   0.1105,   0.1022,   0.0345
B42001,1985,   6,   2.6814,   0.3384,   0.1986,   0.8474,   0.3605,   0.0486,   0.0450,   0.0152
B42001,1985,   7,   5.9156,   0.6164,   0.2331,   0.7779,   0.3763,   0.0536,   0.0496,   0.0168
B42001,1985,   8,   3.6081,   0.4285,   0.1604,   0.8012,   0.2641,   0.0327,   0.0303,   0.0102
