seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51113,1984,  47.3085,   2.8173,   1.3618,   7.2911,   1.4086,   0.5371,   0.4968,   0.1678
A51113,1985,  46.2648,   3.0455,   1.2730,   7.1548,   1.4135,   0.5019,   0.4643,   0.1568
A51113,1986,  32.5323,   2.9065,   1.2991,   7.0185,   1.4185,   0.3420,   0.3163,   0.1069
A51113,1987,  46.5984,   3.0853,   1.3104,   6.8822,   1.4234,   0.5545,   0.5129,   0.1733
A51113,1988,  32.7403,   2.6564,   1.2738,   6.7459,   1.4284,   0.3885,   0.3593,   0.1214
A51113,1989,  47.2951,   2.6724,   2.0524,   6.6097,   1.4333,   0.5851,   0.5412,   0.1828
A51113,1990,  47.1415,   2.1359,   1.5779,   6.4734,   1.4383,   0.5501,   0.5088,   0.1719
A51113,1991,  36.9275,   2.0213,   1.3213,   6.3371,   1.4432,   0.4075,   0.3769,   0.1273
A51113,1992,  44.3821,   1.8400,   1.1713,   6.2008,   1.4481,   0.5075,   0.4694,   0.1586
A51113,1993,  46.5857,   2.3393,   1.6340,   6.0645,   1.4531,   0.5238,   0.4845,   0.1637
A51113,1994,  46.6528,   2.2934,   1.6578,   5.9283,   1.4580,   0.4883,   0.4517,   0.1526
A51113,1995,  47.8740,   2.9841,   1.7894,   5.7920,   1.4630,   0.5949,   0.5502,   0.1859
A51113,1996,  59.6496,   3.6205,   1.8915,   5.6557,   1.4679,   0.6586,   0.6092,   0.2058
A51113,1997,  42.2389,   2.2558,   1.5105,   5.5194,   1.4728,   0.4399,   0.4069,   0.1375
A51113,1998,  44.5608,   2.1280,   1.5514,   5.3831,   1.4778,   0.5339,   0.4938,   0.1668
A51113,1999,  38.3853,   1.8010,   1.2420,   5.2468,   1.4827,   0.3904,   0.3611,   0.1220
A51113,2000,  36.2527,   1.8453,   1.2368,   5.1106,   1.4877,   0.4502,   0.4165,   0.1407
A51113,2001,  32.1257,   1.6897,   1.3853,   4.9743,   1.4926,   0.4042,   0.3739,   0.1263
A51113,2002,  37.7052,   1.9201,   1.5294,   4.8380,   1.4975,   0.4267,   0.3947,   0.1334
A51113,2003,  66.3187,   2.3938,   2.0170,   4.7017,   1.5025,   0.7539,   0.6974,   0.2356
A51113,2004,  42.4469,   1.5497,   1.4507,   4.5654,   1.5074,   0.5048,   0.4669,   0.1577
A51113,2005,  39.5484,   1.4396,   1.3478,   4.4292,   1.5124,   0.4280,   0.3959,   0.1338
