seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42035,1984,  56.1515,   5.4097,   2.5139,   6.6631,   0.5762,   0.6766,   0.6259,   0.2114
A42035,1985,  44.7013,   4.0778,   1.8456,   6.5595,   0.5736,   0.5007,   0.4632,   0.1565
A42035,1986,  48.0488,   4.6112,   2.0023,   6.4559,   0.5711,   0.5486,   0.5075,   0.1715
A42035,1987,  43.9133,   4.5309,   2.0831,   6.3523,   0.5686,   0.5247,   0.4853,   0.1640
A42035,1988,  38.7050,   3.6345,   1.6089,   6.2487,   0.5660,   0.4350,   0.4023,   0.1359
A42035,1989,  42.7744,   3.9002,   2.1674,   6.1451,   0.5635,   0.5385,   0.4981,   0.1683
A42035,1990,  54.5305,   4.4460,   2.2387,   6.0415,   0.5610,   0.6112,   0.5654,   0.1910
A42035,1991,  36.6237,   3.6282,   1.7257,   5.9379,   0.5584,   0.3985,   0.3686,   0.1245
A42035,1992,  49.6018,   4.2277,   2.0863,   5.8343,   0.5559,   0.5334,   0.4934,   0.1667
A42035,1993,  51.2821,   4.3036,   1.8697,   5.7307,   0.5534,   0.5906,   0.5463,   0.1846
A42035,1994,  52.4505,   4.1700,   2.1528,   5.6271,   0.5508,   0.5979,   0.5530,   0.1868
A42035,1995,  39.1464,   3.0241,   1.5875,   5.5235,   0.5483,   0.4528,   0.4188,   0.1415
A42035,1996,  57.5850,   4.4289,   2.4396,   5.4199,   0.5457,   0.6422,   0.5941,   0.2007
A42035,1997,  41.5285,   3.1851,   1.4695,   5.3163,   0.5432,   0.4480,   0.4144,   0.1400
A42035,1998,  41.3382,   3.5952,   1.7109,   5.2127,   0.5407,   0.5187,   0.4798,   0.1621
A42035,1999,  41.2921,   3.0340,   1.5804,   5.1091,   0.5381,   0.4552,   0.4211,   0.1422
A42035,2000,  43.2165,   3.7048,   1.9766,   5.0055,   0.5356,   0.5425,   0.5018,   0.1695
A42035,2001,  38.8795,   3.3162,   1.9956,   4.9019,   0.5331,   0.4376,   0.4047,   0.1367
A42035,2002,  45.0087,   3.3390,   1.9937,   4.7983,   0.5305,   0.5535,   0.5120,   0.1730
A42035,2003,  57.0016,   3.6614,   2.3003,   4.6947,   0.5280,   0.6381,   0.5903,   0.1994
A42035,2004,  61.0251,   3.5203,   2.3160,   4.5911,   0.5255,   0.6870,   0.6355,   0.2147
A42035,2005,  42.9762,   2.4415,   1.4467,   4.4875,   0.5229,   0.4534,   0.4194,   0.1417
