seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A36069,1984,   1,   1.4278,   0.2042,   0.1011,   0.4580,   0.0505,   0.0129,   0.0120,   0.0040
A36069,1984,   2,   2.6470,   0.2356,   0.1366,   0.3947,   0.0496,   0.0240,   0.0222,   0.0075
A36069,1984,   3,   2.3063,   0.2544,   0.1727,   0.4846,   0.0967,   0.0209,   0.0193,   0.0065
A36069,1984,   4,   4.4283,   0.5537,   0.3779,   0.4634,   0.1431,   0.0803,   0.0743,   0.0251
A36069,1984,   5,   6.9937,   0.7651,   0.6848,   0.5367,   0.1580,   0.1268,   0.1173,   0.0396
A36069,1984,   6,   4.2649,   0.5155,   0.5106,   0.6181,   0.2802,   0.0773,   0.0715,   0.0242
A36069,1984,   7,   2.8410,   0.3782,   0.2248,   0.6219,   0.2796,   0.0258,   0.0238,   0.0080
A36069,1984,   8,   6.7705,   0.8386,   0.4119,   0.4985,   0.2259,   0.0614,   0.0568,   0.0192
A36069,1984,   9,   4.0109,   0.3404,   0.2305,   0.6132,   0.1235,   0.0364,   0.0336,   0.0114
A36069,1984,  10,   2.2581,   0.2671,   0.1880,   0.4683,   0.1468,   0.0205,   0.0189,   0.0064
A36069,1984,  11,   1.8155,   0.1721,   0.1153,   0.3706,   0.0976,   0.0165,   0.0152,   0.0051
A36069,1984,  12,   2.7059,   0.2795,   0.1529,   0.3386,   0.0492,   0.0245,   0.0227,   0.0077
A36069,1985,   1,   1.4366,   0.2033,   0.1005,   0.4506,   0.0502,   0.0130,   0.0120,   0.0041
A36069,1985,   2,   1.5633,   0.1958,   0.0716,   0.3884,   0.0494,   0.0142,   0.0131,   0.0044
A36069,1985,   3,   2.7537,   0.3964,   0.2495,   0.4768,   0.0962,   0.0250,   0.0231,   0.0078
A36069,1985,   4,   1.9515,   0.2501,   0.2363,   0.4559,   0.1424,   0.0354,   0.0327,   0.0111
A36069,1985,   5,   2.4496,   0.3557,   0.3359,   0.5280,   0.1573,   0.0444,   0.0411,   0.0139
A36069,1985,   6,   4.4104,   0.4063,   0.3358,   0.6081,   0.2789,   0.0800,   0.0740,   0.0250
A36069,1985,   7,   2.1476,   0.3434,   0.2083,   0.6119,   0.2782,   0.0195,   0.0180,   0.0061
A36069,1985,   8,   2.1957,   0.4014,   0.2434,   0.4905,   0.2248,   0.0199,   0.0184,   0.0062
A36069,1985,   9,   2.8066,   0.2491,   0.1519,   0.6033,   0.1229,   0.0254,   0.0235,   0.0080
A36069,1985,  10,   3.5828,   0.4959,   0.3031,   0.4607,   0.1461,   0.0325,   0.0300,   0.0101
A36069,1985,  11,   6.1275,   0.3963,   0.1939,   0.3646,   0.0971,   0.0555,   0.0514,   0.0174
