seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A36065,1984,  44.3332,   3.9215,   2.4859,   4.3150,   1.2943,   0.5291,   0.4894,   0.1653
A36065,1985,  38.5577,   4.0397,   2.3922,   4.2580,   1.2878,   0.4264,   0.3944,   0.1333
A36065,1986,  49.8884,   5.0923,   2.8854,   4.2011,   1.2812,   0.5668,   0.5243,   0.1771
A36065,1987,  40.8867,   4.4120,   2.6074,   4.1441,   1.2746,   0.4711,   0.4358,   0.1472
A36065,1988,  39.4627,   4.2089,   2.4192,   4.0872,   1.2681,   0.4295,   0.3973,   0.1342
A36065,1989,  44.0095,   4.3473,   2.5967,   4.0302,   1.2615,   0.5346,   0.4945,   0.1671
A36065,1990,  55.3736,   5.0831,   3.0912,   3.9732,   1.2550,   0.6398,   0.5918,   0.1999
A36065,1991,  43.7440,   4.4807,   2.4429,   3.9163,   1.2484,   0.4966,   0.4594,   0.1552
A36065,1992,  48.1966,   4.1990,   2.6377,   3.8593,   1.2419,   0.5383,   0.4979,   0.1682
A36065,1993,  47.6245,   4.3968,   2.5943,   3.8024,   1.2353,   0.5452,   0.5044,   0.1704
A36065,1994,  48.9173,   4.4754,   3.0743,   3.7454,   1.2287,   0.5765,   0.5333,   0.1802
A36065,1995,  35.8726,   3.6005,   2.4878,   3.6885,   1.2222,   0.3935,   0.3639,   0.1230
A36065,1996,  49.8599,   4.4888,   2.8736,   3.6315,   1.2156,   0.5845,   0.5406,   0.1826
A36065,1997,  38.8827,   3.9406,   2.3411,   3.5745,   1.2091,   0.4362,   0.4035,   0.1363
A36065,1998,  42.3853,   3.8444,   2.4472,   3.5176,   1.2025,   0.5039,   0.4661,   0.1575
A36065,1999,  38.6731,   2.9783,   1.7420,   3.4606,   1.1960,   0.4125,   0.3816,   0.1289
A36065,2000,  53.2072,   5.0193,   3.4143,   3.4037,   1.1894,   0.6706,   0.6203,   0.2096
A36065,2001,  37.4411,   3.4810,   2.2528,   3.3467,   1.1829,   0.4374,   0.4046,   0.1367
A36065,2002,  51.6571,   4.4847,   3.0939,   3.2897,   1.1763,   0.6150,   0.5689,   0.1922
A36065,2003,  52.7673,   4.0850,   3.0531,   3.2328,   1.1697,   0.5964,   0.5516,   0.1864
A36065,2004,  49.2735,   3.0918,   2.4346,   3.1758,   1.1632,   0.5571,   0.5153,   0.1741
A36065,2005,  47.8810,   2.5042,   2.0118,   3.1189,   1.1566,   0.5233,   0.4841,   0.1635
