seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24013,1984,   1,  30,   0.0325,   0.0035,   0.0015,   0.0137,   0.0014,   0.0003,   0.0003,   0.0001
A24013,1984,   1,  31,   0.0581,   0.0089,   0.0053,   0.0137,   0.0014,   0.0005,   0.0005,   0.0002
A24013,1984,   2,   1,   0.0000,   0.0000,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,   2,   0.0000,   0.0000,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,   3,   0.1158,   0.0182,   0.0097,   0.0174,   0.0016,   0.0010,   0.0010,   0.0003
A24013,1984,   2,   4,   0.0835,   0.0098,   0.0078,   0.0174,   0.0016,   0.0008,   0.0007,   0.0002
A24013,1984,   2,   5,   0.1737,   0.0243,   0.0152,   0.0174,   0.0016,   0.0016,   0.0015,   0.0005
A24013,1984,   2,   6,   0.0090,   0.0013,   0.0008,   0.0174,   0.0016,   0.0001,   0.0001,   0.0000
A24013,1984,   2,   7,   0.0026,   0.0003,   0.0001,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,   8,   0.0015,   0.0000,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,   9,   0.0015,   0.0001,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,  10,   0.0015,   0.0000,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,  11,   0.2341,   0.0241,   0.0179,   0.0174,   0.0016,   0.0021,   0.0020,   0.0007
A24013,1984,   2,  12,   0.0167,   0.0016,   0.0016,   0.0174,   0.0016,   0.0002,   0.0001,   0.0000
A24013,1984,   2,  13,   0.0211,   0.0026,   0.0019,   0.0174,   0.0016,   0.0002,   0.0002,   0.0001
A24013,1984,   2,  14,   1.4522,   0.0537,   0.0264,   0.0174,   0.0016,   0.0132,   0.0122,   0.0041
A24013,1984,   2,  15,   0.5221,   0.0160,   0.0099,   0.0174,   0.0016,   0.0047,   0.0044,   0.0015
A24013,1984,   2,  16,   0.0313,   0.0014,   0.0006,   0.0174,   0.0016,   0.0003,   0.0003,   0.0001
A24013,1984,   2,  17,   0.0065,   0.0004,   0.0001,   0.0174,   0.0016,   0.0001,   0.0001,   0.0000
A24013,1984,   2,  18,   0.1146,   0.0088,   0.0039,   0.0174,   0.0016,   0.0010,   0.0010,   0.0003
A24013,1984,   2,  19,   0.0015,   0.0001,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,  20,   0.0065,   0.0002,   0.0001,   0.0174,   0.0016,   0.0001,   0.0001,   0.0000
A24013,1984,   2,  21,   0.0000,   0.0000,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,  22,   0.0000,   0.0000,   0.0000,   0.0174,   0.0016,   0.0000,   0.0000,   0.0000
A24013,1984,   2,  23,   0.0230,   0.0030,   0.0015,   0.0174,   0.0016,   0.0002,   0.0002,   0.0001
A24013,1984,   2,  24,   1.4018,   0.0602,   0.0185,   0.0174,   0.0016,   0.0127,   0.0118,   0.0040
A24013,1984,   2,  25,   0.1550,   0.0065,   0.0032,   0.0174,   0.0016,   0.0014,   0.0013,   0.0004
A24013,1984,   2,  26,   0.0250,   0.0013,   0.0005,   0.0174,   0.0016,   0.0002,   0.0002,   0.0001
A24013,1984,   2,  27,   0.0283,   0.0004,   0.0001,   0.0174,   0.0016,   0.0003,   0.0002,   0.0001
A24013,1984,   2,  28,   0.5911,   0.0219,   0.0083,   0.0174,   0.0016,   0.0054,   0.0050,   0.0017
A24013,1984,   2,  29,   0.0379,   0.0013,   0.0006,   0.0174,   0.0016,   0.0003,   0.0003,   0.0001
A24013,1984,   3,   1,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,   2,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,   3,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,   4,   0.0886,   0.0057,   0.0028,   0.0180,   0.0050,   0.0008,   0.0007,   0.0003
A24013,1984,   3,   5,   0.3633,   0.0358,   0.0160,   0.0180,   0.0050,   0.0033,   0.0030,   0.0010
A24013,1984,   3,   6,   0.0861,   0.0111,   0.0067,   0.0180,   0.0050,   0.0008,   0.0007,   0.0002
A24013,1984,   3,   7,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,   8,   0.1167,   0.0128,   0.0065,   0.0180,   0.0050,   0.0011,   0.0010,   0.0003
A24013,1984,   3,   9,   0.3047,   0.0455,   0.0211,   0.0180,   0.0050,   0.0028,   0.0026,   0.0009
A24013,1984,   3,  10,   0.0003,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  11,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  12,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  13,   0.6225,   0.0965,   0.0395,   0.0180,   0.0050,   0.0056,   0.0052,   0.0018
A24013,1984,   3,  14,   0.0543,   0.0064,   0.0027,   0.0180,   0.0050,   0.0005,   0.0005,   0.0002
A24013,1984,   3,  15,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  16,   0.0008,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  17,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  18,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  19,   0.0019,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  20,   0.0002,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  21,   0.5060,   0.0803,   0.0397,   0.0180,   0.0050,   0.0046,   0.0042,   0.0014
A24013,1984,   3,  22,   0.0252,   0.0024,   0.0020,   0.0180,   0.0050,   0.0002,   0.0002,   0.0001
A24013,1984,   3,  23,   0.0025,   0.0001,   0.0001,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  24,   0.0000,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   3,  25,   0.1196,   0.0127,   0.0062,   0.0180,   0.0050,   0.0011,   0.0010,   0.0003
A24013,1984,   3,  26,   0.4322,   0.0448,   0.0213,   0.0180,   0.0050,   0.0039,   0.0036,   0.0012
A24013,1984,   3,  27,   0.0197,   0.0009,   0.0005,   0.0180,   0.0050,   0.0002,   0.0002,   0.0001
A24013,1984,   3,  28,   0.8626,   0.0878,   0.0371,   0.0180,   0.0050,   0.0078,   0.0072,   0.0024
A24013,1984,   3,  29,   1.6159,   0.0734,   0.0239,   0.0180,   0.0050,   0.0146,   0.0135,   0.0046
A24013,1984,   3,  30,   0.0131,   0.0003,   0.0001,   0.0180,   0.0050,   0.0001,   0.0001,   0.0000
A24013,1984,   3,  31,   0.0031,   0.0000,   0.0000,   0.0180,   0.0050,   0.0000,   0.0000,   0.0000
A24013,1984,   4,   1,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,   2,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,   3,   0.0160,   0.0003,   0.0002,   0.0233,   0.0108,   0.0003,   0.0003,   0.0001
A24013,1984,   4,   4,   0.7975,   0.0445,   0.0245,   0.0233,   0.0108,   0.0145,   0.0134,   0.0045
A24013,1984,   4,   5,   0.7994,   0.0637,   0.0353,   0.0233,   0.0108,   0.0145,   0.0134,   0.0045
A24013,1984,   4,   6,   0.1024,   0.0067,   0.0050,   0.0233,   0.0108,   0.0019,   0.0017,   0.0006
A24013,1984,   4,   7,   0.0284,   0.0014,   0.0012,   0.0233,   0.0108,   0.0005,   0.0005,   0.0002
A24013,1984,   4,   8,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,   9,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  10,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  11,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  12,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  13,   0.0715,   0.0063,   0.0074,   0.0233,   0.0108,   0.0013,   0.0012,   0.0004
A24013,1984,   4,  14,   0.1127,   0.0176,   0.0165,   0.0233,   0.0108,   0.0020,   0.0019,   0.0006
A24013,1984,   4,  15,   0.7223,   0.0669,   0.0440,   0.0233,   0.0108,   0.0131,   0.0121,   0.0041
A24013,1984,   4,  16,   0.3961,   0.0315,   0.0238,   0.0233,   0.0108,   0.0072,   0.0066,   0.0022
A24013,1984,   4,  17,   0.1307,   0.0110,   0.0091,   0.0233,   0.0108,   0.0024,   0.0022,   0.0007
A24013,1984,   4,  18,   0.0340,   0.0034,   0.0032,   0.0233,   0.0108,   0.0006,   0.0006,   0.0002
A24013,1984,   4,  19,   0.0126,   0.0003,   0.0003,   0.0233,   0.0108,   0.0002,   0.0002,   0.0001
A24013,1984,   4,  20,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  21,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  22,   0.0088,   0.0007,   0.0006,   0.0233,   0.0108,   0.0002,   0.0001,   0.0001
A24013,1984,   4,  23,   0.4650,   0.0574,   0.0316,   0.0233,   0.0108,   0.0084,   0.0078,   0.0026
A24013,1984,   4,  24,   0.1024,   0.0132,   0.0085,   0.0233,   0.0108,   0.0019,   0.0017,   0.0006
A24013,1984,   4,  25,   0.0245,   0.0025,   0.0024,   0.0233,   0.0108,   0.0004,   0.0004,   0.0001
A24013,1984,   4,  26,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  27,   0.0000,   0.0000,   0.0000,   0.0233,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   4,  28,   0.0089,   0.0008,   0.0008,   0.0233,   0.0108,   0.0002,   0.0001,   0.0001
A24013,1984,   4,  29,   0.1063,   0.0102,   0.0087,   0.0233,   0.0108,   0.0019,   0.0018,   0.0006
A24013,1984,   4,  30,   0.0333,   0.0046,   0.0041,   0.0233,   0.0108,   0.0006,   0.0006,   0.0002
A24013,1984,   5,   1,   0.1265,   0.0178,   0.0164,   0.0286,   0.0087,   0.0023,   0.0021,   0.0007
A24013,1984,   5,   2,   0.0028,   0.0001,   0.0001,   0.0286,   0.0087,   0.0001,   0.0000,   0.0000
A24013,1984,   5,   3,   0.1088,   0.0166,   0.0109,   0.0286,   0.0087,   0.0020,   0.0018,   0.0006
A24013,1984,   5,   4,   1.4917,   0.1596,   0.1128,   0.0286,   0.0087,   0.0270,   0.0250,   0.0085
A24013,1984,   5,   5,   0.0118,   0.0007,   0.0004,   0.0286,   0.0087,   0.0002,   0.0002,   0.0001
A24013,1984,   5,   6,   0.1692,   0.0153,   0.0067,   0.0286,   0.0087,   0.0031,   0.0028,   0.0010
A24013,1984,   5,   7,   0.1247,   0.0126,   0.0067,   0.0286,   0.0087,   0.0023,   0.0021,   0.0007
A24013,1984,   5,   8,   0.5078,   0.0501,   0.0274,   0.0286,   0.0087,   0.0092,   0.0085,   0.0029
A24013,1984,   5,   9,   0.3669,   0.0339,   0.0205,   0.0286,   0.0087,   0.0067,   0.0062,   0.0021
A24013,1984,   5,  10,   0.0172,   0.0006,   0.0004,   0.0286,   0.0087,   0.0003,   0.0003,   0.0001
A24013,1984,   5,  11,   0.0000,   0.0000,   0.0000,   0.0286,   0.0087,   0.0000,   0.0000,   0.0000
A24013,1984,   5,  12,   0.1131,   0.0108,   0.0061,   0.0286,   0.0087,   0.0021,   0.0019,   0.0006
A24013,1984,   5,  13,   0.0188,   0.0017,   0.0011,   0.0286,   0.0087,   0.0003,   0.0003,   0.0001
A24013,1984,   5,  14,   0.0409,   0.0044,   0.0026,   0.0286,   0.0087,   0.0007,   0.0007,   0.0002
A24013,1984,   5,  15,   0.0007,   0.0000,   0.0000,   0.0286,   0.0087,   0.0000,   0.0000,   0.0000
A24013,1984,   5,  16,   0.0000,   0.0000,   0.0000,   0.0286,   0.0087,   0.0000,   0.0000,   0.0000
A24013,1984,   5,  17,   0.0000,   0.0000,   0.0000,   0.0286,   0.0087,   0.0000,   0.0000,   0.0000
A24013,1984,   5,  18,   0.0054,   0.0002,   0.0002,   0.0286,   0.0087,   0.0001,   0.0001,   0.0000
A24013,1984,   5,  19,   0.1509,   0.0211,   0.0165,   0.0286,   0.0087,   0.0027,   0.0025,   0.0009
A24013,1984,   5,  20,   0.0037,   0.0001,   0.0001,   0.0286,   0.0087,   0.0001,   0.0001,   0.0000
A24013,1984,   5,  21,   0.0164,   0.0022,   0.0016,   0.0286,   0.0087,   0.0003,   0.0003,   0.0001
A24013,1984,   5,  22,   0.0061,   0.0004,   0.0004,   0.0286,   0.0087,   0.0001,   0.0001,   0.0000
A24013,1984,   5,  23,   0.6170,   0.0663,   0.0612,   0.0286,   0.0087,   0.0112,   0.0103,   0.0035
A24013,1984,   5,  24,   0.0753,   0.0081,   0.0064,   0.0286,   0.0087,   0.0014,   0.0013,   0.0004
A24013,1984,   5,  25,   0.0000,   0.0000,   0.0000,   0.0286,   0.0087,   0.0000,   0.0000,   0.0000
A24013,1984,   5,  26,   0.0353,   0.0022,   0.0015,   0.0286,   0.0087,   0.0006,   0.0006,   0.0002
A24013,1984,   5,  27,   0.0019,   0.0001,   0.0001,   0.0286,   0.0087,   0.0000,   0.0000,   0.0000
A24013,1984,   5,  28,   0.0487,   0.0052,   0.0037,   0.0286,   0.0087,   0.0009,   0.0008,   0.0003
A24013,1984,   5,  29,   0.8613,   0.0861,   0.0750,   0.0286,   0.0087,   0.0156,   0.0144,   0.0049
A24013,1984,   5,  30,   0.5217,   0.0585,   0.0381,   0.0286,   0.0087,   0.0095,   0.0087,   0.0030
A24013,1984,   5,  31,   0.0031,   0.0000,   0.0000,   0.0286,   0.0087,   0.0001,   0.0001,   0.0000
A24013,1984,   6,   1,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,   2,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,   3,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,   4,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,   5,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,   6,   0.0499,   0.0101,   0.0100,   0.0318,   0.0123,   0.0009,   0.0008,   0.0003
A24013,1984,   6,   7,   0.0152,   0.0026,   0.0028,   0.0318,   0.0123,   0.0003,   0.0003,   0.0001
A24013,1984,   6,   8,   0.0007,   0.0000,   0.0001,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,   9,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  10,   0.0038,   0.0005,   0.0006,   0.0318,   0.0123,   0.0001,   0.0001,   0.0000
A24013,1984,   6,  11,   0.0200,   0.0028,   0.0028,   0.0318,   0.0123,   0.0004,   0.0003,   0.0001
A24013,1984,   6,  12,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  13,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  14,   0.3783,   0.0602,   0.0497,   0.0318,   0.0123,   0.0069,   0.0063,   0.0021
A24013,1984,   6,  15,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  16,   0.0046,   0.0003,   0.0003,   0.0318,   0.0123,   0.0001,   0.0001,   0.0000
A24013,1984,   6,  17,   0.0615,   0.0089,   0.0055,   0.0318,   0.0123,   0.0011,   0.0010,   0.0003
A24013,1984,   6,  18,   0.1678,   0.0261,   0.0163,   0.0318,   0.0123,   0.0030,   0.0028,   0.0010
A24013,1984,   6,  19,   0.8863,   0.0997,   0.0696,   0.0318,   0.0123,   0.0161,   0.0149,   0.0050
A24013,1984,   6,  20,   0.0041,   0.0002,   0.0001,   0.0318,   0.0123,   0.0001,   0.0001,   0.0000
A24013,1984,   6,  21,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  22,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  23,   0.0137,   0.0007,   0.0004,   0.0318,   0.0123,   0.0002,   0.0002,   0.0001
A24013,1984,   6,  24,   0.6232,   0.0613,   0.0313,   0.0318,   0.0123,   0.0113,   0.0104,   0.0035
A24013,1984,   6,  25,   0.2806,   0.0294,   0.0176,   0.0318,   0.0123,   0.0051,   0.0047,   0.0016
A24013,1984,   6,  26,   0.0785,   0.0101,   0.0059,   0.0318,   0.0123,   0.0014,   0.0013,   0.0004
A24013,1984,   6,  27,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  28,   0.0020,   0.0001,   0.0001,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  29,   0.0000,   0.0000,   0.0000,   0.0318,   0.0123,   0.0000,   0.0000,   0.0000
A24013,1984,   6,  30,   0.2351,   0.0229,   0.0148,   0.0318,   0.0123,   0.0043,   0.0039,   0.0013
A24013,1984,   7,   1,   0.8599,   0.0817,   0.0276,   0.0283,   0.0108,   0.0078,   0.0072,   0.0024
A24013,1984,   7,   2,   0.0041,   0.0002,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,   3,   0.0329,   0.0039,   0.0011,   0.0283,   0.0108,   0.0003,   0.0003,   0.0001
A24013,1984,   7,   4,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,   5,   0.0001,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,   6,   0.6201,   0.0595,   0.0227,   0.0283,   0.0108,   0.0056,   0.0052,   0.0018
A24013,1984,   7,   7,   1.4507,   0.0929,   0.0315,   0.0283,   0.0108,   0.0132,   0.0122,   0.0041
A24013,1984,   7,   8,   0.0008,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,   9,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  10,   0.0303,   0.0017,   0.0003,   0.0283,   0.0108,   0.0003,   0.0003,   0.0001
A24013,1984,   7,  11,   0.0003,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  12,   0.1647,   0.0074,   0.0017,   0.0283,   0.0108,   0.0015,   0.0014,   0.0005
A24013,1984,   7,  13,   0.0022,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  14,   0.0002,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  15,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  16,   0.0393,   0.0070,   0.0030,   0.0283,   0.0108,   0.0004,   0.0003,   0.0001
A24013,1984,   7,  17,   0.0006,   0.0001,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  18,   0.7414,   0.1342,   0.0702,   0.0283,   0.0108,   0.0067,   0.0062,   0.0021
A24013,1984,   7,  19,   0.0044,   0.0004,   0.0001,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  20,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  21,   0.3138,   0.0367,   0.0153,   0.0283,   0.0108,   0.0028,   0.0026,   0.0009
A24013,1984,   7,  22,   0.0744,   0.0071,   0.0022,   0.0283,   0.0108,   0.0007,   0.0006,   0.0002
A24013,1984,   7,  23,   0.0322,   0.0017,   0.0003,   0.0283,   0.0108,   0.0003,   0.0003,   0.0001
A24013,1984,   7,  24,   0.1856,   0.0053,   0.0008,   0.0283,   0.0108,   0.0017,   0.0016,   0.0005
A24013,1984,   7,  25,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  26,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  27,   0.4978,   0.0669,   0.0245,   0.0283,   0.0108,   0.0045,   0.0042,   0.0014
A24013,1984,   7,  28,   0.0059,   0.0004,   0.0001,   0.0283,   0.0108,   0.0001,   0.0000,   0.0000
A24013,1984,   7,  29,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  30,   0.0008,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   7,  31,   0.0000,   0.0000,   0.0000,   0.0283,   0.0108,   0.0000,   0.0000,   0.0000
A24013,1984,   8,   1,   0.0091,   0.0012,   0.0003,   0.0314,   0.0082,   0.0001,   0.0001,   0.0000
A24013,1984,   8,   2,   0.3824,   0.0481,   0.0143,   0.0314,   0.0082,   0.0035,   0.0032,   0.0011
A24013,1984,   8,   3,   0.1985,   0.0324,   0.0130,   0.0314,   0.0082,   0.0018,   0.0017,   0.0006
A24013,1984,   8,   4,   1.2922,   0.1632,   0.0618,   0.0314,   0.0082,   0.0117,   0.0108,   0.0037
A24013,1984,   8,   5,   0.0718,   0.0071,   0.0018,   0.0314,   0.0082,   0.0007,   0.0006,   0.0002
A24013,1984,   8,   6,   0.0179,   0.0015,   0.0003,   0.0314,   0.0082,   0.0002,   0.0002,   0.0001
A24013,1984,   8,   7,   0.3740,   0.0315,   0.0077,   0.0314,   0.0082,   0.0034,   0.0031,   0.0011
A24013,1984,   8,   8,   0.0182,   0.0008,   0.0001,   0.0314,   0.0082,   0.0002,   0.0002,   0.0001
A24013,1984,   8,   9,   0.0460,   0.0045,   0.0013,   0.0314,   0.0082,   0.0004,   0.0004,   0.0001
A24013,1984,   8,  10,   0.8134,   0.0867,   0.0245,   0.0314,   0.0082,   0.0074,   0.0068,   0.0023
A24013,1984,   8,  11,   0.4514,   0.0519,   0.0147,   0.0314,   0.0082,   0.0041,   0.0038,   0.0013
A24013,1984,   8,  12,   0.7255,   0.0664,   0.0148,   0.0314,   0.0082,   0.0066,   0.0061,   0.0021
A24013,1984,   8,  13,   0.6406,   0.0538,   0.0145,   0.0314,   0.0082,   0.0058,   0.0054,   0.0018
A24013,1984,   8,  14,   0.2021,   0.0148,   0.0035,   0.0314,   0.0082,   0.0018,   0.0017,   0.0006
