seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B37009,1984,  46.8335,   2.1995,   1.3078,   5.1485,   0.6886,   0.5652,   0.5228,   0.1766
B37009,1985,  44.7271,   2.1666,   1.0828,   5.1177,   0.6944,   0.4913,   0.4544,   0.1535
B37009,1986,  40.0755,   2.2796,   1.1514,   5.0870,   0.7002,   0.4288,   0.3967,   0.1340
B37009,1987,  48.9399,   2.2796,   1.2406,   5.0562,   0.7060,   0.5858,   0.5419,   0.1831
B37009,1988,  34.0751,   1.9053,   1.0077,   5.0254,   0.7118,   0.3878,   0.3587,   0.1212
B37009,1989,  62.0333,   2.7346,   1.7620,   4.9947,   0.7176,   0.6881,   0.6365,   0.2150
B37009,1990,  54.2505,   2.0921,   1.4445,   4.9639,   0.7234,   0.5758,   0.5326,   0.1799
B37009,1991,  45.9870,   2.3255,   1.2469,   4.9332,   0.7292,   0.5446,   0.5037,   0.1702
B37009,1992,  66.4989,   2.7083,   1.5871,   4.9024,   0.7350,   0.8176,   0.7563,   0.2555
B37009,1993,  51.4450,   2.5435,   1.2893,   4.8717,   0.7408,   0.5713,   0.5285,   0.1785
B37009,1994,  53.4796,   2.1182,   1.4605,   4.8409,   0.7466,   0.5808,   0.5373,   0.1815
B37009,1995,  55.4623,   2.5049,   1.6830,   4.8102,   0.7524,   0.6502,   0.6014,   0.2032
B37009,1996,  61.3401,   3.0596,   1.8896,   4.7794,   0.7582,   0.6627,   0.6130,   0.2071
B37009,1997,  44.3925,   2.2420,   1.3400,   4.7487,   0.7640,   0.5160,   0.4773,   0.1612
B37009,1998,  58.9754,   2.7039,   1.6789,   4.7179,   0.7698,   0.7109,   0.6576,   0.2222
B37009,1999,  44.5686,   2.3533,   1.2782,   4.6872,   0.7756,   0.4906,   0.4538,   0.1533
B37009,2000,  39.7370,   2.2459,   1.3316,   4.6564,   0.7814,   0.4773,   0.4415,   0.1491
B37009,2001,  38.5790,   1.7985,   1.2913,   4.6257,   0.7872,   0.4572,   0.4229,   0.1429
B37009,2002,  47.8751,   1.9614,   1.2390,   4.5949,   0.7930,   0.5076,   0.4695,   0.1586
B37009,2003,  64.3611,   2.7125,   1.9373,   4.5642,   0.7988,   0.7538,   0.6973,   0.2356
B37009,2004,  54.0070,   2.0123,   1.5000,   4.5334,   0.8046,   0.6292,   0.5820,   0.1966
B37009,2005,  48.3876,   2.0300,   1.4650,   4.5026,   0.8104,   0.5458,   0.5049,   0.1706
