seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51163,1984,  48.5611,   2.7990,   1.4519,   5.3068,   0.7784,   0.5495,   0.5083,   0.1717
A51163,1985,  43.0888,   2.5465,   1.0956,   5.2366,   0.7783,   0.4551,   0.4210,   0.1422
A51163,1986,  31.1041,   2.5169,   1.1972,   5.1663,   0.7783,   0.3380,   0.3127,   0.1056
A51163,1987,  47.3907,   2.6532,   1.2794,   5.0961,   0.7782,   0.5635,   0.5212,   0.1761
A51163,1988,  33.4090,   2.4068,   1.1343,   5.0259,   0.7781,   0.3788,   0.3504,   0.1184
A51163,1989,  51.4991,   3.0676,   1.8019,   4.9556,   0.7781,   0.6319,   0.5845,   0.1975
A51163,1990,  44.7790,   2.3403,   1.4619,   4.8854,   0.7780,   0.4980,   0.4607,   0.1556
A51163,1991,  42.1947,   2.4845,   1.2828,   4.8152,   0.7779,   0.4733,   0.4378,   0.1479
A51163,1992,  43.2480,   2.4174,   1.3372,   4.7449,   0.7779,   0.5211,   0.4820,   0.1628
A51163,1993,  43.7766,   2.7696,   1.5946,   4.6747,   0.7778,   0.4946,   0.4575,   0.1546
A51163,1994,  42.0435,   2.3434,   1.4121,   4.6045,   0.7777,   0.4517,   0.4178,   0.1411
A51163,1995,  48.5290,   2.6685,   1.6839,   4.5342,   0.7777,   0.6305,   0.5832,   0.1970
A51163,1996,  54.3614,   3.2880,   1.8653,   4.4640,   0.7776,   0.6118,   0.5659,   0.1912
A51163,1997,  37.0637,   2.3603,   1.3107,   4.3937,   0.7775,   0.4207,   0.3891,   0.1315
A51163,1998,  45.8543,   2.5366,   1.4317,   4.3235,   0.7775,   0.5676,   0.5250,   0.1774
A51163,1999,  38.6807,   2.0048,   1.0914,   4.2533,   0.7774,   0.4087,   0.3780,   0.1277
A51163,2000,  40.7242,   2.1916,   1.2526,   4.1830,   0.7773,   0.4880,   0.4514,   0.1525
A51163,2001,  29.6124,   1.8116,   1.1145,   4.1128,   0.7773,   0.3549,   0.3282,   0.1109
A51163,2002,  39.4206,   2.0242,   1.2733,   4.0426,   0.7772,   0.4356,   0.4029,   0.1361
A51163,2003,  62.4111,   2.6811,   1.8382,   3.9723,   0.7771,   0.7344,   0.6793,   0.2295
A51163,2004,  48.9195,   1.9751,   1.3826,   3.9021,   0.7770,   0.5844,   0.5405,   0.1826
A51163,2005,  42.4287,   1.8275,   1.3312,   3.8319,   0.7770,   0.4584,   0.4240,   0.1432
