seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42119,1984,  44.5158,   5.2913,   2.8383,   5.5715,   2.7989,   0.5328,   0.4928,   0.1665
B42119,1985,  35.8110,   4.0712,   2.0798,   5.4615,   2.7933,   0.4155,   0.3843,   0.1298
B42119,1986,  44.2391,   4.9448,   2.3799,   5.3514,   2.7877,   0.4933,   0.4563,   0.1541
B42119,1987,  37.5468,   4.5573,   2.2559,   5.2414,   2.7821,   0.4184,   0.3871,   0.1308
B42119,1988,  35.7627,   3.9860,   1.9715,   5.1314,   2.7765,   0.4052,   0.3748,   0.1266
B42119,1989,  40.9292,   4.2421,   2.5085,   5.0214,   2.7710,   0.5059,   0.4679,   0.1581
B42119,1990,  52.0224,   4.9121,   3.0346,   4.9114,   2.7654,   0.5886,   0.5445,   0.1839
B42119,1991,  33.1598,   3.6704,   1.9940,   4.8013,   2.7598,   0.3555,   0.3288,   0.1111
B42119,1992,  38.8959,   3.9549,   2.2377,   4.6913,   2.7542,   0.4294,   0.3972,   0.1342
B42119,1993,  46.0369,   4.6852,   2.4452,   4.5813,   2.7486,   0.5470,   0.5060,   0.1710
B42119,1994,  48.9904,   4.6760,   3.0571,   4.4713,   2.7430,   0.5655,   0.5231,   0.1767
B42119,1995,  35.5140,   3.0736,   1.9501,   4.3612,   2.7374,   0.4054,   0.3750,   0.1267
B42119,1996,  53.1799,   4.9213,   3.1250,   4.2512,   2.7319,   0.6006,   0.5556,   0.1877
B42119,1997,  34.2408,   3.3066,   1.8241,   4.1412,   2.7263,   0.3802,   0.3517,   0.1188
B42119,1998,  42.0556,   3.8661,   2.3405,   4.0312,   2.7207,   0.5264,   0.4869,   0.1645
B42119,1999,  44.6021,   3.5862,   2.2567,   3.9212,   2.7151,   0.4805,   0.4445,   0.1502
B42119,2000,  40.3786,   3.6477,   2.3765,   3.8111,   2.7095,   0.4942,   0.4572,   0.1545
B42119,2001,  32.1535,   3.0373,   2.3131,   3.7011,   2.7039,   0.3800,   0.3515,   0.1187
B42119,2002,  41.6534,   3.1757,   2.4030,   3.5911,   2.6983,   0.5000,   0.4625,   0.1562
B42119,2003,  52.5326,   3.7238,   2.9769,   3.4811,   2.6927,   0.5873,   0.5432,   0.1835
B42119,2004,  53.8789,   3.7791,   3.1091,   3.3711,   2.6872,   0.6153,   0.5691,   0.1923
B42119,2005,  42.4032,   2.5157,   2.1052,   3.2610,   2.6816,   0.4574,   0.4231,   0.1429
