seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51167,1984,   1,   2.2656,   0.1608,   0.0664,   0.5076,   0.0171,   0.0205,   0.0190,   0.0064
A51167,1984,   2,   4.5912,   0.1587,   0.0899,   0.4867,   0.0269,   0.0416,   0.0385,   0.0130
A51167,1984,   3,   3.3747,   0.3752,   0.2329,   0.4952,   0.0431,   0.0306,   0.0283,   0.0096
A51167,1984,   4,   3.4260,   0.2712,   0.1856,   0.6073,   0.0618,   0.0621,   0.0575,   0.0194
A51167,1984,   5,   7.9660,   0.4010,   0.2836,   0.6437,   0.0597,   0.1444,   0.1336,   0.0451
A51167,1984,   6,   3.3683,   0.2845,   0.1951,   0.5362,   0.0751,   0.0611,   0.0565,   0.0191
A51167,1984,   7,   4.5684,   0.3337,   0.1483,   0.6122,   0.0876,   0.0414,   0.0383,   0.0129
A51167,1984,   8,   2.4013,   0.2123,   0.0914,   0.5582,   0.0534,   0.0218,   0.0201,   0.0068
A51167,1984,   9,   1.4792,   0.0977,   0.0533,   0.4956,   0.0414,   0.0134,   0.0124,   0.0042
A51167,1984,  10,   2.8734,   0.1447,   0.0710,   0.5222,   0.0301,   0.0260,   0.0241,   0.0081
A51167,1984,  11,   4.3020,   0.1888,   0.0886,   0.4474,   0.0360,   0.0390,   0.0361,   0.0122
A51167,1984,  12,   2.8763,   0.1342,   0.0606,   0.4776,   0.0123,   0.0261,   0.0241,   0.0081
A51167,1985,   1,   2.7483,   0.1344,   0.0536,   0.5018,   0.0171,   0.0249,   0.0230,   0.0078
A51167,1985,   2,   3.5649,   0.1631,   0.0536,   0.4810,   0.0269,   0.0323,   0.0299,   0.0101
A51167,1985,   3,   1.7578,   0.1522,   0.0743,   0.4895,   0.0432,   0.0159,   0.0147,   0.0050
A51167,1985,   4,   2.0694,   0.1590,   0.1057,   0.6003,   0.0618,   0.0375,   0.0347,   0.0117
A51167,1985,   5,   4.3410,   0.3353,   0.1667,   0.6362,   0.0598,   0.0787,   0.0728,   0.0246
A51167,1985,   6,   3.1656,   0.2314,   0.1288,   0.5300,   0.0752,   0.0574,   0.0531,   0.0179
