seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A36023,1984,  45.6886,   4.2278,   2.4260,   6.0023,   1.4951,   0.5462,   0.5052,   0.1707
A36023,1985,  38.5812,   4.1785,   2.2432,   5.9041,   1.4900,   0.4279,   0.3958,   0.1337
A36023,1986,  43.6595,   4.6376,   2.5995,   5.8059,   1.4848,   0.5056,   0.4676,   0.1580
A36023,1987,  37.1464,   3.8452,   2.0813,   5.7077,   1.4797,   0.4266,   0.3946,   0.1333
A36023,1988,  36.8892,   3.5279,   1.9219,   5.6095,   1.4746,   0.4076,   0.3770,   0.1274
A36023,1989,  42.7451,   3.8467,   2.2272,   5.5113,   1.4695,   0.5116,   0.4732,   0.1599
A36023,1990,  50.4564,   4.7810,   2.7743,   5.4130,   1.4644,   0.5822,   0.5385,   0.1819
A36023,1991,  37.4262,   3.7933,   1.9910,   5.3148,   1.4593,   0.4200,   0.3885,   0.1313
A36023,1992,  46.2270,   4.2301,   2.4881,   5.2166,   1.4542,   0.5113,   0.4729,   0.1598
A36023,1993,  45.0135,   4.0789,   2.1741,   5.1184,   1.4491,   0.5446,   0.5037,   0.1702
A36023,1994,  46.6545,   3.8252,   2.4760,   5.0202,   1.4440,   0.5376,   0.4973,   0.1680
A36023,1995,  37.6295,   3.3616,   2.1213,   4.9220,   1.4389,   0.4187,   0.3873,   0.1308
A36023,1996,  51.5144,   4.3830,   2.6825,   4.8238,   1.4338,   0.6076,   0.5621,   0.1899
A36023,1997,  38.3757,   3.5391,   2.0878,   4.7256,   1.4287,   0.4365,   0.4038,   0.1364
A36023,1998,  41.1758,   3.5238,   2.1066,   4.6273,   1.4236,   0.4995,   0.4620,   0.1561
A36023,1999,  35.7998,   2.8822,   1.6771,   4.5291,   1.4185,   0.3831,   0.3544,   0.1197
A36023,2000,  45.6380,   4.0683,   2.6425,   4.4309,   1.4134,   0.5708,   0.5280,   0.1784
A36023,2001,  38.1846,   3.1635,   2.1606,   4.3327,   1.4083,   0.4293,   0.3971,   0.1342
A36023,2002,  46.6708,   3.5990,   2.6553,   4.2345,   1.4032,   0.5807,   0.5371,   0.1815
A36023,2003,  53.2423,   3.6590,   2.8112,   4.1363,   1.3981,   0.6111,   0.5653,   0.1910
A36023,2004,  51.1083,   3.2757,   2.7385,   4.0381,   1.3930,   0.5792,   0.5357,   0.1810
A36023,2005,  48.9168,   2.4903,   2.0610,   3.9399,   1.3879,   0.5475,   0.5064,   0.1711
