seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B54057,1984,   1,   0.9557,   0.1028,   0.0383,   0.3681,   0.0198,   0.0087,   0.0080,   0.0027
B54057,1984,   2,   3.3754,   0.1403,   0.0591,   0.4232,   0.0309,   0.0306,   0.0283,   0.0096
B54057,1984,   3,   5.3989,   0.4622,   0.2038,   0.4960,   0.0445,   0.0489,   0.0453,   0.0153
B54057,1984,   4,   5.0817,   0.4170,   0.2709,   0.5909,   0.0786,   0.0921,   0.0852,   0.0288
B54057,1984,   5,   2.8561,   0.2736,   0.1753,   0.5358,   0.0752,   0.0518,   0.0479,   0.0162
B54057,1984,   6,   2.3005,   0.2275,   0.1616,   0.5600,   0.1110,   0.0417,   0.0386,   0.0130
B54057,1984,   7,   5.0661,   0.4330,   0.2502,   0.6672,   0.1138,   0.0459,   0.0425,   0.0144
B54057,1984,   8,   5.0906,   0.5045,   0.2198,   0.5321,   0.0766,   0.0461,   0.0427,   0.0144
B54057,1984,   9,   1.2928,   0.1235,   0.0592,   0.5496,   0.0710,   0.0117,   0.0108,   0.0037
B54057,1984,  10,   2.7976,   0.2193,   0.0920,   0.4678,   0.0488,   0.0254,   0.0235,   0.0079
B54057,1984,  11,   3.4199,   0.1683,   0.0646,   0.2694,   0.0424,   0.0310,   0.0287,   0.0097
B54057,1984,  12,   2.2803,   0.1710,   0.0609,   0.3484,   0.0088,   0.0207,   0.0191,   0.0065
B54057,1985,   1,   1.7370,   0.1912,   0.0713,   0.3623,   0.0197,   0.0157,   0.0146,   0.0049
B54057,1985,   2,   2.4612,   0.1596,   0.0506,   0.4165,   0.0308,   0.0223,   0.0206,   0.0070
B54057,1985,   3,   2.8377,   0.2497,   0.0993,   0.4882,   0.0443,   0.0257,   0.0238,   0.0080
B54057,1985,   4,   1.2679,   0.1496,   0.0945,   0.5815,   0.0783,   0.0230,   0.0213,   0.0072
B54057,1985,   5,   5.4152,   0.5701,   0.3413,   0.5273,   0.0750,   0.0982,   0.0908,   0.0307
B54057,1985,   6,   3.0307,   0.3025,   0.1672,   0.5511,   0.1107,   0.0549,   0.0508,   0.0172
B54057,1985,   7,   4.3677,   0.4216,   0.1965,   0.6566,   0.1134,   0.0396,   0.0366,   0.0124
