seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51139,1984,  43.2003,   2.7892,   1.3601,   8.3864,   3.5664,   0.4774,   0.4416,   0.1492
B51139,1985,  43.7630,   2.9944,   1.3279,   8.2008,   3.5692,   0.4736,   0.4381,   0.1480
B51139,1986,  32.2242,   3.0477,   1.4046,   8.0152,   3.5721,   0.3443,   0.3184,   0.1076
B51139,1987,  42.1834,   3.1762,   1.4506,   7.8296,   3.5750,   0.5052,   0.4673,   0.1579
B51139,1988,  31.7477,   2.6494,   1.3500,   7.6440,   3.5778,   0.3830,   0.3543,   0.1197
B51139,1989,  43.2415,   2.5827,   2.0077,   7.4584,   3.5807,   0.5323,   0.4924,   0.1663
B51139,1990,  44.4339,   1.9586,   1.5538,   7.2728,   3.5835,   0.4931,   0.4561,   0.1541
B51139,1991,  35.6142,   1.8317,   1.3904,   7.0872,   3.5864,   0.3954,   0.3657,   0.1236
B51139,1992,  45.1136,   1.7464,   1.3239,   6.9016,   3.5893,   0.5174,   0.4786,   0.1617
B51139,1993,  46.3497,   2.2802,   1.7611,   6.7160,   3.5921,   0.5191,   0.4802,   0.1622
B51139,1994,  48.3968,   2.4671,   2.0023,   6.5304,   3.5950,   0.5336,   0.4935,   0.1667
B51139,1995,  44.8468,   2.8419,   1.7859,   6.3448,   3.5979,   0.5294,   0.4897,   0.1654
B51139,1996,  65.3345,   3.8997,   2.1337,   6.1592,   3.6007,   0.7178,   0.6639,   0.2243
B51139,1997,  43.4639,   2.1905,   1.5944,   5.9736,   3.6036,   0.4732,   0.4377,   0.1479
B51139,1998,  43.9452,   2.0171,   1.6803,   5.7880,   3.6065,   0.5359,   0.4957,   0.1675
B51139,1999,  39.1306,   1.6773,   1.2893,   5.6024,   3.6093,   0.4042,   0.3739,   0.1263
B51139,2000,  42.5829,   1.9548,   1.4621,   5.4167,   3.6122,   0.5076,   0.4695,   0.1586
B51139,2001,  34.6945,   1.7383,   1.5191,   5.2312,   3.6150,   0.4200,   0.3885,   0.1312
B51139,2002,  40.6522,   1.9991,   1.8120,   5.0455,   3.6179,   0.4772,   0.4414,   0.1491
B51139,2003,  65.8781,   2.2707,   2.1003,   4.8599,   3.6208,   0.7536,   0.6971,   0.2355
B51139,2004,  44.3438,   1.5032,   1.6427,   4.6743,   3.6236,   0.5230,   0.4838,   0.1634
B51139,2005,  39.0781,   1.4043,   1.4214,   4.4887,   3.6265,   0.4291,   0.3970,   0.1341
